frame_idx,timestamp,track_id,conf,infer_ms,jump_count,spm,state,cycle_ok,dt,expected_dt,hip_amp,shoulder_amp,shoulder_amp_th,shoulder_noise_sigma,shoulder_amp_ewma,amp_ewma,lift_th,lift_noise_sigma,ground_y,hip_y,shoulder_ground_y,shoulder_y,is_airborne,bbox_x1,bbox_y1,bbox_x2,bbox_y2
11,0.44,1,0.8691772222518921,28.45996292307973,0,0.0,IDLE,True,,,,,26.87115646362305,0.32431875,,,8.397236394882203,0.8213842895507812,898.9642333984375,899.029541015625,654.902587890625,654.350830078125,False,1883,476,2174,1316
11,0.44,2,0.8275783658027649,28.45996292307973,0,0.0,IDLE,True,,,,,29.07675521850586,1.3036998413085936,,,9.086486005783081,1.39790068359375,862.5826416015625,861.8684692382812,617.7149658203125,616.135986328125,False,1117,428,1445,1337
12,0.48,1,0.860404372215271,28.19963707588613,0,0.0,IDLE,True,,,,,26.72849624633789,0.3663064453125,,,8.352655076980591,0.9543151611328125,899.029052734375,899.027099609375,654.8895263671875,654.767578125,False,1883,478,2172,1313
12,0.48,2,0.8109832406044006,28.19963707588613,0,0.0,IDLE,True,,,,,28.810162353515626,1.181492120361328,,,9.003175735473633,1.6344886779785155,862.51123046875,861.084228515625,617.6248779296875,615.6539306640625,False,1118,428,1441,1328
13,0.52,1,0.8614794611930847,27.851233957335353,0,0.0,IDLE,True,,,,,26.75930603027344,0.3650848205566406,,,8.36228313446045,1.0391049682617186,899.02880859375,898.9989013671875,654.9736938476562,655.57861328125,False,1883,478,2174,1314
13,0.52,2,0.8309210538864136,27.851233957335353,0,0.0,IDLE,True,,,,,28.883056640625,1.2758286987304688,,,9.025955200195312,2.1062620605468747,862.795166015625,863.891845703125,617.5347290039062,616.0701904296875,False,1113,431,1445,1333
14,0.56,1,0.8561770915985107,28.403975069522858,0,0.0,IDLE,True,,,,,26.703636932373048,0.392005810546875,,,8.344886541366577,1.0524071044921874,899.028564453125,898.7071533203125,655.3465576171875,655.78125,False,1884,478,2176,1313
14,0.56,2,0.7841509580612183,28.403975069522858,0,0.0,IDLE,True,,,,,28.549966278076173,1.0190612731933593,,,8.921864461898805,2.163904650878906,862.7820434570312,862.6275024414062,617.4446411132812,615.2855224609375,False,1117,429,1445,1321
15,0.6,2,0.8305683732032776,28.195054968819022,0,0.0,IDLE,True,,,,,28.37660202026367,1.0540359375,,,8.867688131332399,2.126984436035156,862.7599487304688,862.133544921875,617.3545532226562,614.907470703125,False,1117,431,1443,1318
15,0.6,1,0.8647688031196594,28.195054968819022,0,0.0,IDLE,True,,,,,26.646087799072266,0.4187005737304687,,,8.326902437210084,0.9138658081054687,899.0283203125,898.60595703125,655.361572265625,655.14453125,False,1884,478,2173,1310
16,0.64,1,0.865445077419281,28.18879089318216,0,0.0,IDLE,True,,,,,26.744124298095702,0.431459765625,,,8.357538843154908,0.9253581298828124,899.028076171875,898.853515625,655.3181762695312,654.9437255859375,False,1884,476,2172,1312
16,0.64,2,0.7624779939651489,28.18879089318216,0,0.0,IDLE,True,,,,,28.86022430419922,0.8619241333007812,,,9.018820095062257,1.9891670654296874,862.7379150390625,861.5621948242188,617.264404296875,614.452392578125,False,1114,431,1445,1333
17,0.68,1,0.8602616190910339,27.976554119959474,0,0.0,IDLE,True,,,,,26.791832427978516,0.41146131591796875,,,8.372447633743286,0.9768021057128906,899.02783203125,898.6218872070312,655.2747802734375,654.388671875,False,1884,475,2173,1312
17,0.68,2,0.7906675338745117,27.976554119959474,0,0.0,IDLE,True,,,,,28.8428288269043,1.0799162841796874,,,9.013384008407593,1.8513496948242187,862.7158203125,860.7001342773438,617.17431640625,613.2091064453125,False,1115,429,1446,1331
18,0.72,1,0.8597739338874817,27.65043405815959,0,0.0,IDLE,True,,,,,26.652091827392578,0.44539533691406247,,,8.32877869606018,0.9253581298828124,899.027587890625,897.4491577148438,655.2313232421875,653.8355712890625,False,1882,478,2174,1311
18,0.72,2,0.8018786311149597,27.65043405815959,0,0.0,IDLE,True,,,,,28.452569732666017,1.1216325073242186,,,8.89142804145813,1.92347080078125,862.6937255859375,859.7381591796875,617.084228515625,612.7781982421875,False,1114,430,1446,1319
19,0.76,1,0.8712213039398193,32.59668895043433,0,0.0,IDLE,True,,,,,26.473460998535156,0.4624528381347656,,,8.272956562042236,0.9325521423339843,899.02734375,894.4656982421875,655.1879272460938,653.1394653320312,False,1872,479,2177,1307
19,0.76,2,0.7907965779304504,32.59668895043433,0,0.0,IDLE,True,,,,,25.634922637939454,1.1769223388671874,,,8.010913324356078,1.9956823974609375,862.671630859375,857.8052978515625,616.994140625,613.3544921875,False,1114,429,1444,1230
20,0.8,1,0.8534565567970276,28.21053401567042,0,0.0,IDLE,True,,,,,26.475111694335936,0.5043047973632813,,,8.27347240447998,0.9325521423339843,899.027099609375,889.2933349609375,655.14453125,651.4927368164062,True,1864,478,2177,1305
20,0.8,2,0.7707321047782898,28.21053401567042,0,0.0,IDLE,True,,,,,28.03861038208008,1.1992735473632812,,,8.762065744400024,1.8309892822265623,862.6495971679688,857.6123046875,616.9039916992188,613.6141357421875,False,1114,433,1445,1309
21,0.84,1,0.8574486374855042,28.363354969769716,0,0.0,IDLE,True,,,,,26.52065963745117,0.5642096557617187,,,8.287706136703491,0.9325521423339843,899.0242919921875,883.024658203125,655.1299438476562,649.7720947265625,True,1859,474,2177,1303
21,0.84,2,0.8222285509109497,28.363354969769716,0,0.0,IDLE,True,,,,,26.91543685913086,1.3514789428710936,,,8.411074018478393,1.8309892822265623,862.6275024414062,855.2052001953125,616.8139038085938,613.6625366210938,False,1113,429,1445,1271
22,0.88,1,0.8419310450553894,27.85356086678803,0,0.0,IDLE,True,,,,,26.67315124511719,0.5642096557617187,,,8.33535976409912,0.9325521423339843,899.021484375,882.525634765625,655.1153564453125,648.86181640625,True,1859,477,2177,1311
22,0.88,2,0.7946116924285889,27.85356086678803,0,0.0,IDLE,True,,,,,28.60509979248047,1.560150549316406,,,8.939093685150146,1.8309892822265623,862.6229858398438,855.556640625,616.80078125,613.7213134765625,False,1115,429,1445,1323
23,0.92,1,0.8430528044700623,28.12810498289764,0,0.0,IDLE,True,,,,,26.793833312988284,0.5642096557617187,,,8.373072910308839,0.9325521423339843,899.0186157226562,884.280029296875,655.1007080078125,648.9754028320312,True,1852,473,2178,1310
24,0.96,2,0.5597293376922607,32.42382197640836,0,0.0,IDLE,True,,,,,27.689361877441407,1.6711826660156248,,,8.652925586700439,1.8309892822265623,862.6185302734375,855.6243896484375,616.7877197265625,613.914306640625,False,1113,428,1445,1293
24,0.96,1,0.8202033042907715,32.42382197640836,0,0.0,IDLE,True,,,,,26.9954736328125,0.5642096557617187,,,8.436085510253907,0.9325521423339843,899.0158081054688,879.630126953125,655.0861206054688,645.0563354492188,True,1843,476,2180,1319
25,1.0,1,0.7944365739822388,28.43128307722509,0,0.0,IDLE,True,,,,,27.192312927246093,0.5642096557617187,,,8.497597789764404,0.9325521423339843,899.0130004882812,877.1962890625,655.071533203125,641.3077392578125,True,1839,470,2180,1320
26,1.04,2,0.7449622750282288,27.72053610533476,0,0.0,IDLE,True,,,,,28.106121368408203,1.5981566528320312,,,8.783162927627563,1.7321734130859374,862.614013671875,857.4503173828125,616.7745971679688,614.2894287109375,False,1114,426,1442,1305
26,1.04,1,0.8282358050346375,27.72053610533476,0,0.0,IDLE,True,,,,,28.756072540283203,0.5642096557617187,,,8.9862726688385,0.9325521423339843,899.0101928710938,878.5280151367188,655.0569458007812,636.7808227539062,True,1849,420,2180,1319
27,1.08,1,0.8237923979759216,32.239172141999006,0,0.0,IDLE,True,,,,,30.50047622680664,0.5642096557617187,,,9.531398820877076,0.9325521423339843,899.0073852539062,877.3079833984375,655.0423583984375,633.541748046875,True,1857,367,2182,1320
28,1.12,2,0.5914396047592163,27.72833500057459,0,0.0,IDLE,True,,,,,28.669059448242187,1.676340637207031,,,8.959081077575684,2.139245928955078,862.6095581054688,857.3797607421875,616.761474609375,612.396240234375,False,1112,422,1438,1318
28,1.12,1,0.8652922511100769,27.72833500057459,0,0.0,IDLE,True,,,,,32.15936164855957,0.5913568725585937,,,10.049800515174866,0.9325521423339843,899.0045166015625,875.93359375,655.0277099609375,631.1244506835938,True,1868,336,2182,1341
29,1.16,2,0.7551742792129517,27.435178169980645,0,0.0,IDLE,True,,,,,28.56503128051758,1.7412224853515623,,,8.926572275161744,2.546227954101562,862.6051025390625,858.2041015625,616.7484130859375,611.7310180664062,False,1111,424,1441,1316
29,1.16,1,0.8397703170776367,27.435178169980645,0,0.0,IDLE,True,,,,,33.093542861938474,0.660989483642578,,,10.341732144355774,0.9325521423339843,899.001708984375,877.873046875,655.0131225585938,628.02978515625,True,1888,298,2178,1332
30,1.2,2,0.7271040678024292,32.74431498721242,0,0.0,IDLE,True,,,,,28.837584228515624,1.7585967041015624,,,9.011745071411132,2.4327073425292967,862.6005859375,860.30419921875,616.7352905273438,611.3137817382812,False,1109,420,1441,1321
30,1.2,1,0.8120110630989075,32.74431498721242,0,0.0,IDLE,True,,,,,32.44887062072754,0.660989483642578,,,10.140272068977357,0.9325521423339843,898.9989013671875,878.2653198242188,654.99853515625,626.7420654296875,True,1892,316,2177,1330
31,1.24,1,0.864038348197937,27.61652902700007,0,0.0,IDLE,True,,,,,33.23328758239746,0.660989483642578,,,10.385402369499207,0.9325521423339843,898.984375,878.3829956054688,654.9930419921875,625.0704345703125,True,1894,289,2175,1327
32,1.28,1,0.8071008324623108,27.95461588539183,0,0.0,IDLE,True,,,,,33.183303909301756,0.660989483642578,,,10.3697824716568,0.9325521423339843,898.9698486328125,878.005615234375,654.987548828125,624.1087036132812,True,1892,291,2177,1328
32,1.28,2,0.7789698243141174,27.95461588539183,0,0.0,IDLE,True,,,,,28.36880584716797,1.6369319274902343,,,8.865251827239991,2.319186730957031,862.5960693359375,860.0174560546875,616.72216796875,611.95166015625,False,1109,419,1437,1306
33,1.32,1,0.79258131980896,32.0072858594358,0,0.0,IDLE,True,,,,,34.039267959594724,0.660989483642578,,,10.637271237373353,0.9325521423339843,898.9552612304688,879.224853515625,654.9821166992188,623.8057861328125,True,1887,262,2175,1326
34,1.36,1,0.7751535177230835,28.077740920707583,0,0.0,IDLE,True,,,,,34.07564300537109,0.660989483642578,,,10.648638439178468,0.9325521423339843,898.9407348632812,880.357666015625,654.9766235351562,623.5322265625,True,1888,266,2176,1331
35,1.4,2,0.8333449363708496,27.66478806734085,0,0.0,IDLE,True,,,,,28.486664428710938,1.78302919921875,,,8.902082633972169,2.0091655151367185,862.5916137695312,861.4501953125,616.7090454101562,611.782470703125,False,1109,424,1438,1314
35,1.4,1,0.5659635066986084,27.66478806734085,0,0.0,IDLE,True,,,,,34.295459518432615,0.660989483642578,,,10.717331099510194,0.9325521423339843,898.9262084960938,881.1494750976562,654.9711303710938,623.5242919921875,True,1885,257,2178,1329
36,1.44,2,0.8509896993637085,32.15278196148574,0,0.0,IDLE,True,,,,,28.718059844970703,1.8131626098632811,,,8.974393701553344,1.8651947753906248,862.5870971679688,861.6741943359375,616.6959838867188,611.6026000976562,False,1109,423,1437,1320
36,1.44,1,0.862592875957489,32.15278196148574,0,0.0,IDLE,True,,,,,34.942627029418944,0.660989483642578,,,10.91957094669342,0.9325521423339843,898.9116821289062,880.3519897460938,654.9656372070312,623.995361328125,True,1892,252,2179,1344
37,1.48,2,0.8247787356376648,27.69277896732092,0,0.0,IDLE,True,,,,,28.692766571044924,1.8432960205078124,,,8.966489553451538,1.7987293395996093,862.5826416015625,862.435546875,616.682861328125,612.1150512695312,False,1109,420,1437,1317
37,1.48,1,0.8097219467163086,27.69277896732092,0,0.0,IDLE,True,,,,,33.92894599914551,0.7306220947265625,,,10.602795624732972,0.9397461547851562,898.9116821289062,880.095947265625,654.9656372070312,623.264892578125,True,1888,263,2179,1323
38,1.52,2,0.7980916500091553,27.683511143550277,0,0.0,IDLE,True,,,,,28.133885192871094,2.027037432861328,,,8.791839122772217,1.7321734130859374,862.5764770507812,862.5210571289062,616.628173828125,612.879150390625,False,1110,422,1437,1301
38,1.52,1,0.8611183762550354,27.683511143550277,0,0.0,IDLE,True,,,,,34.46157485961914,0.7676328002929687,,,10.769242143630981,1.1026294555664062,898.9116821289062,878.828857421875,654.9656372070312,623.8679809570312,True,1891,260,2181,1337
39,1.56,2,0.8142969012260437,32.49451098963618,0,0.0,IDLE,True,,,,,28.74189193725586,2.0908786376953126,,,8.981841230392456,1.8309892822265623,862.5703125,862.1061401367188,616.573486328125,611.906005859375,False,1110,425,1438,1324
39,1.56,1,0.6775118112564087,32.49451098963618,0,0.0,IDLE,True,,,,,33.69710426330566,0.8046435058593749,,,10.53034508228302,0.9642691406249999,898.9116821289062,881.2188720703125,654.9656372070312,625.27490234375,True,1883,276,2182,1329
40,1.6,2,0.833587646484375,27.65294397249818,0,0.0,IDLE,True,,,,,29.32530990600586,2.1317804443359374,,,9.164159345626832,2.0034645996093747,862.614013671875,863.0811157226562,616.518798828125,611.94091796875,False,1108,420,1438,1336
40,1.6,1,0.7940801978111267,27.65294397249818,0,0.0,IDLE,True,,,,,33.07591049194336,0.8214747802734375,,,10.3362220287323,0.7734242065429687,898.9116821289062,882.2069091796875,654.9656372070312,625.8455810546875,True,1871,300,2183,1333
41,1.64,2,0.8717590570449829,27.712257113307714,0,0.0,IDLE,True,,,,,28.787107543945314,2.25068525390625,,,8.99597110748291,1.999573498535156,862.6095581054688,861.1224975585938,616.464111328125,611.7903442382812,False,1110,426,1437,1325
41,1.64,1,0.713516116142273,27.712257113307714,0,0.0,IDLE,True,,,,,30.770980224609374,0.8229226318359375,,,9.61593132019043,0.6280056152343749,898.9116821289062,879.2929077148438,654.9656372070312,627.0025634765625,True,1861,383,2187,1345
42,1.68,1,0.8274552822113037,32.237310195341706,0,0.0,IDLE,True,,,,,27.57178756713867,0.8301618896484374,,,8.616183614730835,0.6144320068359375,898.9116821289062,879.2249145507812,654.9268798828125,628.8817138671875,True,1858,459,2182,1320
43,1.72,1,0.8070614337921143,28.66451581940055,0,0.0,IDLE,True,,,,,27.307996215820314,0.8790268798828125,,,8.533748817443849,0.6007679077148437,898.9116821289062,878.0250244140625,654.8380126953125,630.0665283203125,True,1864,466,2183,1320
43,1.72,2,0.822691023349762,28.66451581940055,0,0.0,IDLE,True,,,,,28.043872833251953,2.350270294189453,,,8.763710260391235,2.0034645996093747,862.6051025390625,858.64697265625,616.409423828125,611.419189453125,False,1112,430,1436,1306
44,1.76,2,0.8160372972488403,27.55135321058333,0,0.0,IDLE,True,,,,,28.33861129760742,2.381444348144531,,,8.85581603050232,1.9001241943359375,862.6005859375,857.1754150390625,616.354736328125,611.9253540039062,False,1112,428,1437,1314
44,1.76,1,0.8443707227706909,27.55135321058333,0,0.0,IDLE,True,,,,,27.10748474121094,0.9998319946289062,,,8.471088981628418,0.5166115356445312,898.9116821289062,884.490478515625,654.8380126953125,639.486572265625,True,1867,466,2181,1313
45,1.8,2,0.7742857933044434,32.371593872085214,0,0.0,IDLE,True,,,,,28.639429321289064,2.3479627807617187,,,8.949821662902833,2.0034645996093747,862.6005859375,856.0944213867188,616.0964965820312,612.1890869140625,False,1111,426,1438,1321
45,1.8,1,0.8567267060279846,32.371593872085214,0,0.0,IDLE,True,,,,,26.872474822998047,1.1206371093749998,,,8.39764838218689,0.47435236816406245,898.9116821289062,883.9993896484375,654.8380126953125,643.709228515625,True,1879,471,2179,1311
46,1.84,1,0.8762016296386719,27.78521995060146,0,0.0,IDLE,True,,,,,26.749554290771485,1.7959693725585937,,,8.359235715866088,0.344950634765625,898.9116821289062,886.9274291992188,654.8380126953125,647.0535888671875,True,1882,474,2180,1309
46,1.84,2,0.7884446382522583,27.78521995060146,0,0.0,IDLE,True,,,,,27.067697753906252,2.289867736816406,,,8.458655548095702,2.0629622497558593,862.6005859375,855.0650634765625,615.9214477539062,612.4205322265625,False,1109,426,1438,1272
47,1.88,1,0.8511797785758972,27.79123606160283,1,0.0,JUMPING,True,,,22.83209228515625,31.5731201171875,26.923675231933593,2.5842340576171874,31.5731201171875,22.83209228515625,8.413648509979248,0.43254565429687497,898.7656860351562,892.4239501953125,654.8380126953125,649.978759765625,False,1884,473,2177,1314
47,1.88,2,0.8328408002853394,27.79123606160283,0,0.0,IDLE,True,,,,,28.721136016845705,2.1188402709960936,,,8.975355005264282,2.0034645996093747,862.5457153320312,855.8261108398438,615.7213134765625,612.808349609375,False,1110,432,1436,1329
48,1.92,1,0.8677639961242676,32.40860695950687,1,0.0,JUMPING,True,,,,,26.652369232177733,2.9727107299804687,31.5731201171875,22.83209228515625,7.991232299804687,0.5589611938476562,898.656005859375,893.884521484375,654.8380126953125,651.4755249023438,False,1884,476,2174,1309
48,1.92,2,0.8206070065498352,32.40860695950687,0,0.0,IDLE,True,,,,,28.07317611694336,1.9032913696289062,,,8.7728675365448,1.8309892822265623,862.4697265625,856.2877197265625,615.432861328125,613.1015625,False,1112,433,1439,1311
49,1.96,2,0.8124757409095764,28.309631161391735,0,0.0,IDLE,True,,,,,28.38937774658203,1.7611304443359375,,,8.871680545806885,2.0034645996093747,862.4697265625,856.2069091796875,615.261962890625,612.6627807617188,False,1110,428,1439,1315
49,1.96,1,0.856451153755188,28.309631161391735,1,0.0,JUMPING,True,,,,,26.84600326538086,3.732199365234375,31.5731201171875,22.83209228515625,7.991232299804687,0.5825792724609374,898.6123046875,894.32080078125,654.6107177734375,650.845703125,False,1886,473,2175,1312
50,2.0,2,0.8566004037857056,28.50317512638867,0,0.0,IDLE,True,,,,,28.36466262817383,1.4427840820312499,,,8.863957071304322,2.0034645996093747,862.4697265625,857.027587890625,615.261962890625,612.6290283203125,False,1110,428,1439,1314
50,2.0,1,0.8766015768051147,28.50317512638867,1,0.0,JUMPING,True,,,,,26.71998733520508,3.473486389160156,31.5731201171875,22.83209228515625,10.12767643432617,3.3758921447753902,897.911865234375,895.2246704101562,654.0568237304688,651.8502197265625,False,1888,473,2175,1308
51,2.04,1,0.8620434403419495,32.478061970323324,1,0.0,JUMPING,True,,,,,26.703480377197266,2.5510239624023434,31.5731201171875,22.83209228515625,7.991232299804687,2.642464837646484,896.203369140625,895.372802734375,653.4179077148438,652.641845703125,False,1888,475,2178,1309
51,2.04,2,0.8121221661567688,32.478061970323324,0,0.0,IDLE,True,,,,,28.04331253051758,1.33781484375,,,8.763535165786744,2.0034645996093747,862.4697265625,856.8446044921875,615.261962890625,612.4443359375,False,1112,429,1436,1305
52,2.08,2,0.8089797496795654,28.05643598549068,0,0.0,IDLE,True,,,,,28.00234588623047,1.3111200805664063,,,8.750733089447023,1.999573498535156,862.4697265625,856.44921875,615.261962890625,611.5869140625,False,1112,431,1436,1306
52,2.08,1,0.869432270526886,28.05643598549068,1,0.0,JUMPING,True,,,,,26.601719512939454,2.496231829833984,31.5731201171875,22.83209228515625,7.991232299804687,1.3448731201171875,895.283935546875,894.2117919921875,652.8408813476562,651.9022216796875,False,1885,477,2178,1308
53,2.12,1,0.8681052923202515,27.92915515601635,1,0.0,JUMPING,True,,,,,26.671657104492187,2.343031036376953,31.5731201171875,22.83209228515625,7.991232299804687,1.340077111816406,894.769287109375,894.1883544921875,652.1980590820312,651.5228271484375,False,1884,477,2178,1310
53,2.12,2,0.7702500820159912,27.92915515601635,0,0.0,IDLE,True,,,,,27.682695922851565,1.3051476928710937,,,8.650842475891114,2.0034645996093747,862.4697265625,856.0530395507812,615.0800170898438,610.8673706054688,False,1111,430,1438,1295
54,2.16,1,0.8768007755279541,32.411261927336454,1,0.0,JUMPING,True,,,,,26.765786590576173,1.9741456054687498,31.5731201171875,22.83209228515625,7.991232299804687,1.0823595336914063,894.6997680664062,895.0508422851562,651.8985595703125,651.8961181640625,False,1885,474,2179,1311
54,2.16,2,0.7906621694564819,32.411261927336454,0,0.0,IDLE,True,,,,,28.003640899658205,1.2551063232421875,,,8.75113778114319,2.3515371643066403,862.4697265625,855.5728759765625,615.0587158203125,610.9693603515625,False,1112,429,1439,1305
55,2.2,1,0.8659573197364807,27.988054091110826,1,0.0,JUMPING,True,,,,,26.797718353271485,1.3314804931640625,31.5731201171875,22.83209228515625,7.991232299804687,1.0823595336914063,894.6997680664062,895.2239990234375,651.8985595703125,652.1185302734375,False,1883,474,2179,1312
56,2.24,1,0.8614238500595093,27.791216038167477,1,0.0,JUMPING,True,,,,,26.74827163696289,0.9435467651367186,31.5731201171875,22.83209228515625,7.991232299804687,1.0823595336914063,894.8825073242188,894.770263671875,651.8985595703125,652.103271484375,False,1883,476,2180,1312
57,2.28,2,0.7891006469726562,33.05188217200339,0,0.0,IDLE,True,,,,,28.07783432006836,1.1338487548828124,,,8.774323225021362,2.6997002197265623,862.4697265625,856.2513427734375,614.6343994140625,610.5677490234375,False,1111,429,1437,1306
57,2.28,1,0.8578653335571289,33.05188217200339,1,0.0,JUMPING,True,,,,,26.717571716308594,0.9435467651367186,31.5731201171875,22.83209228515625,7.991232299804687,0.6663736816406249,894.8825073242188,893.97802734375,651.9476928710938,652.015869140625,False,1885,475,2180,1310
58,2.32,1,0.8737998604774475,28.141668066382408,1,0.0,JUMPING,True,,,,,26.734476928710937,0.6682739868164063,31.5731201171875,22.83209228515625,7.991232299804687,0.7952777160644531,894.9014892578125,894.8018798828125,651.9476928710938,651.7974853515625,False,1885,476,2179,1311
58,2.32,2,0.6918997168540955,28.141668066382408,0,0.0,IDLE,True,,,,,28.471824645996094,1.16914013671875,,,9.47980810546875,3.15993603515625,862.4697265625,857.19287109375,614.3546142578125,610.2936401367188,False,1110,429,1440,1319
59,2.36,1,0.8634686470031738,27.640482177957892,1,0.0,JUMPING,True,,,,,26.791158142089845,0.5441207153320312,31.5731201171875,22.83209228515625,7.991232299804687,0.8279901123046874,895.1201171875,895.5225830078125,651.9476928710938,651.587646484375,False,1885,475,2179,1312
60,2.4,1,0.8762858510017395,32.28768985718489,1,0.0,JUMPING,True,,,,,26.600184173583983,0.5054811767578125,31.5731201171875,22.83209228515625,7.991232299804687,0.8606572631835937,895.2242431640625,895.4705810546875,651.9476928710938,651.333984375,False,1887,476,2179,1307
60,2.4,2,0.7749495506286621,32.28768985718489,0,0.0,IDLE,True,,,,,24.13715789794922,1.1766508666992186,,,10.054786157226562,3.351595385742187,862.2543334960938,849.482421875,614.0643310546875,608.6458740234375,True,1113,428,1440,1183
61,2.44,1,0.8629500865936279,27.57072588428855,1,0.0,JUMPING,True,,,,,26.546521453857423,0.4415947265625,31.5731201171875,22.83209228515625,7.991232299804687,0.874864306640625,895.283935546875,897.0580444335938,652.0508422851562,652.65380859375,False,1887,478,2175,1307
61,2.44,2,0.6714412569999695,27.57072588428855,0,0.0,IDLE,True,,,,,27.32526809692383,1.0230881103515626,,,9.13205225830078,3.0440174194335934,862.1171264648438,850.0330200195312,613.7985229492188,610.900146484375,True,1112,431,1443,1285
62,2.48,1,0.8680235147476196,27.71469601429999,1,0.0,JUMPING,True,,,,,26.712929992675782,0.48539223632812495,31.5731201171875,22.83209228515625,7.991232299804687,0.8908811645507811,895.4119262695312,897.3316650390625,652.109375,652.7415771484375,False,1888,476,2176,1310
62,2.48,2,0.7656680345535278,27.71469601429999,0,0.0,IDLE,True,,,,,28.268817901611328,0.9181188720703124,,,8.83400559425354,2.6324656127929686,861.8469848632812,850.353271484375,613.68603515625,612.4925537109375,True,1111,429,1444,1313
63,2.52,1,0.8595844507217407,33.5514210164547,1,0.0,JUMPING,True,,,,,26.711817626953124,0.4713661743164062,31.5731201171875,22.83209228515625,7.991232299804687,1.0823595336914063,895.4913940429688,896.5128173828125,652.109375,651.9442749023438,False,1889,475,2175,1310
64,2.56,1,0.8738569617271423,27.798442170023918,1,0.0,JUMPING,True,,,,,26.566392974853517,0.39779721679687496,31.5731201171875,22.83209228515625,7.991232299804687,1.2915740844726562,895.7662353515625,896.1317749023438,652.109375,651.6235961914062,False,1888,476,2175,1306
