frame_idx,timestamp,infer_ms,track_id,best_conf,jump_count,spm,state,dt,expected_dt,hip_amp,shoulder_amp,amp_ewma,lift_th,lift_noise_sigma,ground_y,hip_y,shoulder_ground_y,shoulder_y,is_airborne,center_x,center_y,h_px,missed
11,0.44,28.86459301225841,2,0.8091909289360046,0,0.0,IDLE,,,,,,8.630442667007447,0.9188427978515624,894.5784301757812,895.595458984375,658.9992065429688,658.6075439453125,False,2039.4259033203125,887.9508666992188,863.0442504882812,0
11,0.44,28.86459301225841,3,0.82462477684021,0,0.0,IDLE,,,,,,9.599289178848267,0.953772216796875,874.86572265625,871.8178100585938,627.7418823242188,628.08154296875,False,513.2702026367188,828.4502563476562,959.9288940429688,0
12,0.48,27.965073008090258,1,0.7499125003814697,0,0.0,IDLE,,,,,,9.28843789100647,1.1067920288085937,860.6676025390625,861.7159423828125,605.2821044921875,604.802978515625,False,1206.703857421875,853.6587524414062,928.8438110351562,0
12,0.48,27.965073008090258,2,0.8372418880462646,0,0.0,IDLE,,,,,,8.575012350082398,0.865815234375,895.3966674804688,896.4014282226562,658.9854736328125,657.724365234375,False,2039.0113525390625,889.1177978515625,857.501220703125,0
13,0.52,28.370470041409135,1,0.7068488597869873,0,0.0,IDLE,,,,,,8.953532123565674,1.5706474731445312,861.2868041992188,861.5348510742188,605.22216796875,603.4472045898438,False,1192.2947998046875,869.3804931640625,895.3532104492188,0
13,0.52,28.370470041409135,2,0.8135814070701599,0,0.0,IDLE,,,,,,8.515506792068482,1.126066552734375,895.5367431640625,895.399658203125,658.9716796875,657.412109375,False,2038.311279296875,889.26708984375,851.5506591796875,0
13,0.52,28.370470041409135,3,0.7939871549606323,0,0.0,IDLE,,,,,,9.759499454498291,1.0167537597656249,874.7312622070312,871.647216796875,627.64453125,626.5494384765625,False,506.5014343261719,837.7305297851562,975.949951171875,0
14,0.56,27.99973590299487,1,0.7376699447631836,0,0.0,IDLE,,,,,,9.106896543502808,1.6821772888183593,861.6434936523438,861.9759521484375,605.1622924804688,602.9813232421875,False,1183.0123291015625,883.4063720703125,910.6896362304688,0
14,0.56,27.99973590299487,2,0.8001548647880554,0,0.0,IDLE,,,,,,8.545139837265015,1.4044160156249998,895.5171508789062,895.3593139648438,658.9579467773438,657.071533203125,False,2037.84814453125,888.7822875976562,854.5139770507812,0
14,0.56,27.99973590299487,3,0.7512332797050476,0,0.0,IDLE,,,,,,9.933966636657715,1.0796448120117186,874.5968017578125,869.989990234375,627.5472412109375,624.3900146484375,False,500.2922668457031,843.34814453125,993.3966674804688,0
15,0.6,27.724210871383548,1,0.7489089369773865,0,0.0,IDLE,,,,,,9.19438591003418,1.6563421875,861.6696166992188,861.623291015625,605.1024169921875,604.2425537109375,False,1179.00146484375,894.3101196289062,919.4385986328125,0
15,0.6,27.724210871383548,2,0.8234918117523193,0,0.0,IDLE,,,,,,8.49629487991333,1.126066552734375,895.49755859375,893.95654296875,658.9442138671875,658.1085205078125,False,2037.901611328125,889.076904296875,849.6295166015625,0
15,0.6,27.724210871383548,3,0.74083411693573,0,0.0,IDLE,,,,,,9.9743577003479,1.0796448120117186,874.4623413085938,866.839599609375,627.4498901367188,621.4678955078125,False,495.3954162597656,847.2128295898438,997.435791015625,0
16,0.64,29.040013905614614,1,0.7883561253547668,0,0.0,IDLE,,,,,,9.08678641319275,1.5753529907226562,861.8199462890625,864.0634155273438,606.0322265625,607.6239013671875,False,1182.10791015625,898.9470825195312,908.6786499023438,0
16,0.64,29.040013905614614,2,0.8327578902244568,0,0.0,IDLE,,,,,,8.415676259994507,0.9568489013671875,895.4779663085938,892.42578125,658.9304809570312,657.6644287109375,False,2037.63916015625,887.8482666015625,841.567626953125,0
16,0.64,29.040013905614614,3,0.7775489091873169,0,0.0,IDLE,,,,,,9.615542936325074,1.0796448120117186,874.327880859375,865.6556396484375,627.3526000976562,620.1116943359375,False,490.4598693847656,853.5137329101562,961.5543212890625,0
17,0.68,28.115829918533564,1,0.7950021028518677,0,0.0,IDLE,,,,,,9.099653291702271,1.4943637939453125,862.6021728515625,866.2528076171875,607.171630859375,609.092041015625,False,1192.114013671875,900.69482421875,909.96533203125,0
17,0.68,28.115829918533564,2,0.8539413213729858,0,0.0,IDLE,,,,,,8.48053936958313,1.135477587890625,895.4583740234375,891.0206298828125,658.916748046875,657.507568359375,False,2036.8096923828125,889.4946899414062,848.053955078125,0
17,0.68,28.115829918533564,3,0.813541054725647,0,0.0,IDLE,,,,,,9.267245864868164,1.0796448120117186,874.193359375,867.9085693359375,627.2552490234375,620.6112670898438,False,487.2481994628906,862.0697021484375,926.724609375,0
18,0.72,28.378908056765795,1,0.8158602714538574,0,0.0,IDLE,,,,,,9.024911499023437,1.5706474731445312,864.10595703125,864.2762451171875,607.9175415039062,610.1121826171875,False,1207.632568359375,901.9594116210938,902.4911499023438,0
18,0.72,28.378908056765795,2,0.8210052251815796,0,0.0,IDLE,,,,,,8.464505767822265,1.3141062744140624,895.4388427734375,890.1708374023438,658.9029541015625,657.0722045898438,False,2037.092529296875,889.9105834960938,846.4505615234375,0
19,0.76,27.885299874469638,1,0.8680753111839294,0,0.0,IDLE,,,,,,9.028764867782593,1.6510937255859375,864.084716796875,863.16748046875,609.1940307617188,613.198974609375,False,1222.99267578125,899.3622436523438,902.87646484375,0
19,0.76,27.885299874469638,2,0.8508222103118896,0,0.0,IDLE,,,,,,8.476481294631958,1.1634392211914062,895.4192504882812,890.4805297851562,658.8892211914062,657.0208740234375,False,2036.687744140625,890.3487548828125,847.6481323242188,0
19,0.76,27.885299874469638,3,0.7520603537559509,0,0.0,IDLE,,,,,,8.771795940399171,1.0796448120117186,874.0588989257812,865.9221801757812,627.157958984375,623.0362548828125,False,484.08734130859375,874.6767578125,877.1795654296875,0
20,0.8,27.484959922730923,1,0.8487000465393066,0,0.0,IDLE,,,,,,8.989266443252564,1.7017685302734373,864.0634155273438,862.2872314453125,610.1121826171875,616.3778076171875,False,1238.387451171875,895.8978271484375,898.9266357421875,0
20,0.8,27.484959922730923,2,0.8169559240341187,0,0.0,IDLE,,,,,,8.443638181686401,1.3163685424804688,895.399658203125,890.591552734375,658.87548828125,657.451171875,False,2036.5216064453125,889.8665161132812,844.3638305664062,0
20,0.8,27.484959922730923,3,0.7775759696960449,0,0.0,IDLE,,,,,,8.618391180038453,1.0796448120117186,873.9244384765625,866.516357421875,627.0606079101562,625.4053955078125,False,482.9033203125,885.0938720703125,861.839111328125,0
21,0.84,27.98041980713606,1,0.8357346653938293,0,0.0,IDLE,,,,,,8.9714102268219,1.7477378173828124,863.9738159179688,862.1766357421875,612.8903198242188,618.05078125,False,1254.5367431640625,893.189208984375,897.1410522460938,0
21,0.84,27.98041980713606,2,0.827224850654602,0,0.0,IDLE,,,,,,8.46056571006775,1.441381475830078,895.3956298828125,890.957763671875,658.8596801757812,657.5221557617188,False,2036.2056884765625,890.2799682617188,846.0565795898438,0
22,0.88,27.740973979234695,1,0.8435537815093994,0,0.0,IDLE,,,,,,8.92796573638916,1.8391334472656249,863.9783935546875,863.63818359375,615.7420654296875,618.5062255859375,False,1268.426513671875,889.6334838867188,892.7965698242188,0
22,0.88,27.740973979234695,2,0.8193517327308655,0,0.0,IDLE,,,,,,8.460613346099853,1.5122809570312499,895.3916015625,890.5704956054688,658.8439331054688,657.5055541992188,False,2036.095703125,891.094482421875,846.0613403320312,0
23,0.92,27.702034916728735,1,0.8401733040809631,0,0.0,IDLE,,,,,,8.955977869033815,2.0091655151367185,864.1489868164062,864.1856689453125,617.5488891601562,618.6029052734375,False,1277.783447265625,886.8416748046875,895.5977783203125,0
23,0.92,27.702034916728735,2,0.8311875462532043,0,0.0,IDLE,,,,,,8.454660558700562,1.6129066406249999,895.3875732421875,890.4759521484375,658.828125,657.31591796875,False,2035.6995849609375,891.756591796875,845.466064453125,0
23,0.92,27.702034916728735,3,0.8469322919845581,0,0.0,IDLE,,,,,,8.465051651000977,1.1631677490234373,873.7899780273438,867.1324462890625,627.77490234375,627.9068603515625,False,481.4428405761719,890.5301513671875,846.5051879882812,0
24,0.96,28.612621827051044,1,0.8403792381286621,0,0.0,IDLE,,,,,,8.815248155593872,2.2246239257812497,864.239990234375,864.2996215820312,618.3240356445312,618.9610595703125,False,1284.246337890625,883.697265625,881.5248413085938,0
24,0.96,28.612621827051044,2,0.8306716084480286,0,0.0,IDLE,,,,,,8.470149564743043,1.8226641357421873,895.383544921875,890.8511962890625,658.8123779296875,657.3458251953125,False,2035.419677734375,891.3759155273438,847.0149536132812,0
24,0.96,28.612621827051044,3,0.8364377021789551,0,0.0,IDLE,,,,,,8.508555364608764,1.1631677490234373,873.655517578125,866.98388671875,627.92431640625,629.089111328125,False,482.9210205078125,892.9143676757812,850.8555297851562,0
25,1.0,27.5112830568105,1,0.8351966738700867,0,0.0,IDLE,,,,,,8.864468622207642,2.350677502441406,864.23095703125,864.1239624023438,618.5545654296875,620.0521240234375,False,1287.8480224609375,881.750732421875,886.4468383789062,0
25,1.0,27.5112830568105,2,0.8225828409194946,0,0.0,IDLE,,,,,,8.50714430809021,1.875013018798828,895.3795166015625,892.314208984375,658.7965698242188,657.9194946289062,False,2035.3865966796875,892.2892456054688,850.7144165039062,0
25,1.0,27.5112830568105,3,0.8325283527374268,0,0.0,IDLE,,,,,,8.512811279296875,1.27917685546875,873.5210571289062,868.102783203125,628.08154296875,629.308837890625,False,485.6156005859375,893.2610473632812,851.2811279296875,0
26,1.04,27.59799617342651,1,0.8541279435157776,0,0.0,IDLE,,,,,,8.897875213623047,2.476731079101562,864.221923828125,863.4170532226562,618.7461547851562,621.1942138671875,False,1289.252685546875,880.7681884765625,889.7875366210938,0
26,1.04,27.59799617342651,2,0.8311927318572998,0,0.0,IDLE,,,,,,8.46824369430542,2.091150109863281,895.3754272460938,891.6597290039062,658.78076171875,657.431884765625,False,2035.8309326171875,892.3134765625,846.8243408203125,0
26,1.04,27.59799617342651,3,0.8431267738342285,0,0.0,IDLE,,,,,,8.499425554275513,1.3074099609374998,873.5076293945312,869.080322265625,628.9883422851562,630.5007934570312,False,489.2173767089844,892.9463500976562,849.9425659179688,0
27,1.08,28.032638831064105,1,0.8657910823822021,0,0.0,IDLE,,,,,,8.848458194732666,2.4090440185546873,864.2128295898438,862.919677734375,619.2883911132812,622.6143798828125,False,1288.8458251953125,880.0025024414062,884.8458251953125,0
27,1.08,28.032638831064105,2,0.8500128984451294,0,0.0,IDLE,,,,,,8.51916790008545,2.023463049316406,895.3713989257812,892.01708984375,658.7650146484375,657.1622314453125,False,2035.888671875,892.8016967773438,851.9168090820312,0
27,1.08,28.032638831064105,3,0.848258912563324,0,0.0,IDLE,,,,,,8.47971968650818,1.8268267089843748,873.4942016601562,869.9988403320312,629.264892578125,630.8095703125,False,492.7902526855469,892.1337890625,847.9719848632812,0
28,1.12,27.792088221758604,1,0.8892098665237427,0,0.0,IDLE,,,,,,8.829659986495972,2.3413569580078124,864.2037963867188,863.0241088867188,620.280517578125,623.4901733398438,False,1286.1007080078125,879.5899658203125,882.9660034179688,0
28,1.12,27.792088221758604,2,0.8653673529624939,0,0.0,IDLE,,,,,,8.512146091461181,2.1195641967773438,895.3673706054688,892.3585205078125,658.7492065429688,656.9622192382812,False,2036.396728515625,892.7645263671875,851.214599609375,0
28,1.12,27.792088221758604,3,0.8388545513153076,0,0.0,IDLE,,,,,,8.432032155990601,2.0358602783203126,873.4808349609375,870.631591796875,630.1431884765625,630.7691040039062,False,497.3438415527344,891.6923217773438,843.2031860351562,0
29,1.16,27.7597950771451,1,0.878046989440918,0,0.0,IDLE,,,,,,8.906747102737427,2.116170794677734,864.1947021484375,862.5596313476562,621.0914916992188,621.080078125,False,1284.3665771484375,881.177001953125,890.6746826171875,0
29,1.16,27.7597950771451,2,0.8796024918556213,0,0.0,IDLE,,,,,,8.489103984832763,2.1275273803710935,895.3633422851562,891.4708862304688,658.7334594726562,657.2879638671875,False,2037.9964599609375,892.983154296875,848.910400390625,0
29,1.16,27.7597950771451,3,0.8397122621536255,0,0.0,IDLE,,,,,,8.48910312652588,2.0391179443359375,873.4674072265625,870.9068603515625,630.6378784179688,630.7293090820312,False,501.9439392089844,891.176513671875,848.9103393554688,0
30,1.2,27.648913906887174,1,0.8546696901321411,0,0.0,IDLE,,,,,,8.916898727416992,1.5990615600585936,864.1856689453125,862.7361450195312,621.080078125,619.9098510742188,False,1282.360595703125,882.7308959960938,891.6898803710938,0
30,1.2,27.648913906887174,2,0.8579230308532715,0,0.0,IDLE,,,,,,8.518431043624878,2.1275273803710935,895.3593139648438,888.558837890625,658.7176513671875,657.409423828125,False,2039.4974365234375,892.8963012695312,851.8430786132812,0
30,1.2,27.648913906887174,3,0.8160882592201233,0,0.0,IDLE,,,,,,8.441313028335571,1.7865130920410155,873.4539794921875,870.9279174804688,630.7492065429688,631.451171875,False,506.57061767578125,889.5708618164062,844.1312866210938,0
31,1.24,27.995791053399444,1,0.8540793657302856,0,0.0,IDLE,,,,,,8.895070266723634,1.5846282897949218,864.1795043945312,862.9254150390625,620.977294921875,619.3639526367188,False,1279.391357421875,883.7625732421875,889.5070190429688,0
31,1.24,27.995791053399444,2,0.8225328922271729,0,0.0,IDLE,,,,,,8.490440797805785,2.1275273803710935,895.2835083007812,886.751708984375,658.710693359375,656.740966796875,True,2041.9154052734375,894.1461791992188,849.0440673828125,0
31,1.24,27.995791053399444,3,0.7942805290222168,0,0.0,IDLE,,,,,,8.482637929916383,1.7586871948242186,873.4405517578125,871.353759765625,630.7852783203125,632.2960205078125,False,511.6600341796875,889.0697631835938,848.2637939453125,0
32,1.28,27.828973019495606,1,0.8607689142227173,0,0.0,IDLE,,,,,,8.875691843032838,1.649917346191406,864.17333984375,863.1492919921875,620.87451171875,618.8485107421875,False,1276.26416015625,884.2018432617188,887.5692138671875,0
32,1.28,27.828973019495606,2,0.6732192039489746,0,0.0,IDLE,,,,,,8.458894157409668,2.1275273803710935,895.207763671875,883.586181640625,658.7037963867188,656.5134887695312,True,2045.5076904296875,894.2584228515625,845.889404296875,0
32,1.28,27.828973019495606,3,0.8017299175262451,0,0.0,IDLE,,,,,,8.482571411132813,1.665074542236328,873.4271240234375,870.9170532226562,631.0020751953125,633.1292724609375,False,516.1686401367188,888.0326538085938,848.2571411132812,0
33,1.32,27.936686063185334,1,0.8510823249816895,0,0.0,IDLE,,,,,,8.828757905960083,1.4936398681640624,864.1671752929688,862.5787353515625,620.7716674804688,618.227783203125,False,1275.0845947265625,885.011474609375,882.8757934570312,0
33,1.32,27.936686063185334,2,0.8463611602783203,0,0.0,IDLE,,,,,,8.422598505020142,2.1275273803710935,895.1319580078125,878.93017578125,658.6968383789062,654.7830200195312,True,2048.14306640625,894.8196411132812,842.2598266601562,0
33,1.32,27.936686063185334,3,0.8151059746742249,0,0.0,IDLE,,,,,,8.494007062911987,1.505765625,873.4137573242188,871.4720458984375,631.6201171875,633.7422485351562,False,521.439453125,887.1099853515625,849.4006958007812,0
34,1.36,28.546405024826527,1,0.8479399681091309,0,0.0,IDLE,,,,,,8.744950675964356,1.5476628295898436,864.1610107421875,861.075439453125,620.6688842773438,617.7850341796875,False,1274.0184326171875,884.4490966796875,874.4950561523438,0
34,1.36,28.546405024826527,2,0.839938759803772,0,0.0,IDLE,,,,,,8.280386066436767,2.1275273803710935,895.0562133789062,871.8245849609375,658.68994140625,655.8523559570312,True,2052.280029296875,891.2620239257812,828.0386352539062,0
34,1.36,28.546405024826527,3,0.8240851163864136,0,0.0,IDLE,,,,,,8.454648113250732,1.7865130920410155,873.4003295898438,870.2487182617188,632.3793334960938,633.7348022460938,False,524.288818359375,885.517578125,845.4647827148438,0
35,1.4,29.24326597712934,1,0.8502182960510254,0,0.0,IDLE,,,,,,8.755789804458619,1.5592003967285155,864.15478515625,860.6793212890625,620.5661010742188,618.9977416992188,False,1273.893310546875,884.0513305664062,875.5789794921875,0
35,1.4,29.24326597712934,2,0.7982642650604248,0,0.0,IDLE,,,,,,8.38861255645752,2.1275273803710935,894.98046875,867.48779296875,658.6829833984375,655.609375,True,2056.696044921875,889.33984375,838.8612670898438,0
35,1.4,29.24326597712934,3,0.804948091506958,0,0.0,IDLE,,,,,,8.419503450393677,1.8137055541992186,873.3869018554688,869.7482299804688,633.1292724609375,634.0072021484375,False,525.933837890625,885.2155151367188,841.9503173828125,0
36,1.44,28.841443127021194,1,0.8081720471382141,0,0.0,IDLE,,,,,,7.988833808898926,1.5990615600585936,864.1486206054688,858.3875732421875,620.4633178710938,619.035888671875,False,1275.1937255859375,869.6336669921875,798.8833618164062,0
36,1.44,28.841443127021194,2,0.7285768389701843,0,0.0,IDLE,,,,,,8.422651720046996,2.1275273803710935,894.9046630859375,865.52978515625,658.6760864257812,655.191650390625,True,2059.795654296875,889.4274291992188,842.2651977539062,0
36,1.44,28.841443127021194,3,0.8020341396331787,0,0.0,IDLE,,,,,,8.416766738891601,1.9717476013183592,873.3523559570312,868.7525634765625,633.1063232421875,632.9000244140625,False,525.1799926757812,884.9087524414062,841.6766967773438,0
37,1.48,28.919297037646174,1,0.8031297922134399,0,0.0,IDLE,,,,,,7.14211449623108,1.5990615600585936,864.1486206054688,854.5839233398438,620.4633178710938,618.7653198242188,True,1276.823974609375,843.6205444335938,714.21142578125,0
37,1.48,28.919297037646174,2,0.6480995416641235,0,0.0,IDLE,,,,,,8.411810874938965,2.1210120483398436,894.9046630859375,865.7005004882812,658.6760864257812,652.6812744140625,True,2060.607421875,889.673095703125,841.1810913085938,0
37,1.48,28.919297037646174,3,0.7956799864768982,0,0.0,IDLE,,,,,,8.409115362167359,2.0088035522460936,873.3178100585938,868.1016235351562,633.0834350585938,632.3971557617188,False,523.2919921875,885.010498046875,840.9115600585938,0
38,1.52,28.31362490542233,1,0.8845144510269165,0,0.0,IDLE,,,,,,7.140907716751099,1.5990615600585936,864.1486206054688,848.7763671875,620.4633178710938,617.1307373046875,True,1282.066650390625,824.4524536132812,714.0907592773438,0
38,1.52,28.31362490542233,2,0.818564236164093,0,0.0,IDLE,,,,,,8.440151739120484,2.4822962585449218,894.9046630859375,867.1531982421875,658.6760864257812,652.4111328125,True,2059.57861328125,888.3355712890625,844.0151977539062,0
38,1.52,28.31362490542233,3,0.7909784913063049,0,0.0,IDLE,,,,,,8.48480257987976,2.047307354736328,873.2833251953125,867.9578857421875,633.0604858398438,630.865234375,False,518.8165893554688,885.0730590820312,848.4802856445312,0
39,1.56,28.070762986317277,1,0.6355161666870117,0,0.0,IDLE,,,,,,8.245332384109497,1.5990615600585936,864.1486206054688,850.9434814453125,620.4633178710938,617.400634765625,True,1287.054443359375,830.7501220703125,824.5332641601562,0
39,1.56,28.070762986317277,2,0.7750387787818909,0,0.0,IDLE,,,,,,8.253664827346801,2.359998046875,894.9046630859375,870.0098266601562,658.6760864257812,656.6493530273438,True,2061.43115234375,883.5001220703125,825.366455078125,0
39,1.56,28.070762986317277,3,0.77789306640625,0,0.0,IDLE,,,,,,8.423090314865112,2.3456100219726563,873.248779296875,868.3126831054688,633.03759765625,631.820068359375,False,517.9677124023438,886.3184814453125,842.3090209960938,0
40,1.6,28.194426093250513,1,0.816157877445221,0,0.0,IDLE,,,,,,8.142245435714722,1.5990615600585936,864.1486206054688,854.936767578125,621.125732421875,621.3412475585938,True,1293.5587158203125,835.098876953125,814.2245483398438,0
40,1.6,28.194426093250513,3,0.7776403427124023,0,0.0,IDLE,,,,,,8.483041763305664,2.463881396484375,873.2142333984375,868.9388427734375,633.0146484375,631.3228759765625,False,517.9083862304688,887.3271484375,848.30419921875,0
41,1.64,27.919191867113113,1,0.8150074481964111,0,0.0,IDLE,,,15.37225341796875,4.122314453125,,8.670441913604737,1.8997622314453124,864.1486206054688,859.7075805664062,621.2530517578125,623.3504638671875,False,1298.0286865234375,848.8553466796875,867.044189453125,0
41,1.64,27.919191867113113,2,0.5204362273216248,0,0.0,IDLE,,,,,,8.376347780227661,2.5397126220703123,894.9046630859375,871.1365966796875,658.78076171875,659.2530517578125,True,2062.037841796875,881.7417602539062,837.634765625,0
41,1.64,27.919191867113113,3,0.8011811375617981,0,0.0,IDLE,,,,,,8.454045581817628,2.522971838378906,873.1796875,869.21533203125,632.99169921875,630.6187744140625,False,520.1651000976562,887.8168334960938,845.404541015625,0
42,1.68,27.817397844046354,1,0.8042033910751343,0,0.0,IDLE,,,,,,8.721378564834595,2.0029216552734375,864.1486206054688,859.568115234375,621.8505249023438,623.90673828125,False,1300.5477294921875,861.230224609375,872.1378784179688,0
42,1.68,27.817397844046354,2,0.8323967456817627,0,0.0,IDLE,,,,,,8.298168897628784,2.4597188232421874,894.9046630859375,872.65478515625,658.9304809570312,660.7945556640625,True,2063.32080078125,879.77001953125,829.81689453125,0
42,1.68,27.817397844046354,3,0.7794056534767151,0,0.0,IDLE,,,,,,8.447941303253174,2.507859887695312,873.1796875,867.7609252929688,632.99169921875,629.464599609375,False,520.8724975585938,888.0712280273438,844.7941284179688,0
