frame_idx,timestamp,conf,person_h,kpt0_x,kpt0_y,kpt1_x,kpt1_y,kpt2_x,kpt2_y,kpt3_x,kpt3_y,kpt4_x,kpt4_y,kpt5_x,kpt5_y,kpt6_x,kpt6_y,kpt7_x,kpt7_y,kpt8_x,kpt8_y,kpt9_x,kpt9_y,kpt10_x,kpt10_y,kpt11_x,kpt11_y,kpt12_x,kpt12_y,kpt13_x,kpt13_y,kpt14_x,kpt14_y,kpt15_x,kpt15_y,kpt16_x,kpt16_y
12,0.4,0.7973129749298096,286.0015943646431,147.5706024169922,144.26495361328125,151.517333984375,136.64920043945312,142.10597229003906,136.05233764648438,164.91773986816406,127.98827362060547,137.25865173339844,128.86708068847656,176.00010681152344,153.88287353515625,127.99395751953125,155.12271118164062,197.53878784179688,181.74960327148438,100.45654296875,178.10763549804688,204.35296630859375,183.63624572753906,83.545654296875,179.66783142089844,163.29212951660156,239.4166259765625,134.6635284423828,235.60667419433594,157.63812255859375,285.1457824707031,126.68254852294922,295.0528564453125,141.63705444335938,342.64202880859375,126.42447662353516,345.9058532714844
13,0.43333333333333335,0.8310253620147705,291.0839654803276,146.70303344726562,144.51206970214844,150.45074462890625,137.5438995361328,141.40850830078125,136.3369598388672,164.20556640625,129.0162811279297,136.27227783203125,129.17523193359375,175.1983642578125,153.3560791015625,127.27628326416016,153.01318359375,198.2612762451172,178.54698181152344,96.375244140625,171.9946746826172,204.91201782226562,180.8966522216797,77.89834594726562,164.99566650390625,162.83285522460938,239.68594360351562,133.94677734375,234.4193115234375,157.34571838378906,283.4854431152344,127.6624526977539,290.8789978027344,141.41807556152344,344.45556640625,127.73579406738281,346.50274658203125
14,0.4666666666666667,0.8618738651275635,288.4588661789894,144.9577178955078,145.3453369140625,148.37338256835938,138.89871215820312,139.8438720703125,137.47915649414062,162.29347229003906,129.94703674316406,135.4798583984375,129.96055603027344,174.2457275390625,152.72488403320312,126.3880615234375,151.88421630859375,198.4073486328125,176.92967224121094,93.53819274902344,165.26902770996094,204.5755615234375,178.1640167236328,74.45301818847656,153.9751434326172,163.60427856445312,237.73471069335938,134.9820098876953,232.84571838378906,157.5626220703125,283.5091247558594,129.26324462890625,288.22515869140625,141.79966735839844,345.0986022949219,128.42019653320312,346.7974853515625
15,0.5,0.8261021375656128,290.253629386425,142.4818115234375,146.00021362304688,145.95619201660156,140.01026916503906,137.9248046875,137.88821411132812,160.38385009765625,132.15330505371094,133.78636169433594,130.5664520263672,173.1145477294922,151.93751525878906,124.54344940185547,150.42288208007812,197.8753204345703,175.63780212402344,91.4470443725586,158.7828826904297,203.9689178466797,178.55718994140625,70.21849060058594,139.35992431640625,162.16195678710938,240.41746520996094,132.58815002441406,234.09677124023438,155.4397735595703,288.0930480957031,128.49339294433594,290.3500671386719,137.94264221191406,349.7403869628906,126.68860626220703,350.72076416015625
16,0.5333333333333333,0.852108359336853,293.1807976961136,140.54397583007812,147.68263244628906,143.75328063964844,141.8861846923828,136.01455688476562,139.72393798828125,158.14292907714844,133.10000610351562,132.1575469970703,131.750244140625,171.7797088623047,152.0501708984375,122.72541809082031,150.0424346923828,196.6225128173828,175.2647705078125,89.38369750976562,153.78656005859375,202.36123657226562,178.03091430664062,69.04811096191406,130.45816040039062,161.41586303710938,239.60247802734375,131.82382202148438,233.6468963623047,154.54591369628906,288.4147033691406,129.15528869628906,291.0193176269531,137.5461883544922,350.64910888671875,125.4224853515625,351.4139099121094
17,0.5666666666666667,0.821491003036499,292.28022545576096,139.46937561035156,148.13340759277344,142.61416625976562,142.30926513671875,134.83905029296875,140.34719848632812,156.77703857421875,133.55247497558594,130.924072265625,132.82382202148438,170.49490356445312,151.94972229003906,121.42937469482422,150.04551696777344,194.47396850585938,174.1096649169922,87.7117691040039,150.7297821044922,200.61277770996094,177.23680114746094,69.85305786132812,124.98173522949219,161.69784545898438,240.06295776367188,132.09556579589844,234.8744354248047,155.480712890625,288.3888854980469,129.9138641357422,291.8609619140625,137.78298950195312,348.9945373535156,124.56790161132812,350.8844909667969
18,0.6,0.8475812077522278,290.75532388687134,138.79393005371094,148.25811767578125,141.85260009765625,142.35928344726562,134.25997924804688,140.6257781982422,155.9364471435547,133.60252380371094,130.56944274902344,133.23074340820312,170.18104553222656,152.2566375732422,120.86148834228516,150.1719970703125,192.92225646972656,172.5554656982422,87.83714294433594,148.45169067382812,200.31748962402344,178.02903747558594,71.03549194335938,123.50398254394531,161.404052734375,240.50384521484375,131.636474609375,235.3297119140625,156.5308380126953,290.0717468261719,130.0015411376953,292.1642761230469,138.09950256347656,347.4570617675781,124.20726013183594,351.4121398925781
19,0.6333333333333333,0.8140195608139038,292.8985828757286,138.16505432128906,148.42953491210938,141.0224151611328,142.4927520751953,133.53477478027344,141.21142578125,155.06900024414062,133.66934204101562,129.8703155517578,134.43704223632812,169.58009338378906,152.9268798828125,120.74890899658203,149.94676208496094,192.03094482421875,170.66744995117188,90.32179260253906,144.9373779296875,199.7483367919922,178.6651153564453,74.01192474365234,124.06510162353516,161.15748596191406,243.0134735107422,131.41307067871094,237.5574493408203,157.72735595703125,293.1932373046875,128.95062255859375,294.906494140625,138.86810302734375,346.3511962890625,123.500244140625,351.5669250488281
20,0.6666666666666666,0.8358563184738159,291.7825704216957,137.6647186279297,148.44627380371094,140.5735626220703,142.12120056152344,132.7418670654297,141.34681701660156,154.64877319335938,133.16217041015625,128.75100708007812,135.04978942871094,169.8954620361328,153.61058044433594,120.98319244384766,150.1447296142578,192.9200439453125,171.7345733642578,94.88565826416016,143.17843627929688,200.46597290039062,180.20989990234375,76.71304321289062,130.7078399658203,161.07473754882812,244.5032958984375,130.91790771484375,238.96957397460938,157.72015380859375,294.8749084472656,127.48004913330078,299.3384704589844,140.45350646972656,346.0189208984375,122.2519760131836,350.71466064453125
21,0.7,0.7699243426322937,283.0576902627945,137.9053497314453,147.5792694091797,140.89854431152344,140.481201171875,132.5533447265625,140.73486328125,154.98056030273438,131.90994262695312,128.3125457763672,135.63404846191406,170.81134033203125,153.73587036132812,121.013916015625,150.27081298828125,194.1043243408203,172.41329956054688,99.0479965209961,142.19375610351562,199.9528350830078,181.1171417236328,79.3091812133789,137.6080780029297,161.3789520263672,244.18975830078125,130.51119995117188,238.43667602539062,156.59185791015625,294.3017578125,125.80819702148438,297.82733154296875,140.62986755371094,344.5631103515625,121.37993621826172,348.2882995605469
22,0.7333333333333333,0.8363684415817261,282.7924159169197,137.41893005371094,146.50413513183594,140.39076232910156,139.69053649902344,132.02671813964844,139.48348999023438,155.1464385986328,131.13119506835938,127.86288452148438,134.33560180664062,170.82569885253906,153.69723510742188,121.37800598144531,149.33450317382812,196.2672119140625,172.01516723632812,102.9146499633789,143.25071716308594,199.83665466308594,177.9605255126953,81.85281372070312,145.15220642089844,161.25869750976562,244.08531188964844,130.0736541748047,237.46029663085938,155.70364379882812,293.034912109375,124.88873291015625,297.83673095703125,142.15875244140625,346.676025390625,122.67604064941406,345.9427185058594
23,0.7666666666666667,0.8187269568443298,285.0400027036667,137.43809509277344,145.6392059326172,140.44412231445312,138.8685760498047,132.18670654296875,138.4707489013672,155.3265838623047,130.5860137939453,128.211669921875,133.46102905273438,171.42205810546875,153.18687438964844,121.64860534667969,148.8599853515625,199.20899963378906,174.45590209960938,103.21212005615234,145.32701110839844,198.74595642089844,176.27809143066406,81.55680847167969,148.9213409423828,161.5961456298828,243.9275665283203,130.17613220214844,237.32119750976562,155.38499450683594,291.6177062988281,124.81072235107422,298.4033508300781,142.02552795410156,347.6673583984375,123.11851501464844,346.0531311035156
24,0.8,0.829686164855957,280.7538760304451,137.3945770263672,143.65040588378906,140.33216857910156,136.9310760498047,132.37667846679688,136.25328063964844,154.9627685546875,129.08396911621094,128.60255432128906,131.48858642578125,170.72853088378906,152.0074005126953,122.03369903564453,148.90478515625,201.57369995117188,176.6243896484375,103.54627227783203,148.7176971435547,193.39138793945312,170.5941162109375,83.8316421508789,153.47544860839844,161.52301025390625,242.7346649169922,130.62831115722656,236.873291015625,155.16439819335938,288.0263671875,125.15853118896484,298.1419677734375,141.84390258789062,348.4192199707031,123.52294921875,346.20416259765625
25,0.8333333333333334,0.8343508243560791,284.37595295906067,137.24093627929688,140.81851196289062,140.2471160888672,133.98777770996094,132.29330444335938,133.19921875,154.8336181640625,127.53308868408203,128.80677795410156,129.63629150390625,168.78330993652344,150.73948669433594,122.7636489868164,149.03274536132812,200.051025390625,174.81365966796875,102.40959167480469,152.04147338867188,186.0585479736328,160.8946990966797,89.80545806884766,153.27618408203125,160.44578552246094,239.9616241455078,130.9766387939453,235.0325469970703,155.8341827392578,281.68035888671875,124.80809020996094,294.01422119140625,141.6240997314453,349.0216064453125,123.04029083251953,345.3837890625
26,0.8666666666666667,0.718122661113739,286.3442265987396,138.05970764160156,139.01971435546875,140.84214782714844,131.8178253173828,132.9196014404297,131.39610290527344,154.46685791015625,124.50890350341797,129.20892333984375,127.57164001464844,166.26678466796875,149.2001190185547,122.81938934326172,148.97906494140625,196.40374755859375,170.12796020507812,97.11951446533203,154.2552032470703,177.77227783203125,151.86903381347656,96.17174530029297,149.5938720703125,158.64990234375,238.0296173095703,130.88198852539062,234.75877380371094,155.58795166015625,276.20159912109375,125.15857696533203,291.62139892578125,142.0460205078125,347.2770690917969,123.0912094116211,345.01544189453125
27,0.9,0.8502150774002075,283.82863837480545,138.53709411621094,136.93116760253906,141.43276977539062,129.43856811523438,133.2579803466797,129.15171813964844,154.2506103515625,122.83210754394531,129.26463317871094,126.00450134277344,162.9063262939453,148.80508422851562,123.4035415649414,149.53292846679688,192.1732177734375,163.1265411376953,93.03895568847656,154.68629455566406,171.4674072265625,142.1345672607422,103.22039031982422,142.224609375,156.5421142578125,236.69131469726562,130.91744995117188,234.569091796875,155.6310272216797,274.5506591796875,126.1747817993164,290.1773681640625,142.25694274902344,347.1151428222656,123.27415466308594,346.0149230957031
28,0.9333333333333333,0.8641213178634644,288.3120968937874,139.05276489257812,135.37818908691406,141.89163208007812,127.42527770996094,133.64553833007812,127.85867309570312,153.581298828125,120.87849426269531,129.33103942871094,124.88140106201172,161.0715789794922,147.87985229492188,124.01277923583984,149.41253662109375,189.04869079589844,157.52801513671875,94.7139892578125,153.9755096435547,164.96710205078125,134.2316436767578,108.16552734375,137.64439392089844,155.82376098632812,233.22979736328125,131.37570190429688,231.23397827148438,155.5227813720703,274.1746826171875,126.92181396484375,285.91168212890625,141.7408447265625,346.17852783203125,122.970458984375,347.72607421875
29,0.9666666666666667,0.8230147957801819,284.53250485658646,139.5853729248047,134.51153564453125,142.3417205810547,126.85961151123047,134.12632751464844,127.00762176513672,153.5372314453125,120.7311782836914,129.3373260498047,124.66594696044922,159.71878051757812,148.0564422607422,125.01266479492188,149.62451171875,189.12835693359375,154.2420654296875,95.24019622802734,154.51181030273438,160.29298400878906,126.7872543334961,112.58551788330078,132.6401824951172,154.7368927001953,236.27542114257812,131.0960235595703,234.2188720703125,154.64590454101562,277.4942321777344,126.31897735595703,289.8258361816406,141.70518493652344,349.0806579589844,123.37613677978516,348.1624450683594
30,1.0,0.8880345225334167,284.90178793668747,139.486083984375,133.9899139404297,142.48252868652344,125.95684814453125,133.96812438964844,126.44808197021484,153.71353149414062,120.5424575805664,129.41024780273438,124.82447052001953,160.74281311035156,147.63031005859375,124.66058349609375,149.69517517089844,189.83187866210938,155.00445556640625,94.72273254394531,154.92518615722656,160.1619873046875,125.11708068847656,113.471435546875,131.32049560546875,154.30348205566406,236.08116149902344,129.99520874023438,234.0462188720703,154.1505584716797,278.6060485839844,125.87350463867188,289.6484375,141.0431671142578,348.3268737792969,123.03761291503906,348.32958984375
31,1.0333333333333334,0.8551955819129944,290.9964938759804,139.48086547851562,133.0283660888672,142.86599731445312,124.56343841552734,134.05906677246094,125.30209350585938,153.9148712158203,120.35948181152344,129.64207458496094,124.44953155517578,162.1462860107422,147.4948272705078,123.58372497558594,150.14511108398438,190.4139862060547,157.48648071289062,94.6038818359375,156.8368377685547,161.45999145507812,126.55525207519531,113.76500701904297,132.35250854492188,153.08685302734375,235.93389892578125,127.63428497314453,233.64056396484375,152.61790466308594,280.9476623535156,125.0110855102539,289.09844970703125,140.40017700195312,347.0289001464844,122.8095474243164,347.78192138671875
32,1.0666666666666667,0.8535798788070679,289.53266590833664,139.87429809570312,132.19723510742188,143.4420166015625,123.78605651855469,134.496337890625,124.49510955810547,154.75784301757812,120.56205749511719,130.1278839111328,124.42438507080078,163.8158416748047,147.10943603515625,123.59972381591797,149.66380310058594,191.51675415039062,162.80860900878906,94.49915313720703,161.2126922607422,166.3002166748047,131.60926818847656,112.46131134033203,137.05352783203125,152.78485107421875,235.66537475585938,126.55199432373047,232.43072509765625,152.73272705078125,283.0770568847656,124.61316680908203,287.95916748046875,139.87648010253906,347.39373779296875,122.40796661376953,346.9981994628906
33,1.1,0.8455836772918701,290.9585192799568,140.31991577148438,132.02096557617188,144.01809692382812,123.4989013671875,134.8543701171875,124.19634246826172,155.78067016601562,120.75785827636719,130.50177001953125,124.3846664428711,165.10902404785156,148.14402770996094,122.62303161621094,149.40208435058594,191.90830993652344,169.04104614257812,95.33928680419922,165.47105407714844,171.59323120117188,140.7553253173828,109.39655303955078,146.4262237548828,152.4333953857422,235.22743225097656,125.15846252441406,231.35781860351562,152.88674926757812,281.83660888671875,123.66224670410156,286.8946533203125,139.5326385498047,347.1396179199219,121.9309310913086,346.7008972167969
34,1.1333333333333333,0.8274756073951721,291.6021609902382,140.810302734375,132.00885009765625,144.43215942382812,123.43657684326172,135.28671264648438,124.1741943359375,155.82907104492188,120.9096908569336,130.5149383544922,124.50716400146484,165.39474487304688,149.71401977539062,121.5636978149414,150.71131896972656,189.81727600097656,174.45578002929688,97.23715209960938,168.14950561523438,175.52517700195312,153.58743286132812,106.18547821044922,156.0419464111328,152.86354064941406,234.74948120117188,124.9356460571289,230.7527313232422,153.25009155273438,281.1126403808594,123.64971923828125,285.5525817871094,139.94775390625,345.3079833984375,121.9727554321289,345.08172607421875
35,1.1666666666666667,0.8232974410057068,291.58930814266205,140.74755859375,132.03663635253906,144.49908447265625,123.32886505126953,135.22361755371094,123.98126220703125,155.90660095214844,120.45507049560547,130.158935546875,123.59449005126953,166.00096130371094,150.99916076660156,121.01914978027344,151.89596557617188,187.62567138671875,178.0946807861328,99.14170837402344,171.9827423095703,179.6351776123047,166.08082580566406,105.383544921875,166.71983337402344,153.3280487060547,234.87867736816406,124.99851989746094,230.65858459472656,153.07447814941406,281.2731628417969,123.33356475830078,285.6888427734375,140.865234375,344.7937316894531,121.44198608398438,345.36358642578125
36,1.2,0.8009541034698486,292.0620400905609,140.9150390625,132.28147888183594,144.9087677001953,123.5473403930664,135.4276580810547,124.03059387207031,155.95611572265625,120.05418395996094,129.59385681152344,122.13221740722656,166.8126678466797,152.7435760498047,120.08372497558594,153.8032684326172,184.58523559570312,184.46145629882812,103.08789825439453,178.65768432617188,187.69888305664062,186.69073486328125,101.37749481201172,186.4357147216797,154.1349334716797,235.67637634277344,125.24505615234375,231.197998046875,151.9161834716797,282.2099914550781,122.83262634277344,286.837646484375,141.77899169921875,343.7351379394531,120.98146057128906,345.89398193359375
37,1.2333333333333334,0.8097449541091919,290.9639072418213,140.93650817871094,132.53125,145.04539489746094,123.8751220703125,135.47479248046875,124.24727630615234,155.93438720703125,119.74172973632812,129.13233947753906,121.14688873291016,166.41192626953125,153.62794494628906,119.14693450927734,155.4581756591797,183.0531768798828,188.74598693847656,104.9699478149414,185.21495056152344,194.29238891601562,200.1126251220703,97.58699035644531,203.03173828125,154.67752075195312,238.44064331054688,125.71401977539062,234.1446990966797,151.69631958007812,284.5050354003906,123.35356140136719,289.6000671386719,142.52764892578125,343.6560363769531,120.7663803100586,347.0963439941406
38,1.2666666666666666,0.7931593060493469,293.1398431658745,140.93594360351562,132.97796630859375,145.16342163085938,124.22419738769531,135.42333984375,124.75822448730469,155.85791015625,119.31104278564453,128.6315155029297,120.6687240600586,166.0928192138672,154.44117736816406,118.37911987304688,157.36569213867188,182.42803955078125,194.3931121826172,105.15185546875,192.27182006835938,197.75994873046875,210.07044982910156,92.4588623046875,215.7401123046875,155.55787658691406,240.87295532226562,126.6232681274414,236.85800170898438,152.0733184814453,287.26824951171875,124.15616607666016,292.30731201171875,143.67953491210938,343.3096923828125,120.82966613769531,348.19854736328125
39,1.3,0.8112497925758362,290.30692505836487,141.0316619873047,133.89743041992188,145.36817932128906,125.22756958007812,135.61819458007812,125.5502700805664,155.70687866210938,120.41413116455078,128.56239318847656,121.11454010009766,165.66603088378906,154.7110137939453,117.97640228271484,158.2364044189453,181.3555145263672,195.70384216308594,106.06886291503906,194.70130920410156,197.97088623046875,213.6736602783203,91.9095458984375,218.28395080566406,155.4699249267578,241.130126953125,126.64714813232422,237.6493682861328,151.1635284423828,288.4710998535156,124.384521484375,295.8145446777344,143.73577880859375,343.7384338378906,121.3578872680664,347.7943420410156
40,1.3333333333333333,0.7982273101806641,291.92764204740524,141.80332946777344,135.40684509277344,146.12286376953125,126.74553680419922,136.46780395507812,126.99436950683594,155.62303161621094,121.50973510742188,128.59762573242188,121.57379913330078,165.05438232421875,154.1109619140625,117.89226531982422,158.0648193359375,179.51100158691406,195.3787078857422,107.88137817382812,195.7620086669922,197.92100524902344,214.45384216308594,90.26847076416016,219.0808868408203,155.55343627929688,240.0373077392578,127.06483459472656,236.8274383544922,150.41897583007812,288.0136413574219,124.74459838867188,296.48291015625,143.9253387451172,345.2216491699219,121.94169616699219,347.14434814453125
41,1.3666666666666667,0.7961528301239014,290.6636683344841,142.3594207763672,136.1569366455078,146.67623901367188,127.67372131347656,137.16371154785156,127.68548583984375,155.54452514648438,122.39681243896484,128.8632049560547,121.64533996582031,164.6509246826172,152.82579040527344,118.30802154541016,156.8954620361328,178.22267150878906,192.51614379882812,108.56642150878906,192.31988525390625,197.74273681640625,209.5336151123047,89.13774108886719,211.81871032714844,154.8246307373047,238.7543182373047,126.85340881347656,235.44769287109375,148.6016845703125,288.6576843261719,125.51295471191406,295.9886169433594,143.41983032226562,345.78570556640625,122.46690368652344,345.40289306640625
42,1.4,0.803956151008606,291.5730539560318,142.74737548828125,136.28207397460938,147.01846313476562,127.99737548828125,137.57948303222656,127.81510162353516,155.8417205810547,122.71793365478516,129.4087371826172,121.47908782958984,164.02883911132812,150.71322631835938,119.05035400390625,153.96090698242188,177.2443084716797,186.28028869628906,109.37406158447266,185.8194580078125,196.7725372314453,197.4712371826172,88.04375457763672,200.9901580810547,153.24102783203125,237.5015869140625,126.09821319580078,233.785400390625,146.63494873046875,286.921875,125.58641052246094,293.0277404785156,140.40411376953125,347.31793212890625,122.6969223022461,344.2620544433594
43,1.4333333333333333,0.8339263200759888,290.1952106356621,143.54112243652344,136.1890411376953,147.63864135742188,128.18247985839844,138.42477416992188,127.63078308105469,156.19744873046875,122.7153091430664,130.03399658203125,120.85311889648438,163.6641845703125,148.09629821777344,119.7267074584961,150.4049530029297,178.23361206054688,177.76138305664062,109.68424987792969,177.1837921142578,198.2677764892578,183.6355438232422,85.79650115966797,186.5076141357422,152.9874267578125,235.4231414794922,126.15841674804688,231.2809600830078,147.14773559570312,283.53179931640625,124.70448303222656,288.5196533203125,140.2426300048828,347.7794494628906,123.09794616699219,342.83343505859375
44,1.4666666666666666,0.8172107934951782,287.5794544816017,144.05258178710938,134.9241180419922,147.88247680664062,127.54208374023438,139.07003784179688,126.34220886230469,156.2139129638672,122.57244873046875,130.64425659179688,119.85284423828125,163.44273376464844,145.8939971923828,119.87763214111328,146.43011474609375,179.20651245117188,172.18016052246094,107.48750305175781,170.0603485107422,199.33248901367188,172.9596710205078,82.52252960205078,174.0904083251953,153.3202362060547,232.3390350341797,126.38580322265625,227.4673614501953,149.51165771484375,279.8717041015625,123.42374420166016,283.1176452636719,141.1857452392578,347.22503662109375,123.35179901123047,342.20745849609375
