frame_idx,timestamp,best_conf,infer_ms,jump_count,single_count,double_count,jump_type,spm,state,cycle_ok,dt,expected_dt,amp,min_air_y,ground_y,lift_th,ankle_distance,hip_y,is_airborne
72,2.88,0.9259419441223145,65.539599978365,2,0,2,double,93.75000209547584,JUMPING,False,,0.6399999999999999,,,297.34772338867185,2.4787278413772578,12.549528121948242,196.98809814453125,True
73,2.92,0.9349937438964844,52.73809999926016,2,0,2,double,93.75000209547584,JUMPING,False,,0.6399999999999999,,,296.76976318359374,2.509842314147949,11.503746032714844,196.414794921875,True
74,2.96,0.9299018979072571,44.09550002310425,2,0,2,double,93.75000209547584,JUMPING,False,,0.6399999999999999,,,296.13401489257814,2.5011431240081783,11.478157997131348,196.45013427734375,True
75,3.0,0.9326435923576355,62.95319995842874,2,0,2,double,93.75000209547584,JUMPING,False,,0.6399999999999999,,,295.93748779296874,2.5434974140167235,11.07107162475586,198.3990478515625,True
76,3.04,0.9102959632873535,61.829399957787246,2,0,2,double,93.75000209547584,JUMPING,False,,0.6399999999999999,,,295.93748779296874,2.554689958572387,10.973398208618164,201.87173461914062,True
77,3.08,0.9051497578620911,47.11630003293976,2,0,2,double,93.75000209547584,JUMPING,False,,0.6399999999999999,,,295.93748779296874,2.3956544895172116,14.45358943939209,209.24554443359375,True
78,3.12,0.9119317531585693,41.81680001784116,3,0,3,double,65.217394346551,JUMPING,True,1.2000000000000002,0.7632,22.47636718749999,273.46112060546875,295.93748779296874,2.341841504669189,15.283485412597656,216.33531188964844,False
79,3.16,0.8992429375648499,50.67640001652762,3,0,3,double,65.217394346551,JUMPING,False,,0.7632,,,295.93748779296874,2.309951658248901,14.041190147399902,220.37095642089844,False
80,3.2,0.9058177471160889,62.27809999836609,3,0,3,double,65.217394346551,JUMPING,False,,0.7632,,,295.93748779296874,2.318781280326843,12.963823318481445,222.451416015625,False
81,3.24,0.9184683561325073,58.605600032024086,3,0,3,double,65.217394346551,JUMPING,False,,0.7632,,,295.93748779296874,2.4470603290557857,14.320676803588867,220.11163330078125,True
82,3.28,0.9293842315673828,41.92089999560267,3,0,3,double,65.217394346551,JUMPING,False,,0.7632,3.1571838378906136,292.7803039550781,295.93748779296874,2.5427459308624263,15.69719409942627,215.88729858398438,False
83,3.32,0.9231080412864685,45.33570003695786,3,0,3,double,65.217394346551,JUMPING,False,,0.7632,,,295.93748779296874,2.5461025962829584,16.2423038482666,209.66390991210938,True
84,3.36,0.9282834529876709,64.01630002073944,3,0,3,double,65.217394346551,JUMPING,False,,0.7632,,,295.93748779296874,2.5140525310516355,16.02934455871582,203.416259765625,True
85,3.4,0.9256424307823181,55.605400004424155,3,0,3,double,65.217394346551,JUMPING,False,,0.7632,,,294.7605346679687,2.4895516590118403,14.619121551513672,198.82174682617188,True
86,3.44,0.930091917514801,40.24309996748343,3,0,3,double,65.217394346551,JUMPING,False,,0.7632,,,294.1565185546875,2.492291847991943,13.761773109436035,196.18882751464844,True
87,3.48,0.9250961542129517,44.38249999657273,3,0,3,double,65.217394346551,JUMPING,False,,0.7632,,,294.0550109863281,2.4626743434906,12.093620300292969,194.27142333984375,True
88,3.52,0.9293693900108337,40.74000002583489,3,0,3,double,65.217394346551,JUMPING,False,,0.7632,,,293.903759765625,2.466518781661987,9.760636329650879,194.16860961914062,True
89,3.56,0.9277822971343994,43.365899997297674,3,0,3,double,65.217394346551,JUMPING,False,,0.7632,,,293.7892578125,2.4962489273071284,9.980220794677734,195.64207458496094,True
90,3.6,0.9282020330429077,57.05540004419163,3,0,3,double,65.217394346551,JUMPING,False,,0.7632,,,293.68975830078125,2.5039001888275143,11.374588012695312,197.06790161132812,True
91,3.64,0.9121986627578735,41.44050000468269,3,0,3,double,65.217394346551,JUMPING,False,,0.7632,,,293.68975830078125,2.436341324615478,16.9113712310791,203.14373779296875,True
92,3.68,0.6435078382492065,50.83199997898191,3,0,3,double,65.217394346551,JUMPING,False,,0.7632,,,293.68975830078125,2.4183730289459224,19.51615333557129,207.27102661132812,True
93,3.72,0.9128586649894714,58.43640002422035,4,0,4,double,73.7704918753617,JUMPING,True,0.6000000000000001,0.727296,20.5771484375,273.11260986328125,293.68975830078125,2.3516044826507563,19.521242141723633,211.697265625,False
94,3.76,0.9133691787719727,53.793200000654906,4,0,4,double,73.7704918753617,JUMPING,False,,0.727296,,,293.68975830078125,2.2939473646163937,18.165363311767578,216.07948303222656,False
95,3.8,0.9156469106674194,39.535999996587634,4,0,4,double,73.7704918753617,JUMPING,False,,0.727296,,,293.68975830078125,2.3491617557525633,15.511160850524902,217.8546905517578,False
96,3.84,0.9106703996658325,45.98779999651015,4,0,4,double,73.7704918753617,JUMPING,False,,0.727296,,,293.68975830078125,2.4404442884445188,15.480278015136719,216.18658447265625,True
97,3.88,0.9222836494445801,73.9668000023812,4,0,4,double,73.7704918753617,JUMPING,False,,0.727296,,,293.68975830078125,2.4938596744537347,15.872459411621094,211.384521484375,True
98,3.92,0.9292290806770325,57.16349999420345,4,0,4,double,73.7704918753617,JUMPING,False,,0.727296,,,293.68975830078125,2.545816520309448,16.2608642578125,205.21786499023438,True
99,3.96,0.9312140345573425,84.67160002328455,4,0,4,double,73.7704918753617,JUMPING,False,,0.727296,,,293.68975830078125,2.5268197134017942,15.680012702941895,199.4913330078125,True
100,4.0,0.9274208545684814,72.32179999118671,4,0,4,double,73.7704918753617,JUMPING,False,,0.727296,,,293.48802490234374,2.4829893974304196,15.52849006652832,194.68380737304688,True
101,4.04,0.9321836233139038,40.77759996289387,4,0,4,double,73.7704918753617,JUMPING,False,,0.727296,,,293.48802490234374,2.4961168687820434,15.619277000427246,191.5991973876953,True
102,4.08,0.9397256374359131,76.4010000275448,4,0,4,double,73.7704918753617,JUMPING,False,,0.727296,,,293.48802490234374,2.493616703033447,15.440834045410156,189.66619873046875,True
103,4.12,0.9367466568946838,69.0910000121221,4,0,4,double,73.7704918753617,JUMPING,False,,0.727296,,,293.48802490234374,2.5079610647201536,14.547748565673828,189.64614868164062,True
104,4.16,0.9299063682556152,63.35970002692193,4,0,4,double,73.7704918753617,JUMPING,False,,0.727296,,,293.10590209960935,2.5591878780364987,14.77362060546875,190.833740234375,True
105,4.2,0.9237642288208008,57.660199992824346,4,0,4,double,73.7704918753617,JUMPING,False,,0.727296,,,293.10590209960935,2.584334505081176,16.08404541015625,194.0799560546875,True
106,4.24,0.9069650173187256,48.3712000423111,4,0,4,double,73.7704918753617,JUMPING,False,,0.727296,,,293.10590209960935,2.562674060440063,17.41522979736328,197.70755004882812,True
107,4.28,0.9168441891670227,51.48429999826476,4,0,4,double,73.7704918753617,JUMPING,False,,0.727296,,,293.10590209960935,2.5588399917602533,18.098758697509766,200.05865478515625,True
108,4.32,0.9309682250022888,58.230699971318245,5,0,5,double,78.94736322009366,JUMPING,True,0.6000000000000001,0.6992908800000001,26.45294189453125,267.23681640625,293.68975830078125,2.4051915752410884,19.62725257873535,208.3742218017578,False
109,4.36,0.9309569597244263,43.909600004553795,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,293.903759765625,2.4032695594787596,20.8742618560791,213.74188232421875,False
110,4.4,0.9156122803688049,101.23570001451299,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,294.08897094726564,2.3779816226959225,19.836149215698242,216.4617919921875,False
111,4.44,0.9281282424926758,47.56670002825558,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,294.35596923828126,2.482974656486511,19.083742141723633,215.8070068359375,False
112,4.48,0.9225406050682068,58.42840002151206,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,294.35596923828126,2.524484747886657,18.721633911132812,212.25604248046875,False
113,4.52,0.931020200252533,44.9697999865748,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,294.35596923828126,2.5834601129531856,18.910850524902344,206.97451782226562,True
114,4.56,0.932849109172821,57.23710003076121,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,294.35596923828126,2.5666640781402585,15.1293363571167,201.77288818359375,True
115,4.6,0.9279884099960327,66.27499999012798,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,294.23748168945315,2.488974627304077,13.883259773254395,197.58511352539062,True
116,4.64,0.9253184199333191,52.910400030668825,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,294.23748168945315,2.493367428588867,14.042675018310547,195.16493225097656,True
117,4.68,0.9313505291938782,64.69500000821427,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,293.9880737304687,2.525590115356445,11.313830375671387,193.6729278564453,True
118,4.72,0.929337739944458,42.08380001364276,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,293.9880737304687,2.5153570537567136,10.140552520751953,193.25436401367188,True
119,4.76,0.928754985332489,68.58419999480247,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,293.67587890625,2.598405498504638,9.904080390930176,194.6398162841797,True
120,4.8,0.920056939125061,98.88210002100095,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,293.67587890625,2.584433015251159,10.922531127929688,196.93524169921875,True
121,4.84,0.9188886284828186,79.80489998590201,5,0,5,double,0.0,JUMPING,False,0.5199999999999996,,20.953802490234352,272.7220764160156,293.67587890625,2.537871761512756,11.516250610351562,202.0214080810547,False
122,4.88,0.9212653040885925,43.62020001281053,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,294.69549560546875,2.4786370574951166,13.902432441711426,209.10150146484375,False
123,4.92,0.9144361615180969,44.121599989011884,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,295.4074768066406,2.4274339313507074,14.463597297668457,214.79730224609375,False
124,4.96,0.9173710346221924,61.49700004607439,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.2479553222656,2.4408683193206784,13.492777824401855,217.46163940429688,False
125,5.0,0.9170026779174805,61.669600021559745,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.2479553222656,2.4870095069885254,11.990211486816406,216.78509521484375,False
126,5.04,0.902014970779419,54.4266999932006,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.2479553222656,2.5397743598937983,12.201508522033691,214.13070678710938,True
127,5.08,0.9135708808898926,72.91170000098646,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.2479553222656,2.615422139167785,13.412145614624023,208.93365478515625,True
128,5.12,0.9144634008407593,43.92209998331964,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.2479553222656,2.6224151412963863,13.894922256469727,205.52310180664062,True
129,5.16,0.9319040775299072,57.140099990647286,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.2479553222656,2.5735393560409543,11.490370750427246,199.84603881835938,True
130,5.2,0.9291234612464905,70.91720000607893,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.2479553222656,2.53818711605072,8.272428512573242,195.63360595703125,True
131,5.24,0.9277001023292542,61.63810001453385,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.2479553222656,2.5184422824859616,7.034541130065918,193.4197235107422,True
132,5.28,0.9297153949737549,55.158200033474714,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.2479553222656,2.5580614665985104,6.520707130432129,192.341552734375,True
133,5.32,0.9293575286865234,71.71470002504066,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.2479553222656,2.5449418231964107,8.427530288696289,192.53018188476562,True
134,5.36,0.9288895726203918,68.25899996329099,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.2479553222656,2.5882232677459713,11.203925132751465,193.9994659423828,True
135,5.4,0.930077075958252,73.90730001498014,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.2479553222656,2.616639741134643,12.700974464416504,197.42947387695312,True
136,5.44,0.9274817705154419,52.7027000207454,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.2479553222656,2.5732457571029657,13.948301315307617,202.6133270263672,True
137,5.48,0.9190758466720581,47.391199972480536,5,0,5,double,0.0,JUMPING,False,1.1600000000000001,,23.942779541015625,272.30517578125,296.2479553222656,2.520064192962646,16.117334365844727,208.4947509765625,False
138,5.52,0.906905472278595,74.0976000088267,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.319140625,2.443875268554687,15.020181655883789,214.55722045898438,False
139,5.56,0.9163740873336792,79.19550000224262,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.6007568359375,2.461201672363281,13.85970401763916,217.64486694335938,False
140,5.6,0.9240538477897644,57.22529999911785,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.7230529785156,2.5385504549026487,13.892745018005371,217.61668395996094,False
141,5.64,0.9254327416419983,67.5335000269115,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.7230529785156,2.538918368530273,14.226634979248047,217.0634002685547,False
142,5.68,0.9172919392585754,54.4893000042066,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.7230529785156,2.6503572612762447,15.974910736083984,210.41458129882812,True
143,5.72,0.9148145318031311,48.03189996164292,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.7230529785156,2.634882523345947,16.5106201171875,205.8126220703125,True
144,5.76,0.9283068776130676,58.519399957731366,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.7230529785156,2.6389737960815425,16.197185516357422,201.0651397705078,True
145,5.8,0.9294294118881226,66.06279994593933,5,0,5,double,78.94736322009366,JUMPING,False,,0.6992908800000001,,,296.7230529785156,2.5391190486907957,13.912099838256836,197.05934143066406,True
146,5.84,0.9270233511924744,60.96969998907298,5,0,5,double,78.94736322009366,STOPPED,False,,0.6992908800000001,,,296.7230529785156,2.52404221458435,12.127423286437988,194.9777069091797,True
147,5.88,0.9257234334945679,48.89599996386096,5,0,5,double,78.94736322009366,STOPPED,False,,0.6992908800000001,,,296.7230529785156,2.5390144388198848,11.384970664978027,194.5679473876953,True
148,5.92,0.9304232597351074,46.017699991352856,5,0,5,double,78.94736322009366,STOPPED,False,,0.6992908800000001,,,296.7230529785156,2.59658524608612,11.419646263122559,195.8967742919922,True
149,5.96,0.9310287833213806,59.7766000428237,5,0,5,double,78.94736322009366,STOPPED,False,,0.6992908800000001,,,296.7230529785156,2.5936159116744992,11.300232887268066,197.53524780273438,True
150,6.0,0.9195041656494141,64.96150000020862,5,0,5,double,78.94736322009366,STOPPED,False,,0.6992908800000001,,,296.7230529785156,2.5337726608276365,13.447896003723145,203.46832275390625,True
151,6.04,0.9159536361694336,68.60220001544803,5,0,5,double,0.0,STOPPED,False,1.7199999999999998,,23.132476806640625,273.590576171875,296.7230529785156,2.4698819534301752,14.672286033630371,210.0560302734375,False
152,6.08,0.9045532941818237,64.34709997847676,5,0,5,double,0.0,STOPPED,False,,,,,296.7230529785156,2.4208951536178587,14.846452713012695,215.97274780273438,False
153,6.12,0.9106783866882324,90.17250000033528,5,0,5,double,0.0,STOPPED,False,,,,,296.7230529785156,2.4195606407165524,13.356912612915039,219.05307006835938,False
154,6.16,0.9064939022064209,70.68040000740439,5,0,5,double,0.0,STOPPED,False,,,,,296.7230529785156,2.41441798286438,13.490679740905762,220.51309204101562,False
