frame_idx,timestamp,best_conf,infer_ms,hip_y,head_y,head_move_px,head_drop_event,ankle_distance,is_airborne,jump_count,single_count,double_count,jump_type,freq_hz,spm,state
0,0.0,0.8347278833389282,43.38309999729972,161.81068420410156,96.88711547851562,0.0,False,3.66147780418396,False,0,0,0,unknown,0.0,0.0,IDLE
1,0.04,0.8393805623054504,36.22229999746196,161.56883239746094,96.7210693359375,0.20819570124149323,False,3.5369367599487305,False,0,0,0,unknown,0.0,0.0,IDLE
2,0.08,0.866725742816925,40.3504999994766,159.71182250976562,92.41883087158203,4.307258129119873,False,4.84292459487915,False,0,0,0,unknown,0.0,0.0,IDLE
3,0.12,0.8713669776916504,48.43629999959376,158.61065673828125,91.9461669921875,0.5316076874732971,False,5.0276994705200195,False,0,0,0,unknown,0.0,0.0,IDLE
4,0.16,0.872068464756012,41.65810000267811,159.59738159179688,92.02560424804688,0.1958983689546585,False,5.965310573577881,False,0,0,0,double,0.0,0.0,IDLE
5,0.2,0.8798105120658875,42.990899994038045,159.93038940429688,93.39502716064453,1.4762656688690186,False,6.61294412612915,False,0,0,0,double,0.0,0.0,IDLE
6,0.24,0.876506507396698,80.32269999966957,161.147216796875,95.94867706298828,2.5799126625061035,False,7.484743595123291,False,0,0,0,double,0.0,0.0,IDLE
7,0.28,0.8748908042907715,82.99539999279659,162.1641387939453,97.04048919677734,1.1159868240356445,False,7.609250545501709,False,0,0,0,double,0.0,0.0,IDLE
8,0.32,0.8812766671180725,82.52780001203064,165.0084228515625,99.99138641357422,2.9509048461914062,False,6.8307623863220215,False,0,0,0,double,0.0,0.0,IDLE
9,0.36,0.8651219606399536,92.77560000191443,165.5386505126953,102.6493148803711,2.658712387084961,False,7.635946273803711,False,0,0,0,double,0.0,0.0,IDLE
10,0.4,0.8544679284095764,67.79739999910817,165.52394104003906,103.86043548583984,1.2136569023132324,False,8.446367263793945,False,0,0,0,double,0.0,0.0,IDLE
11,0.44,0.8593425750732422,86.67119999881834,164.6241912841797,102.800537109375,1.063411831855774,False,8.021671295166016,False,0,0,0,double,0.0,0.0,IDLE
12,0.48,0.8468412160873413,109.69050000130665,164.5679473876953,100.2467041015625,2.5724704265594482,False,6.410711765289307,False,0,0,0,double,0.0,0.0,IDLE
13,0.52,0.8601996898651123,125.19099999917671,163.27340698242188,97.49242401123047,2.7552056312561035,False,5.190854072570801,False,0,0,0,double,0.0,0.0,IDLE
14,0.56,0.8628635406494141,109.89259999769274,161.9296112060547,95.0790786743164,2.4143693447113037,False,4.151845455169678,False,0,0,0,double,0.0,0.0,IDLE
15,0.6,0.8575744032859802,102.4673000065377,161.12759399414062,93.4392318725586,1.639958381652832,False,2.1854498386383057,True,0,0,0,double,0.0,0.0,IDLE
16,0.64,0.8617551326751709,80.45910000510048,160.00961303710938,93.05401611328125,0.38920801877975464,False,3.0729546546936035,True,0,0,0,double,0.0,0.0,IDLE
17,0.68,0.8724549412727356,69.27330000326037,159.86859130859375,93.7681884765625,0.7264348864555359,False,3.9247350692749023,True,0,0,0,double,0.0,0.0,IDLE
18,0.72,0.8640623092651367,68.71510000200942,160.96542358398438,96.0464859008789,2.278919219970703,False,3.349853515625,True,0,0,0,double,0.0,0.0,IDLE
19,0.76,0.882307231426239,63.35289998969529,162.7430419921875,99.21786499023438,3.1737253665924072,False,4.980075359344482,False,1,0,1,double,0.0,0.0,JUMPING
20,0.8,0.8758304715156555,56.629999991855584,164.89724731445312,102.30680084228516,3.1040990352630615,False,5.844826698303223,False,1,0,1,double,0.0,0.0,JUMPING
21,0.84,0.8797540068626404,72.79140000173356,165.99777221679688,104.01470947265625,1.719336748123169,False,6.594366073608398,False,1,0,1,double,0.0,0.0,JUMPING
22,0.88,0.8264821767807007,69.50810000125784,167.35458374023438,104.63439178466797,0.683142364025116,False,7.126035213470459,False,1,0,1,double,0.0,0.0,JUMPING
23,0.92,0.8419568538665771,75.35230000212323,165.98428344726562,103.17074584960938,1.4839646816253662,False,7.010757923126221,False,1,0,1,double,0.0,0.0,JUMPING
24,0.96,0.8596866130828857,60.26840000413358,165.78163146972656,99.4931640625,3.682638645172119,False,7.015082836151123,False,1,0,1,double,0.0,0.0,JUMPING
25,1.0,0.8556959629058838,60.81379999523051,164.10986328125,96.75910186767578,2.7343146800994873,False,5.970654010772705,False,1,0,1,double,0.0,0.0,JUMPING
26,1.04,0.8630378842353821,60.3869000042323,162.24508666992188,94.29803466796875,2.461240291595459,False,6.109124660491943,False,1,0,1,double,0.0,0.0,JUMPING
27,1.08,0.8513182401657104,75.52359999681357,162.36636352539062,92.92950439453125,1.3984153270721436,False,3.769303798675537,False,1,0,1,double,0.0,0.0,JUMPING
28,1.12,0.8573722839355469,69.80150000890717,161.75396728515625,92.64410400390625,0.33436065912246704,False,4.081971168518066,True,1,0,1,double,0.0,0.0,JUMPING
29,1.16,0.8426466584205627,73.63759999861941,162.96543884277344,94.2574234008789,1.6869944334030151,False,4.521627902984619,True,1,0,1,double,0.0,0.0,JUMPING
30,1.2,0.8696123361587524,64.72540000686422,164.3472137451172,96.76749420166016,2.526031732559204,False,4.804383754730225,True,1,0,1,double,0.0,0.0,JUMPING
31,1.24,0.866234302520752,62.9732000088552,165.28988647460938,99.62246704101562,2.8640706539154053,False,5.530839443206787,False,2,0,2,double,2.083333250549108,124.99999503294647,JUMPING
32,1.28,0.8664005398750305,123.31779999658465,165.8159942626953,101.1325454711914,1.5124180316925049,False,6.4107890129089355,False,2,0,2,double,2.083333250549108,124.99999503294647,JUMPING
