frame_idx,timestamp,best_conf,infer_ms,jump_count,single_count,double_count,jump_type,spm,state,cycle_ok,dt,expected_dt,hip_amp,shoulder_amp,amp_ewma,lift_th,lift_noise_sigma,ground_y,hip_y,shoulder_ground_y,shoulder_y,ankle_distance,is_airborne
0,0.0,0.8853106498718262,16.894538886845112,0,0,0,unknown,0.0,IDLE,False,,,,,,,,,194.51763916015625,,92.96179962158203,29.318090438842773,False
1,0.03333333333333333,0.8703742027282715,11.996550019830465,0,0,0,unknown,0.0,IDLE,False,,,,,,,,,200.759521484375,,99.04133605957031,28.27606201171875,False
2,0.06666666666666667,0.88216233253479,11.983774602413177,0,0,0,unknown,0.0,IDLE,False,,,,,,,,,213.17416381835938,,107.12710571289062,30.823938369750977,False
3,0.1,0.8707602024078369,11.089703999459743,0,0,0,unknown,0.0,IDLE,False,,,,,,,,,220.786376953125,,114.40841674804688,30.678302764892578,False
4,0.13333333333333333,0.8718008399009705,11.963209602981806,0,0,0,single,0.0,IDLE,False,,,,,,,,,222.86968994140625,,116.57388305664062,31.945995330810547,False
5,0.16666666666666666,0.9055233001708984,11.089119128882885,0,0,0,single,0.0,IDLE,False,,,,,,,,,225.1565399169922,,118.11707305908203,32.39482498168945,False
6,0.2,0.8787668943405151,11.926562059670687,0,0,0,single,0.0,IDLE,False,,,,,,,,,221.66749572753906,,115.04251098632812,34.77652359008789,False
7,0.23333333333333334,0.886721670627594,12.581640854477882,0,0,0,unknown,0.0,IDLE,False,,,,,,,,,,,,0.0,False
8,0.26666666666666666,0.9130392074584961,11.961914133280516,0,0,0,single,0.0,IDLE,False,,,,,,,,,209.8828887939453,,105.71614074707031,33.72595977783203,False
9,0.3,0.902247428894043,11.005475651472807,0,0,0,single,0.0,IDLE,False,,,,,,,,,201.62393188476562,,98.54360961914062,33.84107971191406,False
10,0.3333333333333333,0.9072238206863403,12.265906669199467,0,0,0,single,0.0,IDLE,False,,,,,,27.383620171546937,15.49908130645752,223.09837341308594,196.4052734375,116.72820281982422,94.28521728515625,33.602020263671875,False
11,0.36666666666666664,0.9024189710617065,11.3538708537817,0,0,0,single,0.0,IDLE,False,,,,,,26.948043808937076,17.471858239746094,222.86968994140625,194.42047119140625,116.57388305664062,92.51471710205078,30.295207977294922,True
12,0.4,0.8704031109809875,14.540010131895542,0,0,0,single,0.0,IDLE,False,,,,,,27.061893441677096,15.97570725402832,222.7494659423828,195.43826293945312,116.42074584960938,93.92111206054688,30.777097702026367,True
13,0.43333333333333335,0.8794060349464417,12.20366870984435,1,1,0,single,0.0,JUMPING,True,,,28.208786010742188,23.752891540527344,28.208786010742188,26.23971163749695,10.67985082397461,222.62925720214844,200.79913330078125,116.26760864257812,98.32467651367188,28.959489822387695,False
