frame_idx,timestamp,best_conf,infer_ms,jump_count,single_count,double_count,jump_type,spm,state,peak_detected,peak_accepted,cycle_dt,amp,best_high_y,peak_y
257,10.28,0.8458376526832581,61.93500000517815,5,0,5,double,0.0,STOPPED,False,False,,0.0,,
258,10.32,0.8511053323745728,64.21789998421445,5,0,5,double,0.0,STOPPED,False,False,,0.0,,
259,10.36,0.8851685523986816,48.390000010840595,5,0,5,double,0.0,STOPPED,False,False,,0.0,,
260,10.4,0.9135254621505737,52.26189998211339,5,0,5,double,0.0,STOPPED,False,False,,0.0,,
261,10.44,0.9041762351989746,62.39650002680719,5,0,5,double,0.0,STOPPED,False,False,,0.0,,
262,10.48,0.4224536716938019,47.93319996679202,5,0,5,double,0.0,STOPPED,False,False,,0.0,,
263,10.52,0.89406418800354,61.510799976531416,5,0,5,double,0.0,STOPPED,False,False,,0.0,,
264,10.56,0.9066570997238159,68.73319996520877,5,0,5,double,0.0,STOPPED,False,False,,0.0,,
265,10.6,0.8860175013542175,84.81339999707416,5,0,5,double,0.0,STOPPED,False,False,,0.0,,
266,10.64,0.8819549083709717,101.68069996871054,5,0,5,double,0.0,STOPPED,False,False,,0.0,,
267,10.68,0.8993440866470337,99.31580000557005,5,0,5,double,0.0,STOPPED,False,False,,0.0,,
268,10.72,0.8727853298187256,49.868499976582825,6,0,6,double,28.625951541428297,JUMPING,True,True,1.08,38.76649475097656,381.72935485839844,420.495849609375
269,10.76,0.8841131925582886,43.21220004931092,6,0,6,double,0.0,JUMPING,False,False,,0.0,,
270,10.8,0.8890085816383362,36.27370001049712,6,0,6,double,0.0,JUMPING,False,False,,0.0,,
271,10.84,0.887259840965271,43.90430002240464,6,0,6,double,0.0,JUMPING,False,False,,0.0,,
272,10.88,0.9078894853591919,42.20099997473881,6,0,6,double,0.0,JUMPING,False,False,,0.0,,
273,10.92,0.9053500890731812,75.87060000514612,6,0,6,double,0.0,JUMPING,False,False,,0.0,,
274,10.96,0.9135803580284119,73.3415000140667,6,0,6,double,0.0,JUMPING,False,False,,0.0,,
275,11.0,0.9162998795509338,56.131400051526725,6,0,6,double,0.0,JUMPING,False,False,,0.0,,
276,11.04,0.9002516269683838,60.58089999714866,6,0,6,double,0.0,JUMPING,False,False,,0.0,,
277,11.08,0.915445864200592,63.48089996026829,6,0,6,double,0.0,JUMPING,False,False,,0.0,,
278,11.12,0.9143630862236023,65.6079999753274,6,0,6,double,0.0,JUMPING,False,False,,0.0,,
279,11.16,0.8853121399879456,57.27839999599382,6,0,6,double,0.0,JUMPING,False,False,,0.0,,
280,11.2,0.9031679630279541,59.15450002066791,6,0,6,double,0.0,JUMPING,False,False,,0.0,,
281,11.24,0.9031171798706055,54.956500011030585,6,0,6,double,0.0,JUMPING,False,False,,0.0,,
282,11.28,0.9035594463348389,57.267800031695515,6,0,6,double,0.0,JUMPING,False,False,,0.0,,
