frame_idx,timestamp,best_conf,infer_ms,jump_count,spm,state,cycle_ok,dt,expected_dt,hip_amp,shoulder_amp,amp_ewma,lift_th,lift_noise_sigma,ground_y,hip_y,shoulder_ground_y,shoulder_y,is_airborne
0,0.0,0.8033900856971741,35.43789079412818,0,0.0,IDLE,False,,,,,,,,,238.14508056640625,,156.91159057617188,False
1,0.03333333333333333,0.7883152961730957,27.609461918473244,0,0.0,IDLE,False,,,,,,,,,237.93580627441406,,156.6394500732422,False
2,0.06666666666666667,0.7543421387672424,27.411495801061392,0,0.0,IDLE,False,,,,,,,,,237.50945281982422,,156.2154312133789,False
3,0.1,0.783944845199585,26.71242691576481,0,0.0,IDLE,False,,,,,,,,,237.01046752929688,,156.05158233642578,False
4,0.13333333333333333,0.7967663407325745,26.36823710054159,0,0.0,IDLE,False,,,,,,,,,235.03313446044922,,155.7571029663086,False
5,0.16666666666666666,0.8203650712966919,26.338158175349236,0,0.0,IDLE,False,,,,,,,,,234.67161560058594,,155.64257049560547,False
6,0.2,0.8147966861724854,26.546054054051638,0,0.0,IDLE,False,,,,,,,,,234.00643157958984,,155.11097717285156,False
7,0.23333333333333334,0.8150173425674438,26.634168811142445,0,0.0,IDLE,False,,,,,,,,,233.26119232177734,,154.7125015258789,False
8,0.26666666666666666,0.7845239043235779,26.389834936708212,0,0.0,IDLE,False,,,,,,,,,234.14515686035156,,154.83892059326172,False
9,0.3,0.791056752204895,26.467432267963886,0,0.0,IDLE,False,,,,,,6.680658581542968,2.226886193847656,237.95672607421875,235.7288818359375,156.66665649414062,155.01768493652344,False
10,0.3333333333333333,0.8101267218589783,27.030671015381813,0,0.0,IDLE,False,,,,,,7.0440919464111325,2.348030648803711,237.93580627441406,236.7755889892578,156.6394500732422,155.5479965209961,False
11,0.36666666666666664,0.8048421740531921,30.9113678522408,0,0.0,IDLE,False,,,,,,7.259233639526367,2.419744546508789,238.05921936035156,238.07293701171875,156.5970458984375,155.47225189208984,False
12,0.4,0.7973129749298096,27.38084178417921,0,0.0,IDLE,False,,,,,,5.770344534301758,1.9234481781005859,238.04551696777344,237.51165008544922,156.5546417236328,154.50279235839844,False
13,0.43333333333333335,0.8310253620147705,27.18221116811037,0,0.0,IDLE,False,,,,,,5.212944305419922,1.7376481018066405,238.03179931640625,237.05262756347656,156.51223754882812,153.18463134765625,False
14,0.4666666666666667,0.8618738651275635,28.580190148204565,0,0.0,IDLE,False,,,,,,5.770344534301758,1.9234481781005859,238.01808166503906,235.29021453857422,156.46983337402344,152.30455017089844,False
15,0.5,0.8261021375656128,27.46760006994009,0,0.0,IDLE,False,,,,,,5.212944305419922,1.7376481018066405,238.00436401367188,237.25711822509766,156.42742919921875,151.1801986694336,False
16,0.5333333333333333,0.852108359336853,27.115967124700546,0,0.0,IDLE,False,,,,,,5.160414440917968,1.7201381469726562,237.99066162109375,236.62468719482422,156.38504028320312,151.04630279541016,False
17,0.5666666666666667,0.821491003036499,30.379227828234434,0,0.0,IDLE,False,,,,,,4.907979258728027,1.6359930862426757,237.97694396972656,237.46869659423828,156.34263610839844,150.99761962890625,False
18,0.6,0.8475812077522278,32.45744202286005,0,0.0,IDLE,False,,,,,,4.115721670532226,1.3719072235107421,237.96322631835938,237.91677856445312,156.30023193359375,151.21431732177734,False
19,0.6333333333333333,0.8140195608139038,29.20657303184271,0,0.0,IDLE,False,,,,,,4.326893083190917,1.4422976943969725,238.0801544189453,240.28546142578125,156.25782775878906,151.43682098388672,False
20,0.6666666666666666,0.8358563184738159,28.109174221754074,0,0.0,IDLE,False,,,,,,4.538132363891601,1.512710787963867,238.14508056640625,241.73643493652344,156.21542358398438,151.87765502929688,False
21,0.7,0.7699243426322937,27.834800072014332,0,0.0,IDLE,False,,,,,,4.0,1.07358193359375,240.07142639160156,241.31321716308594,156.19903564453125,152.0033416748047,False
22,0.7333333333333333,0.8363684415817261,28.56675023213029,0,0.0,IDLE,False,,,,,,4.0,0.9423703857421875,240.67532348632812,240.7728042602539,156.18264770507812,151.515869140625,False
23,0.7666666666666667,0.8187269568443298,27.24358905106783,0,0.0,IDLE,False,,,,,,4.0,1.0152041061401367,240.728271484375,240.62438201904297,156.16627502441406,151.02342987060547,False
24,0.8,0.829686164855957,26.687157340347767,0,0.0,IDLE,False,,,,,,4.0,1.0912954925537108,240.71343994140625,239.8039779663086,156.14988708496094,150.45609283447266,False
25,0.8333333333333334,0.8343508243560791,26.68264275416732,0,0.0,IDLE,False,,,,,,4.0,1.0152041061401367,240.69859313964844,237.49708557128906,156.1334991455078,149.88611602783203,False
26,0.8666666666666667,0.718122661113739,26.77465509623289,0,0.0,IDLE,False,,,,,,4.0,1.088037826538086,240.68374633789062,236.39419555664062,156.1171112060547,149.08959197998047,True
27,0.9,0.8502150774002075,26.86582412570715,0,0.0,IDLE,False,,,,,,4.0,1.2934065216064452,240.66891479492188,235.6302032470703,156.10072326660156,149.16900634765625,True
28,0.9333333333333333,0.8641213178634644,26.600664015859365,0,0.0,IDLE,False,,,,,,4.0,1.2934065216064452,240.65406799316406,232.2318878173828,156.0843505859375,148.6461944580078,True
29,0.9666666666666667,0.8230147957801819,26.677690912038088,0,0.0,IDLE,False,,,,,,4.329641738891601,1.443213912963867,240.6392364501953,235.2471466064453,156.06796264648438,148.8404769897461,True
30,1.0,0.8880345225334167,26.72444609925151,0,0.0,IDLE,False,,,,,,4.779131781005859,1.593043927001953,240.6243896484375,235.06369018554688,156.05157470703125,148.6627426147461,True
