frame_idx,timestamp,best_conf,infer_ms,jump_count,single_count,double_count,jump_type,spm,state,cycle_ok,dt,expected_dt,amp,amp_ewma,lift_th,lift_noise_sigma,min_air_y,ground_y,ankle_distance,hip_y,is_airborne
34,1.36,0.9148393869400024,48.15180000150576,2,0,2,double,166.66668763867395,JUMPING,False,,0.36,,11.747334289550771,8.521647088623046,2.8405490295410156,,225.337744140625,11.941831588745117,208.78640747070312,True
35,1.4,0.8563199043273926,39.75039999932051,2,0,2,double,166.66668763867395,JUMPING,False,,0.36,,11.747334289550771,8.521647088623046,2.8405490295410156,,225.18490600585938,8.8024263381958,208.33094787597656,True
36,1.44,0.7356416583061218,46.26209998968989,2,0,2,double,166.66668763867395,JUMPING,False,,0.36,,11.747334289550771,9.594233624267577,3.1980778747558594,,225.03206787109374,7.417036533355713,212.72564697265625,True
37,1.48,0.8545483350753784,86.20410005096346,3,0,3,double,149.99999776482585,JUMPING,True,0.43999999999999995,0.3776,16.701119995117182,12.985780715942374,9.594233624267577,3.1980778747558594,208.33094787597656,225.03206787109374,6.735275745391846,215.553955078125,False
38,1.52,0.8815053701400757,39.23640004359186,3,0,3,double,149.99999776482585,JUMPING,False,,0.3776,,12.985780715942374,8.45160726928711,2.817202423095703,,225.97386474609374,11.321775436401367,226.32089233398438,False
39,1.56,0.8828074932098389,62.53699999069795,3,0,3,double,149.99999776482585,JUMPING,False,,0.3776,,12.985780715942374,6.626737422180176,2.2089124740600585,,226.1349670410156,10.354195594787598,229.9544219970703,False
40,1.6,0.9033193588256836,63.52340005105361,3,0,3,double,149.99999776482585,JUMPING,False,,0.3776,,12.985780715942374,9.673944639587402,3.2246482131958007,,226.48692016601564,10.504149436950684,231.0384063720703,False
41,1.64,0.8509962558746338,51.43360001966357,3,0,3,double,149.99999776482585,JUMPING,False,,0.3776,,12.985780715942374,9.594233624267577,3.1980778747558594,,226.48692016601564,4.711338043212891,226.3001708984375,False
42,1.68,0.8871504664421082,42.47899999609217,3,0,3,double,149.99999776482585,JUMPING,False,,0.3776,,12.985780715942374,9.673944639587402,3.2246482131958007,,226.48692016601564,0.9089650511741638,223.68228149414062,False
43,1.72,0.851762056350708,39.45499996189028,3,0,3,double,149.99999776482585,JUMPING,False,,0.3776,,12.985780715942374,9.673944639587402,3.2246482131958007,,226.48692016601564,10.322318077087402,217.78970336914062,False
44,1.76,0.8501890897750854,35.72029998758808,3,0,3,double,149.99999776482585,JUMPING,False,,0.3776,,12.985780715942374,9.819284051513671,3.2730946838378903,,226.48692016601564,13.640843391418457,211.20138549804688,True
45,1.8,0.8460189700126648,34.811199991963804,3,0,3,double,149.99999776482585,JUMPING,False,,0.3776,,12.985780715942374,9.673944639587402,3.2246482131958007,,226.30845947265624,15.948057174682617,205.55543518066406,True
46,1.84,0.8590198159217834,38.09950000140816,3,0,3,double,149.99999776482585,JUMPING,False,,0.3776,,12.985780715942374,10.029064169311523,3.3430213897705077,,226.30845947265624,13.37569522857666,203.967041015625,True
47,1.88,0.8605420589447021,29.71380000235513,3,0,3,double,149.99999776482585,JUMPING,False,,0.3776,,12.985780715942374,10.619041058349609,3.539680352783203,,226.30845947265624,13.157617568969727,206.47427368164062,True
48,1.92,0.879366397857666,33.030299993697554,3,0,3,double,149.99999776482585,JUMPING,False,,0.3776,,12.985780715942374,10.619041058349609,3.539680352783203,,226.30845947265624,4.916799068450928,214.57839965820312,True
49,1.96,0.8217816352844238,30.505500035360456,4,0,4,double,140.6250064173949,JUMPING,True,0.48,0.40012800000000004,22.34141845703124,15.32469015121459,10.357749096679687,3.4525830322265625,203.967041015625,226.30845947265624,6.759633541107178,223.36941528320312,False
50,2.0,0.8532246351242065,35.28459998778999,4,0,4,double,140.6250064173949,JUMPING,False,,0.40012800000000004,,15.32469015121459,10.786675122070312,3.595558374023437,,226.48692016601564,5.587629795074463,228.53262329101562,False
51,2.04,0.8287333250045776,39.318300026934594,4,0,4,double,140.6250064173949,JUMPING,False,,0.40012800000000004,,15.32469015121459,10.714734997558594,3.571578332519531,,226.48692016601564,7.184021949768066,226.09127807617188,False
52,2.08,0.8465371131896973,45.72039999766275,4,0,4,double,140.6250064173949,JUMPING,False,,0.40012800000000004,,15.32469015121459,10.786675122070312,3.595558374023437,,226.48692016601564,9.2918119430542,221.12701416015625,False
53,2.12,0.854621171951294,40.386200009379536,4,0,4,double,140.6250064173949,JUMPING,False,,0.40012800000000004,,15.32469015121459,10.786675122070312,3.595558374023437,,226.48692016601564,15.73818302154541,215.396240234375,True
54,2.16,0.8479053974151611,43.281199992634356,4,0,4,double,140.6250064173949,JUMPING,False,,0.40012800000000004,,15.32469015121459,10.786675122070312,3.595558374023437,,226.48692016601564,19.01307487487793,209.3089141845703,True
55,2.2,0.8443246483802795,33.738099969923496,4,0,4,double,140.6250064173949,JUMPING,False,,0.40012800000000004,,15.32469015121459,10.714734997558594,3.571578332519531,,226.48692016601564,20.47688865661621,205.8689727783203,True
56,2.24,0.8466781377792358,29.177799995522946,4,0,4,double,140.6250064173949,JUMPING,False,,0.40012800000000004,,15.32469015121459,10.786675122070312,3.595558374023437,,226.48692016601564,19.09829330444336,203.50311279296875,True
57,2.28,0.8344552516937256,34.29629997117445,4,0,4,double,140.6250064173949,JUMPING,False,,0.40012800000000004,,15.32469015121459,9.929501751708983,3.309833917236328,,226.48692016601564,19.2618408203125,207.63270568847656,True
58,2.32,0.8455488681793213,40.892799966968596,4,0,4,double,140.6250064173949,JUMPING,False,,0.40012800000000004,,15.32469015121459,9.929501751708983,3.309833917236328,,226.48692016601564,18.60078239440918,212.87432861328125,True
59,2.36,0.8328397274017334,42.44470002595335,5,0,5,double,142.8571574542002,JUMPING,True,0.3999999999999999,0.40009984,22.983807373046886,17.239469456672666,9.929501751708983,3.309833917236328,203.50311279296875,226.48692016601564,16.898313522338867,219.22962951660156,False
60,2.4,0.918800413608551,41.30830004578456,5,0,5,double,142.8571574542002,JUMPING,False,,0.40009984,,17.239469456672666,10.786675122070312,3.595558374023437,,226.48692016601564,7.367690563201904,221.0203857421875,False
61,2.44,0.8788641095161438,40.06249998928979,5,0,5,double,142.8571574542002,JUMPING,False,,0.40009984,,17.239469456672666,10.85237138671875,3.6174571289062496,,226.48692016601564,16.354570388793945,223.65133666992188,False
62,2.48,0.804778516292572,32.81030000653118,5,0,5,double,142.8571574542002,JUMPING,False,,0.40009984,,17.239469456672666,10.85549331665039,3.618497772216797,,226.48692016601564,6.0222344398498535,221.13775634765625,False
63,2.52,0.8659252524375916,30.338500044308603,5,0,5,double,142.8571574542002,JUMPING,False,,0.40009984,,17.239469456672666,10.85549331665039,3.618497772216797,,226.48692016601564,15.730191230773926,213.78668212890625,True
64,2.56,0.8549185991287231,35.78179999021813,5,0,5,double,142.8571574542002,JUMPING,False,,0.40009984,,17.239469456672666,10.85549331665039,3.618497772216797,,226.48692016601564,20.06281280517578,209.16204833984375,True
65,2.6,0.8730034232139587,38.24020002502948,5,0,5,double,142.8571574542002,JUMPING,False,,0.40009984,,17.239469456672666,10.85549331665039,3.618497772216797,,226.48692016601564,6.408087730407715,206.93927001953125,True
66,2.64,0.8205462694168091,36.74700000556186,5,0,5,double,142.8571574542002,JUMPING,False,,0.40009984,,17.239469456672666,10.85861524658203,3.6195384155273436,,226.48692016601564,9.043898582458496,205.45925903320312,True
67,2.68,0.905785322189331,44.19079999206588,5,0,5,double,142.8571574542002,JUMPING,False,,0.40009984,,17.239469456672666,11.482458288574218,3.827486096191406,,226.30845947265624,8.814521789550781,208.39096069335938,True
68,2.72,0.9124503135681152,129.04179998440668,5,0,5,double,142.8571574542002,JUMPING,False,,0.40009984,,17.239469456672666,11.482458288574218,3.827486096191406,,226.30845947265624,16.727474212646484,210.87557983398438,True
69,2.76,0.9064006805419922,29.282799980137497,6,0,6,double,144.23077658766687,JUMPING,True,0.3999999999999999,0.4000778752,20.849200439453114,18.141902202367778,11.365318048095702,3.788439349365234,205.45925903320312,226.30845947265624,15.42553997039795,222.65328979492188,False
70,2.8,0.9054663181304932,35.7986000017263,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,9.232361224365235,3.077453741455078,,226.30845947265624,13.525678634643555,224.787353515625,False
71,2.84,0.8695386648178101,35.390400036703795,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,11.317538946533203,3.772512982177734,,226.30845947265624,13.6241455078125,222.99786376953125,False
72,2.88,0.8745874166488647,38.06529997382313,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,10.671163714599608,3.557054571533203,,226.30845947265624,15.139571189880371,223.9107666015625,False
73,2.92,0.9175988435745239,50.18780002137646,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,10.671163714599608,3.557054571533203,,226.30845947265624,16.86211585998535,219.62139892578125,False
74,2.96,0.8180628418922424,46.2231999845244,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,10.671163714599608,3.557054571533203,,226.30845947265624,1.5819950103759766,217.89205932617188,False
75,3.0,0.8830693960189819,62.62800004333258,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,10.714734997558594,3.571578332519531,,226.17483520507812,8.824248313903809,217.0884246826172,False
76,3.04,0.8966357707977295,48.646399984136224,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,10.85237138671875,3.6174571289062496,,225.30892333984374,14.644689559936523,217.6983642578125,False
77,3.08,0.8771986961364746,41.4821999729611,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,9.123568753051757,3.041189584350586,,224.2614013671875,15.633983612060547,219.88873291015625,False
78,3.12,0.8778742551803589,40.01370002515614,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,8.436472695922852,2.812157565307617,,223.77367553710937,14.88359546661377,220.24343872070312,False
79,3.16,0.8926069736480713,44.78759999619797,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,8.380176155090332,2.7933920516967774,,223.75510864257814,14.255314826965332,220.39413452148438,False
80,3.2,0.9017043113708496,52.65630001667887,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,7.530977279663086,2.5103257598876954,,223.75510864257814,13.833379745483398,219.76882934570312,False
81,3.24,0.8800519108772278,34.2413000180386,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,8.321164892578125,2.773721630859375,,223.75510864257814,12.768776893615723,218.35708618164062,False
82,3.28,0.8789828419685364,33.271500025875866,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,8.321164892578125,2.773721630859375,,223.75510864257814,15.818737983703613,215.49102783203125,False
83,3.32,0.8846121430397034,41.9607000076212,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,8.321164892578125,2.773721630859375,,223.75510864257814,15.96246337890625,214.08041381835938,True
84,3.36,0.8708181381225586,44.524399971123785,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,8.321164892578125,2.773721630859375,,223.75510864257814,16.258333206176758,214.21066284179688,True
85,3.4,0.8572180271148682,47.78670001542196,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,8.321164892578125,2.773721630859375,,223.75510864257814,17.017860412597656,215.13714599609375,True
86,3.44,0.8717302680015564,41.42869997303933,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,7.613878092956542,2.5379593643188474,,223.75510864257814,14.534378051757812,213.12319946289062,True
87,3.48,0.8861618638038635,38.124100014101714,6,0,6,double,144.23077658766687,JUMPING,False,,0.4000778752,,18.141902202367778,7.613878092956542,2.5379593643188474,,223.2592529296875,13.281705856323242,213.74378967285156,True
88,3.52,0.8940145969390869,32.13850001338869,7,0,7,double,120.96774391248499,JUMPING,True,0.7600000000000002,0.47926074265600005,9.959252929687494,16.096239884197708,9.06038360595703,3.0201278686523434,213.12319946289062,223.08245239257812,11.234440803527832,223.20933532714844,False
89,3.56,0.8910903334617615,27.9547999962233,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,,16.096239884197708,9.42184879760742,3.1406162658691406,,223.38613586425782,10.110738754272461,225.83651733398438,False
90,3.6,0.9340183734893799,27.566400007344782,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,,16.096239884197708,8.380176155090332,2.7933920516967774,,223.75510864257814,10.08459758758545,224.05450439453125,False
91,3.64,0.9114177227020264,31.496699957642704,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,,16.096239884197708,7.964925540161133,2.654975180053711,,223.75510864257814,13.708541870117188,220.1572723388672,False
92,3.68,0.8940110206604004,31.63379995385185,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,,16.096239884197708,7.964925540161133,2.654975180053711,,223.75510864257814,16.25838851928711,217.04000854492188,False
93,3.72,0.6966924071311951,49.29650004487485,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,,16.096239884197708,7.964925540161133,2.654975180053711,,223.75510864257814,9.621330261230469,214.92837524414062,True
94,3.76,0.8640336990356445,38.75569999217987,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,8.826733398437511,16.096239884197708,7.613878092956542,2.5379593643188474,214.92837524414062,223.75510864257814,14.982839584350586,219.81504821777344,False
95,3.8,0.8862943053245544,43.08960004709661,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,,16.096239884197708,7.613878092956542,2.5379593643188474,,223.96826171875,5.327970504760742,224.18280029296875,False
96,3.84,0.8874794244766235,39.30349997244775,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,,16.096239884197708,8.944600726318358,2.9815335754394527,,224.10582275390624,6.277744770050049,230.76943969726562,False
97,3.88,0.8799146413803101,30.03959998022765,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,,16.096239884197708,11.58086694946289,3.860288983154297,,224.42462158203125,8.158909797668457,237.38613891601562,False
98,3.92,0.8474647402763367,34.11360003519803,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,,16.096239884197708,12.251131732177734,4.083710577392578,,225.20701904296874,10.372404098510742,239.40518188476562,False
99,3.96,0.8603885173797607,30.30189999844879,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,,16.096239884197708,6.312881661987305,2.1042938873291015,,227.80968627929687,18.98828125,233.46395874023438,False
100,4.0,0.8470683097839355,33.87980000115931,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,,16.096239884197708,17.513550231933596,7.313550695800781,,230.36265258789064,20.20345115661621,230.09146118164062,False
101,4.04,0.8423771262168884,30.02459998242557,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,,16.096239884197708,17.79696942138672,7.588710360717773,,230.36265258789064,21.401002883911133,224.62599182128906,False
102,4.08,0.8663989901542664,34.631600021384656,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,,16.096239884197708,17.280311157226564,7.588710360717773,,230.36265258789064,21.284862518310547,215.09051513671875,False
103,4.12,0.8685895204544067,46.791300002951175,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,,16.096239884197708,17.458783203125,7.588710360717773,,230.36265258789064,20.64877700805664,208.81979370117188,True
104,4.16,0.8773149251937866,42.17110003810376,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,,16.096239884197708,17.544403808593753,7.588710360717773,,230.36265258789064,19.796918869018555,210.0364990234375,True
105,4.2,0.785612940788269,46.929100004490465,7,0,7,double,120.96774391248499,JUMPING,False,,0.47926074265600005,,16.096239884197708,17.37975897216797,7.588710360717773,,230.36265258789064,6.746689319610596,211.4438018798828,True
106,4.24,0.8590337634086609,52.221600024495274,8,0,8,double,108.69566663376892,JUMPING,False,0.7200000000000002,0.5322233792716802,21.54285888671876,17.457894634827973,17.18241961669922,7.588710360717773,208.81979370117188,230.36265258789064,8.478899955749512,217.77609252929688,False
107,4.28,0.8765811920166016,28.948299994226545,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,17.251716125488283,7.313550695800781,,230.36265258789064,11.52141284942627,222.60333251953125,False
108,4.32,0.8929132223129272,33.693899982608855,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,17.232437927246096,7.658557887268066,,230.36265258789064,13.60929012298584,224.69313049316406,False
109,4.36,0.8895546197891235,32.70169999450445,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,17.11693994140625,6.462349713134765,,230.36265258789064,14.335433006286621,225.732666015625,False
110,4.4,0.7985121011734009,34.67979998094961,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,17.529754821777345,6.462349713134765,,230.36265258789064,11.174461364746094,223.52590942382812,False
111,4.44,0.8792839050292969,34.90799997234717,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,17.266516845703126,6.462349713134765,,230.36265258789064,6.790454387664795,220.34463500976562,False
112,4.48,0.8920592069625854,40.06279999157414,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,17.647671813964845,6.462349713134765,,230.36265258789064,15.150586128234863,216.30357360839844,False
113,4.52,0.8912944793701172,57.291399978566915,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,17.73194226074219,6.462349713134765,,230.36265258789064,14.578750610351562,215.0626220703125,False
114,4.56,0.9015124440193176,44.524499971885234,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,17.60919128417969,6.462349713134765,,230.36265258789064,17.046327590942383,214.25942993164062,False
115,4.6,0.8937990665435791,44.96210004435852,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,17.32509735107422,6.462349713134765,,230.36265258789064,17.135385513305664,218.90155029296875,False
116,4.64,0.8953958749771118,36.44200001144782,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,15.133725013732908,5.044575004577636,,230.36265258789064,15.284866333007812,227.13938903808594,False
117,4.68,0.8880295753479004,33.301500021480024,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,16.145739321899413,5.3819131072998045,,231.05463256835938,14.465531349182129,231.482421875,False
118,4.72,0.9097300171852112,43.5742000117898,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,14.065210560607909,4.688403520202637,,231.05463256835938,13.823376655578613,227.943359375,False
119,4.76,0.8372718095779419,71.29799999529496,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,14.065210560607909,4.688403520202637,,231.05463256835938,4.840310096740723,221.937744140625,False
120,4.8,0.7672921419143677,49.89929997827858,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,14.065210560607909,4.688403520202637,,231.05463256835938,9.87486457824707,219.83547973632812,False
121,4.84,0.78115314245224,63.807600003201514,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,14.065210560607909,4.688403520202637,,231.05463256835938,17.0682373046875,219.43295288085938,False
122,4.88,0.7396917343139648,32.94030000688508,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,14.065210560607909,4.688403520202637,,231.05463256835938,19.698570251464844,216.92181396484375,True
123,4.92,0.8281606435775757,39.046799996867776,8,0,8,double,108.69566663376892,JUMPING,False,,0.5322233792716802,,17.457894634827973,14.065210560607909,4.688403520202637,,231.05463256835938,3.3815062046051025,216.71685791015625,True
124,4.96,0.8823023438453674,33.31199998501688,9,0,9,double,99.99999602635717,JUMPING,False,0.7199999999999998,0.5735342358319105,14.33777465820313,16.677864640671764,14.065210560607909,4.688403520202637,216.71685791015625,231.05463256835938,13.690756797790527,217.04644775390625,False
125,5.0,0.9062204957008362,33.11989997746423,9,0,9,double,99.99999602635717,JUMPING,False,,0.5735342358319105,,16.677864640671764,15.00019464111328,5.000064880371093,,231.05463256835938,14.717740058898926,226.32415771484375,False
126,5.04,0.8842272758483887,30.399000039324164,9,0,9,double,99.99999602635717,JUMPING,False,,0.5735342358319105,,16.677864640671764,15.943390754699706,5.314463584899902,,232.27503662109376,4.668087959289551,237.48013305664062,False
127,5.08,0.8730165362358093,32.367900013923645,9,0,9,double,99.99999602635717,JUMPING,False,,0.5735342358319105,,16.677864640671764,17.220058898925785,5.873141995239258,,235.03283081054687,1.9964923858642578,244.18881225585938,False
128,5.12,0.8608430027961731,36.080899997614324,9,0,9,double,99.99999602635717,JUMPING,False,,0.5735342358319105,,16.677864640671764,8.562232177734375,2.854077392578125,,237.42373657226562,6.923402309417725,238.4046630859375,False
129,5.16,0.8956834673881531,31.07969998382032,9,0,9,double,99.99999602635717,JUMPING,False,,0.5735342358319105,,16.677864640671764,8.562232177734375,2.854077392578125,,237.42373657226562,11.46685791015625,226.501708984375,True
