frame_idx,timestamp,best_conf,infer_ms,jump_count,jump_type,spm,state,cycle_ok,dt,expected_dt,hip_amp,shoulder_amp,amp_ewma,lift_th,lift_noise_sigma,ground_y,hip_y,shoulder_ground_y,shoulder_y,is_airborne
0,0.0,0.9305489659309387,17.12810597382486,0,unknown,0.0,IDLE,False,,,,,,,,,380.57037353515625,,215.57469177246094,False
1,0.001,0.9292868375778198,11.546990950591862,0,unknown,0.0,IDLE,False,,,,,,,,,380.6109619140625,,214.95632934570312,False
2,0.002,0.9299834370613098,12.163838022388518,0,unknown,0.0,IDLE,False,,,,,,,,,381.22845458984375,,215.96728515625,False
3,0.003,0.9317307472229004,11.764024035073817,0,unknown,0.0,IDLE,False,,,,,,,,,380.5655822753906,,216.01345825195312,False
4,0.004,0.9281309247016907,11.56646094750613,0,unknown,0.0,IDLE,False,,,,,,,,,380.704833984375,,216.01773071289062,False
5,0.005,0.9317307472229004,12.138993944972754,0,unknown,0.0,IDLE,False,,,,,,,,,380.452880859375,,215.98663330078125,False
6,0.006,0.9281309247016907,11.300290934741497,0,unknown,0.0,IDLE,False,,,,,,,,,380.6163330078125,,215.9664306640625,False
7,0.007,0.9317307472229004,12.653800891712308,0,unknown,0.0,IDLE,False,,,,,,,,,380.4476318359375,,215.93020629882812,False
8,0.008,0.9281309247016907,11.459561996161938,0,unknown,0.0,IDLE,False,,,,,,,,,380.6068115234375,,215.90936279296875,False
9,0.009,0.9311695694923401,11.403954005800188,0,unknown,0.0,IDLE,False,,,,,,5.591075840711595,0.10673380737304687,380.7572021484375,379.91229248046875,216.01388549804688,215.51593017578125,False
10,0.01,0.9290757775306702,12.337788008153439,0,unknown,0.0,IDLE,False,,,,,,5.574490498065948,0.17419464111328123,380.704833984375,379.84765625,216.01345825195312,215.49853515625,False
11,0.011,0.9311695694923401,11.535689001902938,0,unknown,0.0,IDLE,False,,,,,,5.591075840711595,0.17455660400390624,380.69598388671875,379.4517822265625,216.01077270507812,215.2718505859375,False
12,0.012,0.9290757775306702,11.430785059928894,0,unknown,0.0,IDLE,False,,,,,,5.574490498065948,0.17487332153320312,380.6871337890625,379.59844970703125,216.00808715820312,215.37234497070312,False
13,0.013,0.9311695694923401,13.044085935689509,0,unknown,0.0,IDLE,False,,,,,,5.591075840711595,0.2244169921875,380.67828369140625,379.34710693359375,216.0054168701172,215.2230987548828,False
14,0.014,0.9290757775306702,12.081661960110068,0,unknown,0.0,IDLE,False,,,,,,5.574490498065948,0.37354570312499996,380.66943359375,379.582275390625,216.0027313232422,215.36865234375,False
15,0.015,0.9311695694923401,11.233048979192972,0,unknown,0.0,IDLE,False,,,,,,5.591075840711595,0.5875110168457031,380.66058349609375,379.37847900390625,216.0000457763672,215.24160766601562,False
16,0.016,0.9322844743728638,12.328042997978628,0,unknown,0.0,IDLE,False,,,,,,5.616121249198914,0.7936941284179687,380.6517333984375,379.593017578125,215.9973602294922,215.44161987304688,False
17,0.017,0.9299926161766052,11.704684002324939,0,unknown,0.0,IDLE,False,,,,,,5.584973354816437,0.5918545715332031,380.64288330078125,379.98126220703125,215.9946746826172,215.5926513671875,False
18,0.018,0.9306043386459351,11.504476075060666,0,unknown,0.0,IDLE,False,,,,,,5.6000344045162205,0.5641191650390625,380.634033203125,380.23583984375,215.99200439453125,215.95486450195312,False
19,0.019,0.9299926161766052,12.366689974442124,0,unknown,0.0,IDLE,False,,,,,,5.584973354816437,0.5363837585449218,380.62518310546875,380.3880615234375,215.98931884765625,215.9010467529297,False
20,0.02,0.9302920699119568,11.704445001669228,0,unknown,0.0,IDLE,False,,,,,,5.616550492286684,0.5561559814453124,380.6163330078125,380.2174377441406,215.98663330078125,215.48312377929688,False
21,0.021,0.9323835372924805,11.556043988093734,0,unknown,0.0,IDLE,False,,,,,,5.618638423919679,0.5179236511230468,380.61578369140625,380.28814697265625,215.9846954345703,215.26278686523438,False
22,0.022,0.9303406476974487,12.627538992092013,0,unknown,0.0,IDLE,False,,,,,,5.607829520702362,0.5500026123046875,380.6152648925781,380.23394775390625,215.98275756835938,215.27401733398438,False
23,0.023,0.931164026260376,11.473532067611814,0,unknown,0.0,IDLE,False,,,,,,5.566730352163315,0.5143040222167968,380.6147155761719,380.5619812011719,215.9808349609375,215.85684204101562,False
24,0.024,0.9299216270446777,12.111622956581414,0,unknown,0.0,IDLE,False,,,,,,5.588506724834442,0.47245206298828124,380.61419677734375,380.511474609375,215.97889709472656,215.58059692382812,False
25,0.025,0.9326081275939941,12.31756794732064,0,unknown,0.0,IDLE,False,,,,,,5.613761783599854,0.4085203674316406,380.66058349609375,381.000244140625,215.97695922851562,215.3376007080078,False
26,0.026,0.9362635016441345,11.741709895431995,0,unknown,0.0,IDLE,False,,,,,,5.589440465688706,0.338435302734375,380.8101806640625,380.9681701660156,215.9750213623047,215.239013671875,False
27,0.027,0.93426913022995,11.076038936153054,0,unknown,0.0,IDLE,False,,,,,,5.606450937271119,0.3182106262207031,380.7838439941406,380.40997314453125,215.97308349609375,215.49002075195312,False
28,0.028,0.9302836656570435,12.65171600971371,0,unknown,0.0,IDLE,False,,,,,,5.619819870948792,0.3059491333007812,380.7688293457031,380.718994140625,215.97116088867188,215.32760620117188,False
29,0.029,0.9290412664413452,11.40123198274523,0,unknown,0.0,IDLE,False,,,,,,5.572162231445313,0.36130683288574217,380.97137451171875,381.4976501464844,215.96922302246094,214.6973876953125,False
30,0.03,0.9356693029403687,11.687157093547285,0,unknown,0.0,IDLE,False,,,,,,5.603613373041153,0.38132790527343746,381.000244140625,382.775634765625,215.96728515625,214.50738525390625,False
31,0.031,0.9363608360290527,12.24505400750786,0,unknown,0.0,IDLE,False,,,,,,5.607214626550675,0.3879337280273437,381.20562744140625,383.384033203125,215.96719360351562,214.063720703125,False
32,0.032,0.9372720718383789,11.480838991701603,0,unknown,0.0,IDLE,False,,,,,,5.608690578222276,0.39453955078124997,381.4438171386719,383.67987060546875,215.9671173095703,214.60147094726562,False
33,0.033,0.9383261799812317,11.26882794778794,0,unknown,0.0,IDLE,False,,,,,,5.609385869741441,0.5565179443359375,382.3922424316406,384.31121826171875,215.96702575683594,214.7400665283203,False
34,0.034,0.9404897093772888,12.391014955937862,0,unknown,0.0,IDLE,False,,,,,,5.634833265066147,0.6770968322753906,383.14068603515625,385.052978515625,215.97889709472656,216.07516479492188,False
35,0.035,0.9381654858589172,11.716397013515234,0,unknown,0.0,IDLE,False,,,,,,5.632172780752183,0.6634101104736327,383.5319519042969,385.49102783203125,216.0000457763672,216.95965576171875,False
36,0.036,0.9377447962760925,11.313899070955813,0,unknown,0.0,IDLE,False,,,,,,5.622039283990861,0.6497686340332031,383.9324035644531,385.48614501953125,216.01516723632812,217.07308959960938,False
37,0.037,0.9353148341178894,12.29807804338634,0,unknown,0.0,IDLE,False,,,,,,5.620178144931794,0.7553713073730468,384.1589050292969,384.0936279296875,216.03167724609375,216.064208984375,False
38,0.038,0.9292610287666321,11.776237050071359,0,unknown,0.0,IDLE,False,,,,,,5.625326147794724,0.8663129333496093,384.13714599609375,382.9781494140625,216.0270233154297,214.3827667236328,False
39,0.039,0.9270917177200317,11.681464035063982,0,unknown,0.0,IDLE,False,,,,,,5.672894133090973,0.7553713073730468,384.1153869628906,380.61236572265625,216.0223846435547,212.49945068359375,False
