frame_idx,timestamp,best_conf,infer_ms,hip_y,hip_baseline,hip_signal,dyn_thr,head_y,head_move_px,head_drop_event,ankle_distance,is_jumping,jump_count,single_count,double_count,jump_type,freq_hz,spm,state,person_h
27,1.08,0.9183735847473145,26.773000019602478,237.6880340576172,236.24740600585938,-1.4406280517578125,2.227492391967773,116.21932983398438,0.3037411570549011,False,22.659889221191406,False,1,1,0,double,0.0,0.0,JUMPING,278.43654899597163
28,1.12,0.9252417087554932,26.62429999327287,237.34371948242188,236.4158935546875,-0.927825927734375,2.2188758697509767,116.2121353149414,0.00929795391857624,False,23.02591896057129,False,1,1,0,double,0.0,0.0,JUMPING,277.35948371887207
29,1.16,0.9248340129852295,27.026699972338974,237.12911987304688,236.56460571289062,-0.56451416015625,2.2378209503173827,116.12186431884766,0.09062980860471725,False,23.321575164794922,False,1,1,0,double,0.0,0.0,JUMPING,279.7276187896728
30,1.2,0.9263079166412354,30.187199998181313,236.9810791015625,236.7167205810547,-0.2643585205078125,2.230491567993164,116.1088638305664,0.014037364162504673,False,23.38158416748047,False,1,1,0,double,0.0,0.0,JUMPING,278.81144599914546
31,1.24,0.9282058477401733,55.48480001743883,236.53512573242188,236.84515380859375,0.310028076171875,2.230223089599609,116.05419158935547,0.1284843385219574,False,22.93422508239746,False,1,1,0,double,0.0,0.0,JUMPING,278.7778861999511
32,1.28,0.9274277687072754,61.0539999906905,236.58163452148438,236.97027587890625,0.388641357421875,2.229518431091308,115.90706634521484,0.15178176760673523,False,22.097749710083008,False,1,1,0,double,0.0,0.0,JUMPING,278.68980388641353
33,1.32,0.9308922290802002,46.79519997444004,236.56654357910156,237.08416748046875,0.5176239013671875,2.220494366455078,115.77355194091797,0.15297934412956238,False,21.9870662689209,False,1,1,0,double,0.0,0.0,JUMPING,277.56179580688473
34,1.36,0.9318702220916748,72.63850001618266,236.74371337890625,237.18582153320312,0.442108154296875,2.222854330444336,115.86295318603516,0.1617230921983719,False,21.991458892822266,False,1,1,0,double,0.0,0.0,JUMPING,277.85679130554195
35,1.4,0.9327042698860168,113.2651999942027,236.81277465820312,237.2659149169922,0.4531402587890625,2.222106559753418,115.86624908447266,0.12800264358520508,False,22.492111206054688,False,1,1,0,double,0.0,0.0,JUMPING,277.76331996917725
36,1.44,0.9270632863044739,93.38299999944866,236.39627075195312,237.3104248046875,0.914154052734375,2.223989721679687,116.1669921875,0.32192251086235046,False,22.927513122558594,True,1,1,0,double,0.0,0.0,JUMPING,277.9987152099609
37,1.48,0.9365557432174683,112.6636000117287,236.27792358398438,237.30210876464844,1.0241851806640625,2.2190791351318357,116.15008544921875,0.053825829178094864,False,23.004304885864258,True,1,1,0,double,0.0,0.0,JUMPING,277.38489189147947
38,1.52,0.9281367659568787,66.80369999958202,236.1685028076172,237.2652130126953,1.096710205078125,2.2280130065917967,116.14947509765625,0.04928966611623764,False,23.08907127380371,True,1,1,0,double,0.0,0.0,JUMPING,278.50162582397456
39,1.56,0.9299852252006531,48.256700043566525,235.81439208984375,237.2048797607422,1.3904876708984375,2.195658247375488,116.23580169677734,0.12966881692409515,False,23.46014404296875,True,1,1,0,double,0.0,0.0,JUMPING,274.457280921936
40,1.6,0.9311589598655701,26.2170999776572,236.01840209960938,237.16632080078125,1.147918701171875,2.219472280883789,116.17288208007812,0.09900984913110733,False,23.99165916442871,True,1,1,0,double,0.0,0.0,JUMPING,277.4340351104736
41,1.64,0.9303494691848755,31.296700006350875,236.01296997070312,237.11114501953125,1.098175048828125,2.231498245239258,116.2751235961914,0.29680633544921875,False,23.643247604370117,True,1,1,0,double,0.0,0.0,JUMPING,278.9372806549072
42,1.68,0.9309327006340027,46.395900018978864,236.14967346191406,237.07095336914062,0.9212799072265625,2.2272654693603515,116.229248046875,0.13623689115047455,False,24.208539962768555,True,1,1,0,double,0.0,0.0,JUMPING,278.4081836700439
43,1.72,0.9315975904464722,37.177200021687895,236.1063690185547,237.02146911621094,0.91510009765625,2.228227944946289,116.349609375,0.12308960407972336,False,24.248451232910156,True,1,1,0,double,0.0,0.0,JUMPING,278.5284931182861
44,1.76,0.9318004846572876,31.645400042179972,236.29046630859375,236.9468231201172,0.6563568115234375,2.225560903930664,116.0835952758789,0.26636597514152527,False,24.243206024169922,True,1,1,0,double,0.0,0.0,JUMPING,278.19511299133296
45,1.8,0.9329923391342163,32.127699989359826,236.5447998046875,236.87059020996094,0.3257904052734375,2.2169652374267574,116.1249008178711,0.04600158706307411,False,24.234155654907227,True,1,1,0,double,0.0,0.0,JUMPING,277.1206546783447
46,1.84,0.9304141998291016,32.99109998624772,236.32925415039062,236.80636596679688,0.47711181640625,2.216801815795898,116.12985229492188,0.040752969682216644,False,24.164304733276367,True,1,1,0,double,0.0,0.0,JUMPING,277.10022697448727
47,1.88,0.93091881275177,29.533800028730184,236.84738159179688,236.76722717285156,-0.0801544189453125,2.205538330078125,116.2173843383789,0.17221882939338684,False,24.008169174194336,True,1,1,0,double,0.0,0.0,JUMPING,275.6922912597656
48,1.92,0.9307187795639038,35.70259996922687,237.44610595703125,236.7440948486328,-0.7020111083984375,2.1993438720703127,116.2580795288086,0.04254845529794693,False,24.707416534423828,False,1,1,0,double,0.0,0.0,JUMPING,274.91798400878906
49,1.96,0.9251416921615601,30.923800019081682,237.14834594726562,236.71847534179688,-0.42987060546875,2.2144974151611327,116.20423126220703,0.08283353596925735,False,25.279071807861328,False,1,1,0,double,0.0,0.0,JUMPING,276.8121768951416
50,2.0,0.9244222640991211,33.3911000052467,236.95223999023438,236.68360900878906,-0.2686309814453125,2.217212004089355,115.93338775634766,0.35274815559387207,False,24.99195098876953,False,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,277.1515005111694
51,2.04,0.9285833835601807,32.87209995323792,236.56875610351562,236.61814880371094,0.0493927001953125,2.2035737686157226,115.7066650390625,0.2358822077512741,False,24.170167922973633,False,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,275.44672107696533
52,2.08,0.9305362701416016,32.01590001117438,236.042724609375,236.55233764648438,0.509613037109375,2.2087285537719725,115.57574462890625,0.13693290948867798,False,24.74638557434082,False,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,276.0910692214966
53,2.12,0.9317799806594849,29.848699981812388,235.61367797851562,236.48313903808594,0.8694610595703125,2.208679527282715,115.64666748046875,0.16762876510620117,False,24.484663009643555,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,276.08494091033936
54,2.16,0.9330160021781921,32.960399985313416,235.5032501220703,236.41810607910156,0.91485595703125,2.209978340148926,115.511474609375,0.16453540325164795,False,24.34001922607422,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,276.2472925186157
55,2.2,0.9380930066108704,30.81320005003363,235.052490234375,236.3409423828125,1.2884521484375,2.2131911315917967,115.405029296875,0.17557913064956665,False,24.12771987915039,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,276.6488914489746
56,2.24,0.9397979974746704,30.3387000458315,234.78863525390625,236.2710723876953,1.4824371337890625,2.2119638351440427,115.28038787841797,0.24473461508750916,False,24.83863067626953,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,276.4954793930053
57,2.28,0.9398266673088074,31.998499995097518,234.64784240722656,236.19375610351562,1.5459136962890625,2.205474284362793,115.23446655273438,0.2220100462436676,False,24.786020278930664,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,275.6842855453491
58,2.32,0.9419220685958862,31.145900022238493,234.41043090820312,236.1074981689453,1.6970672607421875,2.2007972351074216,115.14452362060547,0.15132053196430206,False,25.039960861206055,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,275.0996543884277
59,2.36,0.939693808555603,32.78210002463311,234.69876098632812,236.02569580078125,1.326934814453125,2.1943797454833986,115.4194564819336,0.276233971118927,False,25.09773826599121,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,274.2974681854248
60,2.4,0.9405546188354492,31.94899996742606,234.54202270507812,235.9348602294922,1.3928375244140625,2.194348617553711,115.93527221679688,0.5862213969230652,False,24.59454917907715,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,274.29357719421387
61,2.44,0.9407289624214172,32.139900024048984,234.57330322265625,235.86195373535156,1.2886505126953125,2.1985743118286134,116.35000610351562,0.4200359582901001,False,24.44296646118164,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,274.82178897857665
62,2.48,0.9411908984184265,28.51360000204295,234.36517333984375,235.78543090820312,1.420257568359375,2.2009248596191404,116.25882720947266,0.13223950564861298,False,24.577224731445312,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,275.11560745239257
63,2.52,0.9376639127731323,33.984500041697174,234.77450561523438,235.7296905517578,0.9551849365234375,2.2019446884155274,116.69380950927734,0.4351648688316345,False,24.474899291992188,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,275.2430860519409
64,2.56,0.9398078918457031,33.43700000550598,235.130615234375,235.7023468017578,0.5717315673828125,2.194034536743164,117.19669342041016,0.5150758624076843,False,23.8864803314209,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,274.25431709289546
65,2.6,0.941198468208313,34.79240002343431,235.24594116210938,235.67144775390625,0.425506591796875,2.187627474975586,117.49215698242188,0.29947105050086975,False,23.712636947631836,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,273.4534343719482
66,2.64,0.9401079416275024,28.10599998338148,235.30325317382812,235.6430206298828,0.3397674560546875,2.1896808288574214,117.71527862548828,0.2501212954521179,False,23.451763153076172,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,273.7101036071777
67,2.68,0.9406437277793884,33.5272999946028,235.35226440429688,235.61114501953125,0.258880615234375,2.202693626403809,117.39940643310547,0.376440167427063,False,23.16539192199707,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,275.3367033004761
68,2.72,0.9392750859260559,30.194599996320903,235.39186096191406,235.5825653076172,0.190704345703125,2.199820751953125,117.53209686279297,0.2671414613723755,False,24.09438133239746,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,274.9775939941406
69,2.76,0.9386579394340515,34.82639999128878,235.4119873046875,235.54742431640625,0.13543701171875,2.208196499633789,117.63741302490234,0.33605140447616577,False,24.264835357666016,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,276.0245624542236
70,2.8,0.9376981258392334,51.442000025417656,235.5802001953125,235.5088348388672,-0.0713653564453125,2.19511467590332,117.6561508178711,0.22291113436222076,False,24.211647033691406,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,274.389334487915
71,2.84,0.9383980631828308,36.461599986068904,235.42279052734375,235.4725799560547,0.0497894287109375,2.2102965454101557,117.63086700439453,0.0593092180788517,False,24.609210968017578,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,276.2870681762695
72,2.88,0.9396272897720337,27.53150003263727,235.58055114746094,235.42189025878906,-0.158660888671875,2.211911073303223,117.57449340820312,0.11937420815229416,False,24.840335845947266,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,276.4888841629028
73,2.92,0.9387506246566772,28.811900003347546,235.22006225585938,235.33287048339844,0.1128082275390625,2.207803042602539,117.39478302001953,0.29989179968833923,False,25.4715576171875,True,1,1,0,double,0.0,0.0,STOPPED_ACTIVE,275.97538032531736
74,2.96,0.9374637007713318,32.471700047608465,234.69180297851562,235.23460388183594,0.5428009033203125,2.2140411575317382,117.26571655273438,0.4292636513710022,False,25.882123947143555,True,1,1,0,single,0.0,0.0,STOPPED_ACTIVE,276.75514469146725
75,3.0,0.9350546598434448,32.84850000636652,234.64828491210938,235.1424560546875,0.494171142578125,2.2053623016357418,117.32360076904297,0.39313963055610657,False,25.620180130004883,True,1,1,0,single,0.0,0.0,STOPPED_ACTIVE,275.67028770446774
76,3.04,0.9352523684501648,30.63329996075481,234.89105224609375,235.07534790039062,0.184295654296875,2.21456044921875,117.63137817382812,0.5499531626701355,False,25.140003204345703,True,1,1,0,single,0.0,0.0,STOPPED_ACTIVE,276.82005615234374
77,3.08,0.935437798500061,35.60020000441,234.85150146484375,235.02769470214844,0.1761932373046875,2.2055948272705077,117.9720458984375,0.46743273735046387,False,25.24925994873047,True,1,1,0,single,0.0,0.0,STOPPED_ACTIVE,275.69935340881347
78,3.12,0.93720543384552,33.1171999569051,235.48431396484375,235.02252197265625,-0.4617919921875,2.2089095626831052,118.07782745361328,0.16649362444877625,False,24.58003807067871,True,1,1,0,single,0.0,0.0,STOPPED_ACTIVE,276.1136953353882
79,3.16,0.9352402687072754,33.01469999132678,236.39865112304688,235.05831909179688,-1.34033203125,2.196787957763672,118.27294921875,0.3198995292186737,False,24.33819580078125,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,274.598494720459
80,3.2,0.9337435960769653,28.11949996976182,236.19534301757812,235.10406494140625,-1.091278076171875,2.211596836853027,118.1581039428711,0.49879857897758484,False,24.8837890625,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,276.4496046066284
81,3.24,0.9383463263511658,27.342700050212443,235.9436492919922,235.15025329589844,-0.79339599609375,2.2087101104736324,117.9676513671875,0.671517550945282,False,25.12038803100586,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,276.08876380920407
82,3.28,0.9360968470573425,29.387300019152462,236.35049438476562,235.21835327148438,-1.13214111328125,2.2169476501464844,117.72135162353516,0.8378615379333496,False,24.20972442626953,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,277.1184562683105
83,3.32,0.9334236979484558,32.15789998648688,236.67465209960938,235.30894470214844,-1.3657073974609375,2.196221740722656,117.2047348022461,0.8910166025161743,False,22.302200317382812,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,274.52771759033203
84,3.36,0.9323702454566956,28.482800000347197,236.81216430664062,235.39346313476562,-1.418701171875,2.192257598876953,116.93245697021484,0.31655535101890564,False,22.777883529663086,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,274.03219985961914
85,3.4,0.9315710663795471,35.30220000538975,237.2895050048828,235.50335693359375,-1.7861480712890625,2.1884220153808593,116.7936019897461,0.5485653281211853,False,23.485780715942383,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,273.5527519226074
86,3.44,0.9285954833030701,35.831800021696836,237.57289123535156,235.6233367919922,-1.949554443359375,2.194383480834961,116.48916625976562,0.5475635528564453,False,23.643230438232422,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,274.2979351043701
87,3.48,0.9179467558860779,32.269999966956675,236.7864227294922,235.72021484375,-1.0662078857421875,2.2082120635986326,115.82757568359375,0.7875540256500244,False,22.38492202758789,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,276.02650794982907
88,3.52,0.9137715697288513,29.809499974362552,236.09707641601562,235.77310180664062,-0.323974609375,2.1898461181640623,115.2021484375,0.6368703842163086,False,22.22921371459961,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,273.7307647705078
89,3.56,0.9195129871368408,34.42929999437183,235.7956085205078,235.79966735839844,0.004058837890625,2.1986982788085934,115.0686264038086,0.13784252107143402,False,22.00092124938965,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,274.8372848510742
90,3.6,0.917769730091095,42.824899952393025,235.92184448242188,235.8267364501953,-0.0951080322265625,2.217280563354492,114.92894744873047,0.154118150472641,False,21.27781867980957,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,277.1600704193115
91,3.64,0.9143456816673279,36.85089998180047,236.42877197265625,235.87173461914062,-0.557037353515625,2.1999451080322263,114.8121566772461,0.12219846993684769,False,21.078601837158203,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,274.9931385040283
92,3.68,0.9132957458496094,33.10540004167706,236.96380615234375,235.93621826171875,-1.027587890625,2.198397427368164,114.83443450927734,0.14567260444164276,False,20.606369018554688,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,274.7996784210205
93,3.72,0.9131138324737549,31.269999977666885,237.99722290039062,236.0404052734375,-1.956817626953125,2.2089628692626952,115.1678466796875,0.3666539192199707,False,20.47164535522461,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,276.1203586578369
94,3.76,0.9132084250450134,28.392799955327064,239.44923400878906,236.20191955566406,-3.247314453125,2.1924524597167965,115.7610855102539,0.5936230421066284,False,20.043176651000977,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,274.05655746459956
95,3.8,0.9189372658729553,35.54469998925924,240.82455444335938,236.41168212890625,-4.412872314453125,2.1923435119628905,117.1615219116211,1.4265940189361572,False,18.4664249420166,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,274.0429389953613
96,3.84,0.9238258600234985,29.77130003273487,242.65774536132812,236.70108032226562,-5.9566650390625,2.1671652191162107,119.2912826538086,2.1391141414642334,False,17.925050735473633,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,270.89565238952633
97,3.88,0.9258472323417664,34.31720001390204,243.98794555664062,237.03736877441406,-6.9505767822265625,2.176213407897949,120.3321533203125,1.041361927986145,False,17.09291648864746,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,272.0266759872436
98,3.92,0.9172416925430298,29.82460003113374,246.20230102539062,237.47665405273438,-8.72564697265625,2.1459944915771483,122.38538360595703,2.0593924522399902,False,17.553546905517578,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,268.24931144714355
99,3.96,0.9133146405220032,35.56280001066625,248.6683349609375,238.0357208251953,-10.632614135742188,2.5634987354278564,124.382568359375,1.9973015785217285,False,17.826139450073242,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,267.5073480606079
100,4.0,0.9135478734970093,35.467299981974065,249.56790161132812,238.6325225830078,-10.935379028320312,2.937101697921753,124.6571044921875,0.2780262529850006,False,18.049610137939453,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,267.33382930755613
101,4.04,0.9152168035507202,31.463899998925626,249.94683837890625,239.2347412109375,-10.71209716796875,3.2095229387283326,124.6250991821289,0.03726162761449814,False,18.578187942504883,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,268.74810733795164
102,4.08,0.9221252202987671,30.579500016756356,248.6773681640625,239.78778076171875,-8.88958740234375,3.305556535720825,121.8632583618164,2.7703654766082764,False,18.773435592651367,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,271.16481170654293
103,4.12,0.933493971824646,30.647899955511093,243.8797607421875,240.1236114501953,-3.7561492919921875,3.2590577602386475,115.82828521728516,6.038458824157715,False,19.915006637573242,False,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,278.2734775543213
104,4.16,0.9376931190490723,33.47720002057031,236.28564453125,240.11907958984375,3.83343505859375,3.4947413206100464,106.77335357666016,9.063551902770996,False,20.98190689086914,True,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,290.77836456298826
105,4.2,0.9299735426902771,30.47509997850284,227.9777069091797,239.79037475585938,11.812667846679688,4.395572805404663,98.31629180908203,8.465108871459961,False,22.123504638671875,True,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,294.0571666717529
106,4.24,0.9294707775115967,35.23529996164143,220.68203735351562,239.17990112304688,18.49786376953125,5.7885199069976805,91.85922241210938,6.457706928253174,False,22.141494750976562,True,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,296.3884540557861
107,4.28,0.9287149310112,30.067100015003234,217.25411987304688,238.4160614013672,21.161941528320312,7.097825860977173,88.0458755493164,3.817250967025757,False,21.525012969970703,True,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,299.3546150207519
108,4.32,0.9210581183433533,31.23970003798604,215.4326171875,237.5663604736328,22.133743286132812,8.20554256439209,87.861572265625,0.1874319612979889,False,21.136526107788086,True,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,300.82157707214355
109,4.36,0.9218682050704956,29.78460001759231,215.13107299804688,236.69912719726562,21.56805419921875,9.059098720550537,88.5141830444336,0.659852147102356,False,20.66815757751465,True,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,302.43793373107906
110,4.4,0.9195810556411743,34.35650002211332,217.51089477539062,235.90797424316406,18.397079467773438,9.568866062164307,91.66791534423828,3.154113531112671,False,21.018936157226562,True,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,298.6667655944824
111,4.44,0.9192785024642944,29.994499986059964,222.37265014648438,235.29998779296875,12.927337646484375,9.755580425262451,97.63738250732422,5.973783493041992,False,22.27056312561035,True,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,291.0924648284912
112,4.48,0.9271002411842346,30.387200007680804,229.71218872070312,235.0170135498047,5.3048248291015625,9.754484367370607,105.49883270263672,7.863567352294922,False,20.544729232788086,True,2,1,1,double,0.3731343190636555,22.38805914381933,JUMPING,284.4698907852173
113,4.52,0.9192124009132385,30.48419998958707,238.76351928710938,235.12367248535156,-3.6398468017578125,9.800787448883057,113.27400970458984,7.7794084548950195,False,17.3145751953125,False,3,1,2,double,0.4950495096249109,29.702970577494654,JUMPING,276.61867790222163
