frame_idx,timestamp,track_id,conf,infer_ms,jump_count,spm,state,dt,expected_dt,hip_amp,shoulder_amp,amp_ewma,lift_th,lift_noise_sigma,ground_y,hip_y,shoulder_ground_y,shoulder_y,is_airborne,bbox_x1,bbox_y1,bbox_x2,bbox_y2,track_cx,track_cy
10,0.4,3,0.748471736907959,27.669943869113922,0,0.0,IDLE,,,,,,9.62598659992218,1.0359377929687499,851.7376708984375,848.9520263671875,625.783203125,624.4014282226562,False,411,334,685,1297,529.9765625,851.3157348632812
11,0.44,1,0.8528661727905273,28.279792983084917,0,0.0,IDLE,,,,,,8.568880176544189,1.9377683349609374,878.3377075195312,874.8658447265625,647.59326171875,646.620361328125,False,1892,454,2175,1310,2030.2955322265625,874.8145141601562
11,0.44,3,0.7441452145576477,28.279792983084917,0,0.0,IDLE,,,,,,9.614172005653382,1.1482367797851563,851.6626586914062,850.163818359375,625.7769165039062,624.1767578125,False,418,335,685,1297,530.0950622558594,851.3321228027344
11,0.44,2,0.8105661273002625,28.279792983084917,0,0.0,IDLE,,,,,,8.593104600906372,2.618077587890625,858.7760620117188,855.1246337890625,619.08740234375,619.201904296875,False,1045,430,1537,1289,1254.9912719726562,855.2635192871094
12,0.48,1,0.841615617275238,28.113516978919506,0,0.0,IDLE,,,,,,8.534761190414429,2.3360180053710935,878.26708984375,876.4479370117188,647.72119140625,647.7802124023438,False,1886,455,2174,1309,2027.2955932617188,878.165283203125
12,0.48,2,0.8075268864631653,28.113516978919506,0,0.0,IDLE,,,,,,8.690619850158692,2.184943743896484,858.767578125,855.503662109375,619.2132568359375,620.0238037109375,False,1043,431,1543,1300,1256.2158203125,856.0461120605469
12,0.48,3,0.7515053153038025,28.113516978919506,0,0.0,IDLE,,,,,,9.644803261756897,1.223072607421875,851.587646484375,850.0478515625,625.7706909179688,623.4853515625,False,410,335,685,1299,529.1352844238281,849.49560546875
13,0.52,1,0.8407884836196899,32.53097296692431,0,0.0,IDLE,,,,,,8.552760314941407,2.324887646484375,878.1964721679688,877.09814453125,647.7713623046875,648.2247314453125,False,1886,455,2174,1311,2023.8171997070312,877.3404541015625
13,0.52,2,0.8319206833839417,32.53097296692431,0,0.0,IDLE,,,,,,8.684981203079223,2.4916620483398435,858.759033203125,858.1179809570312,619.781494140625,620.3424682617188,False,1038,434,1552,1302,1254.86669921875,860.8164672851562
13,0.52,3,0.7707090973854065,32.53097296692431,0,0.0,IDLE,,,,,,9.567665076255798,1.2176431640624998,851.5125732421875,849.853515625,625.764404296875,623.2542724609375,False,396,341,685,1298,533.0234680175781,849.3836975097656
14,0.56,2,0.8274644613265991,30.537751968950033,0,0.0,IDLE,,,,,,8.702143478393555,2.4580899902343747,858.9560546875,859.1388549804688,620.2150268554688,620.4921264648438,False,1040,432,1549,1303,1255.0861206054688,859.3848571777344
14,0.56,1,0.8539572954177856,30.537751968950033,0,0.0,IDLE,,,,,,8.564450025558472,2.3456100219726563,878.3095092773438,878.1612548828125,648.0469360351562,648.680908203125,False,1881,454,2173,1311,2026.5206298828125,878.7597351074219
14,0.56,3,0.7952318787574768,30.537751968950033,0,0.0,IDLE,,,,,,9.608047556877137,1.223072607421875,851.4375610351562,848.0601196289062,625.7581787109375,623.0202026367188,False,384,340,686,1301,536.0229949951172,846.0722961425781
15,0.6,1,0.837214469909668,31.740000937134027,0,0.0,IDLE,,,,,,8.622715330123901,2.544327648925781,878.5114135742188,878.614501953125,648.4528198242188,649.2762451171875,False,1882,453,2175,1316,2025.5057373046875,878.4031066894531
15,0.6,2,0.8305690288543701,31.740000937134027,0,0.0,IDLE,,,,,,8.583498001098633,2.369047119140625,858.927490234375,858.527099609375,620.18310546875,619.7235107421875,False,1045,435,1550,1294,1255.6673583984375,857.0078125
15,0.6,3,0.8389279842376709,31.740000937134027,0,0.0,IDLE,,,,,,9.394425916671754,1.1637106933593748,851.362548828125,848.395263671875,625.7518920898438,622.55078125,False,378,363,684,1303,531.2748565673828,849.2037658691406
16,0.64,1,0.8504375219345093,29.78614903986454,0,0.0,IDLE,,,,,,8.615648031234741,2.142548840332031,878.4907836914062,877.5726318359375,648.8451538085938,649.091552734375,False,1878,455,2176,1316,2028.5640869140625,875.8739318847656
16,0.64,2,0.8589640855789185,29.78614903986454,0,0.0,IDLE,,,,,,8.682795524597168,1.7127631530761718,858.8988647460938,858.422119140625,620.1512451171875,619.31201171875,False,1041,433,1547,1301,1253.1712036132812,857.87890625
16,0.64,3,0.8046769499778748,29.78614903986454,0,0.0,IDLE,,,,,,9.262413167953492,1.4483040161132812,851.2875366210938,847.3680419921875,625.74560546875,622.5709228515625,False,368,375,685,1301,531.458251953125,846.5243530273438
17,0.68,2,0.8413909673690796,29.997029108926654,0,0.0,IDLE,,,,,,8.687532091140747,1.9454600463867187,858.8703002929688,856.75830078125,620.119384765625,618.345458984375,False,1039,433,1549,1302,1251.6563110351562,854.7597961425781
17,0.68,1,0.8411546945571899,29.997029108926654,0,0.0,IDLE,,,,,,8.678318166732788,1.9438312133789062,878.4701538085938,877.7567138671875,648.884521484375,648.7958374023438,False,1878,450,2177,1318,2033.127197265625,877.8330078125
17,0.68,3,0.8148679137229919,29.997029108926654,0,0.0,IDLE,,,,,,8.963243007659912,1.4735056823730468,851.2125244140625,847.5797729492188,625.7393798828125,622.7257690429688,False,355,403,686,1299,531.5010986328125,848.2708740234375
18,0.72,1,0.8383767008781433,31.630025943741202,0,0.0,IDLE,,,,,,8.633976316452026,1.6394204223632811,878.4495849609375,877.8701171875,648.85498046875,648.076171875,False,1879,453,2181,1317,2027.0156860351562,877.8504638671875
18,0.72,2,0.8445335626602173,31.630025943741202,0,0.0,IDLE,,,,,,8.626635646820068,2.218515802001953,858.8417358398438,855.7919921875,620.0875244140625,618.3929443359375,False,1035,437,1542,1300,1248.7396240234375,855.1095886230469
18,0.72,3,0.7952193021774292,31.630025943741202,0,0.0,IDLE,,,,,,8.661746406555176,1.4987073486328124,851.227783203125,851.100341796875,625.7330932617188,624.564697265625,False,357,438,682,1304,529.9169006347656,855.0174255371094
19,0.76,1,0.8473433256149292,27.66017196699977,0,0.0,IDLE,,,,,,8.572391939163209,1.9438312133789062,878.428955078125,875.3880615234375,648.825439453125,646.597900390625,False,1879,457,2181,1314,2030.599853515625,872.6828308105469
19,0.76,2,0.8705917596817017,27.66017196699977,0,0.0,IDLE,,,,,,8.544027042388917,2.236297229003906,858.8131713867188,855.8695068359375,620.0556640625,619.2271118164062,False,1033,438,1539,1292,1251.9171142578125,856.4720458984375
19,0.76,3,0.8159011602401733,27.66017196699977,0,0.0,IDLE,,,,,,8.335900068283081,1.6208245788574218,851.86376953125,858.00927734375,625.9012451171875,627.684814453125,False,344,458,682,1292,535.1965637207031,864.278076171875
20,0.8,1,0.8477299809455872,28.22893112897873,0,0.0,IDLE,,,,,,8.549579858779907,2.142548840332031,878.4083251953125,872.50732421875,648.7958374023438,646.1546630859375,False,1880,457,2185,1312,2031.0623779296875,870.1912536621094
20,0.8,3,0.8233096599578857,28.22893112897873,0,0.0,IDLE,,,,,,8.197195959091186,2.1001086914062497,852.9989013671875,863.76806640625,626.9636840820312,630.789306640625,False,340,470,683,1290,540.4577941894531,866.9844665527344
20,0.8,2,0.8471854329109192,28.22893112897873,0,0.0,IDLE,,,,,,8.56614818572998,2.3514919189453125,858.7846069335938,855.014892578125,620.0238037109375,617.122314453125,False,1043,439,1533,1295,1245.8208618164062,854.4720153808594
21,0.84,3,0.8149685263633728,28.38730183430016,0,0.0,IDLE,,,,,,8.1221529006958,2.0364937133789063,857.5082397460938,866.452880859375,627.6126708984375,632.5301513671875,False,339,475,684,1287,546.0877075195312,865.5274658203125
21,0.84,2,0.8478869199752808,28.38730183430016,0,0.0,IDLE,,,,,,8.330966520309449,2.4220746826171875,858.7760620117188,853.4735107421875,619.9937744140625,614.9195556640625,False,1043,436,1531,1269,1247.3964233398438,852.3795471191406
21,0.84,1,0.8422570824623108,28.38730183430016,0,0.0,IDLE,,,,,,8.577475261688233,2.142548840332031,878.3836059570312,868.9794311523438,648.7843627929688,645.4122924804688,True,1873,453,2188,1311,2033.2918090820312,866.6792907714844
22,0.88,3,0.7848474979400635,27.541718911379576,0,0.0,IDLE,,,,,,8.199862718582153,2.0377605834960937,862.6163330078125,868.902587890625,630.1683959960938,633.8147583007812,False,331,473,686,1293,546.5777893066406,868.0078735351562
22,0.88,2,0.8270140886306763,27.541718911379576,0,0.0,IDLE,,,,,,8.645176792144776,2.640700268554687,858.767578125,853.56103515625,619.9637451171875,614.1348876953125,False,1048,437,1524,1301,1246.20458984375,854.4806823730469
22,0.88,1,0.8671876192092896,27.541718911379576,0,0.0,IDLE,,,,,,8.593265962600709,2.142548840332031,878.35888671875,867.5579833984375,648.7728271484375,645.0933837890625,True,1868,454,2202,1314,2033.6638793945312,868.1245422363281
23,0.92,1,0.8664690852165222,27.712772134691477,0,0.0,IDLE,,,,,,8.539719200134277,2.142548840332031,878.334228515625,864.31640625,648.7613525390625,644.7574462890625,True,1870,455,2204,1309,2035.759033203125,862.8274841308594
23,0.92,2,0.8195001482963562,27.712772134691477,0,0.0,IDLE,,,,,,8.423743057250977,2.4548323242187498,858.759033203125,852.7760620117188,619.9337158203125,613.90283203125,False,1050,438,1515,1280,1245.778076171875,852.5182189941406
23,0.92,3,0.818862795829773,27.712772134691477,0,0.0,IDLE,,,,,,8.142576742172242,2.3483699890136718,865.6474609375,869.569091796875,632.0078735351562,633.6481323242188,False,317,474,693,1288,547.7726135253906,867.0905151367188
24,0.96,3,0.8393375873565674,27.733908966183662,0,0.0,IDLE,,,,,,8.125604581832885,2.6588889038085934,866.6246948242188,866.7392578125,632.380859375,632.1568603515625,False,317,476,701,1289,545.8812103271484,861.3703002929688
24,0.96,1,0.8962178230285645,27.733908966183662,0,0.0,IDLE,,,,,,8.53244891166687,2.142548840332031,878.3095092773438,860.6109619140625,648.7498779296875,643.5261840820312,True,1869,455,2211,1308,2031.2362060546875,859.082763671875
24,0.96,2,0.8412419557571411,27.733908966183662,0,0.0,IDLE,,,,,,8.55595235824585,2.4548323242187498,858.75048828125,850.6976928710938,619.9036865234375,614.1298828125,False,1054,438,1513,1294,1239.8049926757812,849.175048828125
25,1.0,2,0.8346239328384399,27.792187174782157,0,0.0,IDLE,,,,,,8.493758583068848,2.4548323242187498,858.741943359375,850.9439697265625,619.8736572265625,614.481201171875,False,1051,442,1511,1291,1237.9020385742188,852.2837829589844
25,1.0,1,0.6569467186927795,27.792187174782157,0,0.0,IDLE,,,,,,8.60487027168274,2.142548840332031,878.2847900390625,857.4207763671875,648.7384033203125,642.1600952148438,True,1873,453,2211,1313,2037.7061767578125,856.8802490234375
25,1.0,3,0.8082984685897827,27.792187174782157,0,0.0,IDLE,,,,,,8.2657845703125,2.7552615234375,866.5960693359375,865.185791015625,632.343505859375,631.6668701171875,False,313,475,712,1286,546.0220184326172,862.7333068847656
26,1.04,1,0.7093697786331177,27.880792040377855,0,0.0,IDLE,,,,,,8.561135244369508,2.142548840332031,878.2600708007812,853.6559448242188,648.7268676757812,640.4677124023438,True,1879,454,2209,1310,2035.1660766601562,852.6799011230469
26,1.04,3,0.8490525484085083,27.880792040377855,0,0.0,IDLE,,,,,,10.895806933593748,3.6319356445312496,866.5674438476562,863.7064208984375,632.30615234375,631.8558959960938,False,311,476,723,1285,547.5466613769531,862.0583801269531
26,1.04,2,0.8242100477218628,27.880792040377855,0,0.0,IDLE,,,,,,8.56179313659668,2.4548323242187498,858.7334594726562,851.927490234375,619.8436279296875,615.109130859375,False,1055,443,1501,1299,1233.4112548828125,853.6342163085938
27,1.08,2,0.8162518739700317,27.6781830471009,0,0.0,IDLE,,,,,,8.635393927001953,2.8784646423339844,858.7249145507812,853.0194091796875,619.8135986328125,615.8541259765625,False,1059,441,1501,1295,1235.4921875,854.3324279785156
27,1.08,3,0.7955350875854492,27.6781830471009,0,0.0,IDLE,,,,,,8.09124140739441,2.29122509765625,866.538818359375,864.77978515625,632.7611694335938,633.3001708984375,False,316,477,731,1286,547.4048156738281,866.267822265625
27,1.08,1,0.8602095246315002,27.6781830471009,0,0.0,IDLE,,,,,,8.513937377929688,2.142548840332031,878.2353515625,851.3553466796875,648.7153930664062,639.3955078125,True,1869,460,2209,1311,2031.361572265625,852.1873474121094
28,1.12,2,0.8334509134292603,27.77983993291855,0,0.0,IDLE,,,,,,8.557989120483398,2.4913905761718746,858.7163696289062,854.3987426757812,619.7835693359375,617.6112060546875,False,1056,444,1502,1299,1231.1854858398438,855.6200866699219
28,1.12,3,0.7875781059265137,27.77983993291855,0,0.0,IDLE,,,,,,8.040620183944702,2.101918505859375,866.5101318359375,865.0267333984375,633.3697509765625,634.1444091796875,False,319,478,733,1282,544.3134765625,865.2163696289062
28,1.12,1,0.8186353445053101,27.77983993291855,0,0.0,IDLE,,,,,,8.519911623001098,2.142548840332031,878.210693359375,854.471435546875,648.7039184570312,639.7744140625,True,1875,463,2202,1315,2029.4310302734375,860.6736145019531
29,1.16,3,0.7939728498458862,27.428440982475877,0,0.0,IDLE,,,,,,8.05654821395874,1.791354345703125,866.4815063476562,865.5897827148438,633.664794921875,635.443359375,False,326,477,731,1282,548.4817504882812,866.0509033203125
29,1.16,2,0.8071838617324829,27.428440982475877,0,0.0,IDLE,,,,,,8.548655462265016,2.4156498413085936,858.7078857421875,856.3970947265625,619.7535400390625,619.549560546875,False,1055,446,1510,1301,1229.9710693359375,857.8981018066406
29,1.16,1,0.8758930563926697,27.428440982475877,0,0.0,IDLE,,,,,,8.523968410491943,2.142548840332031,878.1859741210938,859.14111328125,648.6923828125,642.96044921875,True,1872,460,2208,1312,2024.042724609375,865.1144104003906
30,1.2,1,0.5211809873580933,27.69765700213611,0,0.0,IDLE,,,,,,8.549790143966675,2.142548840332031,878.1612548828125,861.9427490234375,648.680908203125,642.76171875,True,1871,460,2210,1315,2029.9937133789062,864.2066345214844
30,1.2,2,0.8478485345840454,27.69765700213611,0,0.0,IDLE,,,,,,8.466572141647339,2.4548323242187498,858.6993408203125,857.8242797851562,620.0238037109375,620.9677124023438,False,1055,453,1513,1300,1228.6265869140625,858.2876586914062
30,1.2,3,0.7985173463821411,27.69765700213611,0,0.0,IDLE,,,,,,8.08506245613098,1.2796293090820312,866.452880859375,866.2830810546875,633.8147583007812,635.8504638671875,False,332,477,734,1286,545.9640045166016,866.7424621582031
31,1.24,1,0.8326365947723389,27.709297835826874,0,0.0,IDLE,,,,,,8.50791335105896,2.142548840332031,878.1321411132812,859.7479858398438,648.6353149414062,642.7573852539062,True,1873,460,2213,1310,2021.1478881835938,856.1590270996094
31,1.24,3,0.8108815550804138,27.709297835826874,0,0.0,IDLE,,,,,,8.066594696044922,1.5317364624023437,866.7106323242188,867.271484375,634.1114501953125,636.476318359375,False,338,478,731,1285,543.7775573730469,867.900634765625
31,1.24,2,0.8114196062088013,27.709297835826874,0,0.0,IDLE,,,,,,8.472370433807374,2.791865020751953,858.7760620117188,860.052734375,620.3106079101562,621.9124145507812,False,1054,448,1523,1296,1229.6145629882812,861.2095031738281
32,1.28,1,0.826776385307312,28.01916003227234,0,0.0,IDLE,,,,,,8.538796949386597,2.142548840332031,878.10302734375,858.3785400390625,648.5896606445312,642.0096435546875,True,1866,461,2209,1315,2023.0216064453125,856.7101135253906
32,1.28,2,0.8126171231269836,28.01916003227234,0,0.0,IDLE,,,,,,8.468929481506347,2.52577705078125,859.01318359375,859.1231689453125,620.4622192382812,621.727783203125,False,1047,450,1534,1297,1229.8128662109375,856.6618957519531
32,1.28,3,0.7970101833343506,28.01916003227234,0,0.0,IDLE,,,,,,8.043829822540284,1.8626610351562498,867.1650390625,868.5927734375,635.18359375,637.2962646484375,False,345,480,720,1284,546.9609680175781,869.3804626464844
33,1.32,1,0.8291938304901123,27.659191051498055,0,0.0,IDLE,,,,,,8.501356744766236,2.142548840332031,878.0739135742188,855.489990234375,648.5440673828125,641.05517578125,True,1864,460,2209,1310,2021.2448120117188,852.7413330078125
33,1.32,3,0.7827209830284119,27.659191051498055,0,0.0,IDLE,,,,,,8.072989511489869,2.1715963623046872,868.1964111328125,869.22265625,635.7283325195312,636.25,False,354,479,711,1286,543.9855346679688,869.0596008300781
33,1.32,2,0.8248513340950012,27.659191051498055,0,0.0,IDLE,,,,,,8.586086225509645,2.5847770019531247,858.984619140625,858.6431884765625,620.8250122070312,621.216064453125,False,1040,447,1549,1305,1227.6005859375,857.3784484863281
34,1.36,1,0.8224939703941345,27.5383940897882,0,0.0,IDLE,,,,,,8.524973058700562,2.142548840332031,878.0447998046875,853.7996826171875,648.4984130859375,640.7783203125,True,1866,462,2210,1314,2019.2002563476562,853.1090698242188
34,1.36,2,0.8099861145019531,27.5383940897882,0,0.0,IDLE,,,,,,8.612249565124513,2.5222479125976562,858.9560546875,856.9364013671875,620.7774658203125,620.3147583007812,False,1040,447,1556,1309,1228.3944702148438,854.7745971679688
34,1.36,3,0.7852136492729187,27.5383940897882,0,0.0,IDLE,,,,,,8.039970016479492,2.480531689453125,868.7786865234375,870.1173095703125,636.0444946289062,636.173828125,False,360,480,701,1284,545.7726898193359,870.27734375
35,1.4,1,0.8125402927398682,29.329396784305573,0,0.0,IDLE,,,,,,8.460897874832153,2.142548840332031,878.0156860351562,853.025146484375,648.4528198242188,641.3939819335938,True,1865,464,2205,1310,2018.4078369140625,853.4888916015625
35,1.4,3,0.7843952775001526,29.329396784305573,0,0.0,IDLE,,,,,,8.479704638671874,2.8265682128906247,869.0626220703125,869.4537963867188,636.0121459960938,635.4724731445312,False,363,480,693,1285,544.0441741943359,867.9503784179688
35,1.4,2,0.8332247734069824,29.329396784305573,0,0.0,IDLE,,,,,,8.436753273010254,2.5847770019531247,858.927490234375,855.0045166015625,620.7299194335938,619.491943359375,False,1037,449,1568,1293,1230.8292846679688,853.2505798339844
36,1.44,1,0.8101997375488281,27.917825849726796,0,0.0,IDLE,,,,,,8.452206659317017,2.142548840332031,877.986572265625,850.3011474609375,648.4072265625,642.618896484375,True,1867,460,2204,1306,2017.8428955078125,848.6058044433594
36,1.44,2,0.8393456935882568,27.917825849726796,0,0.0,IDLE,,,,,,8.352712154388428,2.5334687622070313,858.8988647460938,853.5531005859375,620.682373046875,619.30078125,False,1037,446,1572,1281,1230.3065795898438,852.8178405761719
36,1.44,3,0.7744795083999634,27.917825849726796,0,0.0,IDLE,,,,,,8.244066796875,2.748022265625,869.0306396484375,867.329345703125,635.9797973632812,634.1908569335938,False,370,477,693,1282,545.0410766601562,864.7569580078125
37,1.48,3,0.7725439071655273,28.141416143625975,0,0.0,IDLE,,,,,,8.043201541900634,2.6435054809570313,869.0306396484375,866.6531982421875,635.9797973632812,633.268798828125,False,374,479,692,1283,542.2291412353516,866.3460388183594
37,1.48,2,0.8563651442527771,28.141416143625975,0,0.0,IDLE,,,,,,8.443239068984985,2.5334687622070313,858.8988647460938,851.0888061523438,620.682373046875,618.1455078125,False,1033,438,1576,1282,1233.0215454101562,849.5212707519531
37,1.48,1,0.7610197067260742,28.141416143625975,0,0.0,IDLE,,,,,,8.044615602493286,2.2412742187499997,877.986572265625,846.9168701171875,648.4072265625,643.4234619140625,True,1872,458,2204,1263,2029.9817504882812,845.0399169921875
38,1.52,2,0.6015865802764893,27.820554096251726,0,0.0,IDLE,,,,,,8.603347635269165,2.5513859252929687,858.8988647460938,851.6279296875,620.7132568359375,620.5435791015625,False,1031,441,1577,1301,1241.6375732421875,853.6400146484375
38,1.52,3,0.7930709719657898,27.820554096251726,0,0.0,IDLE,,,,,,8.071257019042969,2.4113967773437497,869.0306396484375,865.514892578125,635.9797973632812,632.4498901367188,False,379,480,687,1287,544.4884796142578,864.8194580078125
38,1.52,1,0.7483364343643188,27.820554096251726,0,0.0,IDLE,,,,,,7.664775323867798,2.1821837768554686,877.8020629882812,843.8502197265625,648.4072265625,644.845703125,True,1868,463,2205,1229,2031.0794067382812,842.8593139648438
39,1.56,2,0.8677014708518982,27.66121318563819,0,0.0,IDLE,,,,,,8.553264999389649,2.654726330566406,858.8140258789062,852.5594482421875,621.0670776367188,621.7515869140625,False,1028,441,1578,1296,1239.1864624023438,854.3815002441406
39,1.56,3,0.8019890189170837,27.66121318563819,0,0.0,IDLE,,,,,,8.064908123016357,2.248061022949219,869.0306396484375,865.0467529296875,635.9797973632812,629.9302978515625,False,384,481,685,1287,544.9734344482422,865.252685546875
39,1.56,1,0.8028810024261475,27.66121318563819,0,0.0,IDLE,,,,,,8.220069408416748,2.4319381713867188,877.8020629882812,849.0859375,648.4072265625,646.192626953125,True,1853,467,2204,1289,2025.0305786132812,856.9986267089844
40,1.6,2,0.8044504523277283,28.104868018999696,0,0.0,IDLE,,,,,,8.59144721031189,2.4156498413085936,858.8140258789062,854.185791015625,621.4207763671875,622.4376220703125,False,1030,441,1583,1300,1241.3911743164062,856.1878051757812
40,1.6,3,0.7541052103042603,28.104868018999696,0,0.0,IDLE,,,,,,8.063061904907226,2.1144062255859373,869.0306396484375,863.797119140625,635.9797973632812,628.40966796875,False,388,480,679,1286,544.6510009765625,863.1314697265625
