frame_idx,timestamp,track_id,conf,infer_ms,jump_count,spm,state,dt,expected_dt,miss_fix_applied,added_extra_count,hip_amp,shoulder_amp,shoulder_amp_th,shoulder_noise_sigma,shoulder_amp_ewma,amp_ewma,lift_th,lift_noise_sigma,ground_y,hip_y,shoulder_ground_y,shoulder_y,is_airborne,bbox_x1,bbox_y1,bbox_x2,bbox_y2
14,0.56,1,0.8539572954177856,28.025062987580895,0,0.0,IDLE,,,False,0,,,27.40624008178711,0.7997570068359374,,,8.564450025558472,2.3456100219726563,878.3095092773438,878.1612548828125,648.0469360351562,648.680908203125,False,1881,454,2173,1311
14,0.56,3,0.7952318787574768,28.025062987580895,0,0.0,IDLE,,,False,0,,,30.745752182006836,1.0458012817382811,,,9.608047556877137,1.223072607421875,851.4375610351562,848.0601196289062,625.7581787109375,623.0202026367188,False,384,340,686,1301
15,0.6,1,0.837214469909668,28.07238418608904,0,0.0,IDLE,,,False,0,,,27.592689056396484,0.8597976013183594,,,8.622715330123901,2.544327648925781,878.5114135742188,878.614501953125,648.4528198242188,649.2762451171875,False,1882,453,2175,1316
15,0.6,2,0.8305690288543701,28.07238418608904,0,0.0,IDLE,,,False,0,,,27.467193603515625,1.6700062866210936,,,8.583498001098633,2.369047119140625,858.927490234375,858.527099609375,620.18310546875,619.7235107421875,False,1045,435,1550,1294
15,0.6,3,0.8389279842376709,28.07238418608904,0,0.0,IDLE,,,False,0,,,30.06216293334961,1.2019882690429686,,,9.394425916671754,1.1637106933593748,851.362548828125,848.395263671875,625.7518920898438,622.55078125,False,378,363,684,1303
16,0.64,1,0.8504375219345093,28.3512722235173,0,0.0,IDLE,,,False,0,,,27.570073699951173,1.1713119140625,,,8.615648031234741,2.142548840332031,878.4907836914062,877.5726318359375,648.8451538085938,649.091552734375,False,1878,455,2176,1316
16,0.64,2,0.8589640855789185,28.3512722235173,0,0.0,IDLE,,,False,0,,,27.784945678710937,1.3626545471191405,,,8.682795524597168,1.7127631530761718,858.8988647460938,858.422119140625,620.1512451171875,619.31201171875,False,1041,433,1547,1301
16,0.64,3,0.8046769499778748,28.3512722235173,0,0.0,IDLE,,,False,0,,,29.639722137451173,1.3682197265625,,,9.262413167953492,1.4483040161132812,851.2875366210938,847.3680419921875,625.74560546875,622.5709228515625,False,368,375,685,1301
17,0.68,2,0.8413909673690796,28.122032061219215,0,0.0,IDLE,,,False,0,,,27.80010269165039,1.2907596679687499,,,8.687532091140747,1.9454600463867187,858.8703002929688,856.75830078125,620.119384765625,618.345458984375,False,1039,433,1549,1302
17,0.68,1,0.8411546945571899,28.122032061219215,0,0.0,IDLE,,,False,0,,,27.77061813354492,1.1893195678710937,,,8.678318166732788,1.9438312133789062,878.4701538085938,877.7567138671875,648.884521484375,648.7958374023438,False,1878,450,2177,1318
17,0.68,3,0.8148679137229919,28.122032061219215,0,0.0,IDLE,,,False,0,,,28.68237762451172,1.3732872070312498,,,8.963243007659912,1.4735056823730468,851.2125244140625,847.5797729492188,625.7393798828125,622.7257690429688,False,355,403,686,1299
18,0.72,1,0.8383767008781433,31.8353280890733,0,0.0,IDLE,,,False,0,,,27.628724212646485,1.1078779174804687,,,8.633976316452026,1.6394204223632811,878.4495849609375,877.8701171875,648.85498046875,648.076171875,False,1879,453,2181,1317
18,0.72,2,0.8445335626602173,31.8353280890733,0,0.0,IDLE,,,False,0,,,27.60523406982422,1.2450618530273436,,,8.626635646820068,2.218515802001953,858.8417358398438,855.7919921875,620.0875244140625,618.3929443359375,False,1035,437,1542,1300
18,0.72,3,0.7952193021774292,31.8353280890733,0,0.0,IDLE,,,False,0,,,27.717588500976564,1.3682197265625,,,8.661746406555176,1.4987073486328124,851.227783203125,851.100341796875,625.7330932617188,624.564697265625,False,357,438,682,1304
19,0.76,1,0.8473433256149292,28.062413912266493,0,0.0,IDLE,,,False,0,,,27.431654205322268,1.1893195678710937,,,8.572391939163209,1.9438312133789062,878.428955078125,875.3880615234375,648.825439453125,646.597900390625,False,1879,457,2181,1314
19,0.76,2,0.8705917596817017,28.062413912266493,0,0.0,IDLE,,,False,0,,,27.340886535644533,1.2203578857421875,,,8.544027042388917,2.236297229003906,858.8131713867188,855.8695068359375,620.0556640625,619.2271118164062,False,1033,438,1539,1292
19,0.76,3,0.8159011602401733,28.062413912266493,0,0.0,IDLE,,,False,0,,,26.67488021850586,1.3732872070312498,,,8.335900068283081,1.6208245788574218,851.86376953125,858.00927734375,625.9012451171875,627.684814453125,False,344,458,682,1292
20,0.8,1,0.8477299809455872,28.50023307837546,0,0.0,IDLE,,,False,0,,,27.358655548095705,1.2073272216796875,,,8.549579858779907,2.142548840332031,878.4083251953125,872.50732421875,648.7958374023438,646.1546630859375,False,1880,457,2185,1312
20,0.8,3,0.8233096599578857,28.50023307837546,0,0.0,IDLE,,,False,0,,,26.231027069091798,1.5941750610351562,,,8.197195959091186,2.1001086914062497,852.9989013671875,863.76806640625,626.9636840820312,630.789306640625,False,340,470,683,1290
20,0.8,2,0.8471854329109192,28.50023307837546,0,0.0,IDLE,,,False,0,,,27.411674194335937,1.2450618530273436,,,8.56614818572998,2.3514919189453125,858.7846069335938,855.014892578125,620.0238037109375,617.122314453125,False,1043,439,1533,1295
21,0.84,3,0.8149685263633728,28.130919905379415,0,0.0,IDLE,,,False,0,,,25.99088928222656,1.6504602905273436,,,8.1221529006958,2.0364937133789063,857.5082397460938,866.452880859375,627.6126708984375,632.5301513671875,False,339,475,684,1287
21,0.84,1,0.8422570824623108,28.130919905379415,0,0.0,IDLE,,,False,0,,,27.447920837402343,1.12860029296875,,,8.577475261688233,2.142548840332031,878.3836059570312,868.9794311523438,648.7843627929688,645.4122924804688,True,1873,453,2188,1311
21,0.84,2,0.8478869199752808,28.130919905379415,0,0.0,IDLE,,,False,0,,,26.659092864990235,1.2697658203125,,,8.330966520309449,2.4220746826171875,858.7760620117188,853.4735107421875,619.9937744140625,614.9195556640625,False,1043,436,1531,1269
22,0.88,3,0.7848474979400635,27.91242697276175,0,0.0,IDLE,,,False,0,,,26.239560699462892,1.5941750610351562,,,8.199862718582153,2.0377605834960937,862.6163330078125,868.902587890625,630.1683959960938,633.8147583007812,False,331,473,686,1293
22,0.88,1,0.8671876192092896,27.91242697276175,0,0.0,IDLE,,,False,0,,,27.498451080322265,1.0186540649414062,,,8.593265962600709,2.142548840332031,878.35888671875,867.5579833984375,648.7728271484375,645.0933837890625,True,1868,454,2202,1314
22,0.88,2,0.8270140886306763,27.91242697276175,0,0.0,IDLE,,,False,0,,,27.66456573486328,1.9726977539062498,,,8.645176792144776,2.640700268554687,858.767578125,853.56103515625,619.9637451171875,614.1348876953125,False,1048,437,1524,1301
23,0.92,1,0.8664690852165222,28.273221105337143,0,0.0,IDLE,,,False,0,,,27.327101440429686,1.133351055908203,,,8.539719200134277,2.142548840332031,878.334228515625,864.31640625,648.7613525390625,644.7574462890625,True,1870,455,2204,1309
23,0.92,2,0.8195001482963562,28.273221105337143,0,0.0,IDLE,,,False,0,,,26.955977783203124,1.9726977539062498,,,8.423743057250977,2.4548323242187498,858.759033203125,852.7760620117188,619.9337158203125,613.90283203125,False,1050,438,1515,1280
23,0.92,3,0.818862795829773,28.273221105337143,0,0.0,IDLE,,,False,0,,,26.056245574951173,3.0715265991210936,,,8.142576742172242,2.3483699890136718,865.6474609375,869.569091796875,632.0078735351562,633.6481323242188,False,317,474,693,1288
24,0.96,1,0.8962178230285645,28.283727820962667,0,0.0,IDLE,,,False,0,,,27.303836517333984,1.2104039062499998,,,8.53244891166687,2.142548840332031,878.3095092773438,860.6109619140625,648.7498779296875,643.5261840820312,True,1869,455,2211,1308
24,0.96,3,0.8393375873565674,28.283727820962667,0,0.0,IDLE,,,False,0,,,26.001934661865235,2.2109598266601562,,,8.125604581832885,2.6588889038085934,866.6246948242188,866.7392578125,632.380859375,632.1568603515625,False,317,476,701,1289
24,0.96,2,0.8412419557571411,28.283727820962667,0,0.0,IDLE,,,False,0,,,27.37904754638672,2.2305058227539063,,,8.55595235824585,2.4548323242187498,858.75048828125,850.6976928710938,619.9036865234375,614.1298828125,False,1054,438,1513,1294
25,1.0,2,0.8346239328384399,28.075800044462085,0,0.0,IDLE,,,False,0,,,27.180027465820313,2.4795362915039063,,,8.493758583068848,2.4548323242187498,858.741943359375,850.9439697265625,619.8736572265625,614.481201171875,False,1051,442,1511,1291
25,1.0,1,0.6569467186927795,28.075800044462085,0,0.0,IDLE,,,False,0,,,27.535584869384767,1.2104039062499998,,,8.60487027168274,2.142548840332031,878.2847900390625,857.4207763671875,648.7384033203125,642.1600952148438,True,1873,453,2211,1313
25,1.0,3,0.8082984685897827,28.075800044462085,0,0.0,IDLE,,,False,0,,,25.96340286254883,2.1192474792480467,,,8.2657845703125,2.7552615234375,866.5960693359375,865.185791015625,632.343505859375,631.6668701171875,False,313,475,712,1286
26,1.04,1,0.7093697786331177,28.440275928005576,0,0.0,IDLE,,,False,0,,,27.39563278198242,1.2104039062499998,,,8.561135244369508,2.142548840332031,878.2600708007812,853.6559448242188,648.7268676757812,640.4677124023438,True,1879,454,2209,1310
26,1.04,3,0.8490525484085083,28.440275928005576,0,0.0,IDLE,,,False,0,,,25.891958770751955,1.5813253784179686,,,10.895806933593748,3.6319356445312496,866.5674438476562,863.7064208984375,632.30615234375,631.8558959960938,False,311,476,723,1285
26,1.04,2,0.8242100477218628,28.440275928005576,0,0.0,IDLE,,,False,0,,,27.397738037109377,2.915973046875,,,8.56179313659668,2.4548323242187498,858.7334594726562,851.927490234375,619.8436279296875,615.109130859375,False,1055,443,1501,1299
27,1.08,2,0.8162518739700317,28.16922008059919,0,0.0,IDLE,,,False,0,,,27.32264373779297,3.386253332519531,,,8.635393927001953,2.8784646423339844,858.7249145507812,853.0194091796875,619.8135986328125,615.8541259765625,False,1059,441,1501,1295
27,1.08,3,0.7955350875854492,28.16922008059919,0,0.0,IDLE,,,False,0,,,25.89197250366211,1.8613036743164062,,,8.09124140739441,2.29122509765625,866.538818359375,864.77978515625,632.7611694335938,633.3001708984375,False,316,477,731,1286
27,1.08,1,0.8602095246315002,28.16922008059919,0,0.0,IDLE,,,False,0,,,27.244599609375,1.2104039062499998,,,8.513937377929688,2.142548840332031,878.2353515625,851.3553466796875,648.7153930664062,639.3955078125,True,1869,460,2209,1311
28,1.12,2,0.8334509134292603,27.87475218065083,0,0.0,IDLE,,,False,0,,,27.385565185546877,3.1317029296874996,,,8.557989120483398,2.4913905761718746,858.7163696289062,854.3987426757812,619.7835693359375,617.6112060546875,False,1056,444,1502,1299
28,1.12,3,0.7875781059265137,27.87475218065083,0,0.0,IDLE,,,False,0,,,25.729984588623047,1.676295391845703,,,8.040620183944702,2.101918505859375,866.5101318359375,865.0267333984375,633.3697509765625,634.1444091796875,False,319,478,733,1282
28,1.12,1,0.8186353445053101,27.87475218065083,0,0.0,IDLE,,,False,0,,,27.263717193603515,1.2104039062499998,,,8.519911623001098,2.142548840332031,878.210693359375,854.471435546875,648.7039184570312,639.7744140625,True,1875,463,2202,1315
29,1.16,3,0.7939728498458862,28.092864202335477,0,0.0,IDLE,,,False,0,,,25.78095428466797,1.6575185668945311,,,8.05654821395874,1.791354345703125,866.4815063476562,865.5897827148438,633.664794921875,635.443359375,False,326,477,731,1282
29,1.16,2,0.8071838617324829,28.092864202335477,0,0.0,IDLE,,,False,0,,,27.355697479248047,2.8683749267578125,,,8.548655462265016,2.4156498413085936,858.7078857421875,856.3970947265625,619.7535400390625,619.549560546875,False,1055,446,1510,1301
29,1.16,1,0.8758930563926697,28.092864202335477,0,0.0,IDLE,,,False,0,,,27.27669891357422,1.1831661987304687,,,8.523968410491943,2.142548840332031,878.1859741210938,859.14111328125,648.6923828125,642.96044921875,True,1872,460,2208,1312
30,1.2,1,0.5211809873580933,27.788087027147412,0,0.0,IDLE,,,False,0,,,27.35932846069336,1.4733699462890624,,,8.549790143966675,2.142548840332031,878.1612548828125,861.9427490234375,648.680908203125,642.76171875,True,1871,460,2210,1315
30,1.2,2,0.8478485345840454,27.788087027147412,0,0.0,IDLE,,,False,0,,,27.093030853271486,2.42732314453125,,,8.466572141647339,2.4548323242187498,858.6993408203125,857.8242797851562,620.0238037109375,620.9677124023438,False,1055,453,1513,1300
30,1.2,3,0.7985173463821411,27.788087027147412,0,0.0,IDLE,,,False,0,,,25.87219985961914,1.6950722167968748,,,8.08506245613098,1.2796293090820312,866.452880859375,866.2830810546875,633.8147583007812,635.8504638671875,False,332,477,734,1286
31,1.24,1,0.8326365947723389,28.803563909605145,0,0.0,IDLE,,,False,0,,,27.225322723388672,1.5964825744628905,,,8.50791335105896,2.142548840332031,878.1321411132812,859.7479858398438,648.6353149414062,642.7573852539062,True,1873,460,2213,1310
31,1.24,3,0.8108815550804138,28.803563909605145,0,0.0,IDLE,,,False,0,,,25.81310302734375,2.176075653076172,,,8.066594696044922,1.5317364624023437,866.7106323242188,867.271484375,634.1114501953125,636.476318359375,False,338,478,731,1285
31,1.24,2,0.8114196062088013,28.803563909605145,0,0.0,IDLE,,,False,0,,,27.111585388183595,2.054456121826172,,,8.472370433807374,2.791865020751953,858.7760620117188,860.052734375,620.3106079101562,621.9124145507812,False,1054,448,1523,1296
32,1.28,1,0.826776385307312,30.32620786689222,0,0.0,IDLE,,,False,0,,,27.32415023803711,1.5964825744628905,,,8.538796949386597,2.142548840332031,878.10302734375,858.3785400390625,648.5896606445312,642.0096435546875,True,1866,461,2209,1315
32,1.28,2,0.8126171231269836,30.32620786689222,0,0.0,IDLE,,,False,0,,,27.100574340820312,1.9128833862304686,,,8.468929481506347,2.52577705078125,859.01318359375,859.1231689453125,620.4622192382812,621.727783203125,False,1047,450,1534,1297
32,1.28,3,0.7970101833343506,30.32620786689222,0,0.0,IDLE,,,False,0,,,25.740255432128908,2.6571695800781248,,,8.043829822540284,1.8626610351562498,867.1650390625,868.5927734375,635.18359375,637.2962646484375,False,345,480,720,1284
33,1.32,1,0.8291938304901123,30.023026978597045,0,0.0,IDLE,,,False,0,,,27.204341583251953,1.5964825744628905,,,8.501356744766236,2.142548840332031,878.0739135742188,855.489990234375,648.5440673828125,641.05517578125,True,1864,460,2209,1310
33,1.32,3,0.7827209830284119,30.023026978597045,0,0.0,IDLE,,,False,0,,,25.83356643676758,2.659386602783203,,,8.072989511489869,2.1715963623046872,868.1964111328125,869.22265625,635.7283325195312,636.25,False,354,479,711,1286
33,1.32,2,0.8248513340950012,30.023026978597045,0,0.0,IDLE,,,False,0,,,27.47547592163086,1.805154180908203,,,8.586086225509645,2.5847770019531247,858.984619140625,858.6431884765625,620.8250122070312,621.216064453125,False,1040,447,1549,1305
34,1.36,1,0.8224939703941345,27.924905065447092,0,0.0,IDLE,,,False,0,,,27.279913787841796,1.5964825744628905,,,8.524973058700562,2.142548840332031,878.0447998046875,853.7996826171875,648.4984130859375,640.7783203125,True,1866,462,2210,1314
34,1.36,2,0.8099861145019531,27.924905065447092,0,0.0,IDLE,,,False,0,,,27.55919860839844,1.7347976440429687,,,8.612249565124513,2.5222479125976562,858.9560546875,856.9364013671875,620.7774658203125,620.3147583007812,False,1040,447,1556,1309
34,1.36,3,0.7852136492729187,27.924905065447092,0,0.0,IDLE,,,False,0,,,25.727904052734374,2.9042092529296872,,,8.039970016479492,2.480531689453125,868.7786865234375,870.1173095703125,636.0444946289062,636.173828125,False,360,480,701,1284
35,1.4,1,0.8125402927398682,27.953264070674777,0,0.0,IDLE,,,False,0,,,27.074873199462893,1.5964825744628905,,,8.460897874832153,2.142548840332031,878.0156860351562,853.025146484375,648.4528198242188,641.3939819335938,True,1865,464,2205,1310
35,1.4,3,0.7843952775001526,27.953264070674777,0,0.0,IDLE,,,False,0,,,25.74312698364258,2.7380682861328123,,,8.479704638671874,2.8265682128906247,869.0626220703125,869.4537963867188,636.0121459960938,635.4724731445312,False,363,480,693,1285
35,1.4,2,0.8332247734069824,27.953264070674777,0,0.0,IDLE,,,False,0,,,26.997610473632815,1.7347976440429687,,,8.436753273010254,2.5847770019531247,858.927490234375,855.0045166015625,620.7299194335938,619.491943359375,False,1037,449,1568,1293
36,1.44,1,0.8101997375488281,28.592164861038327,0,0.0,IDLE,,,False,0,,,27.047061309814453,1.7195952026367187,,,8.452206659317017,2.142548840332031,877.986572265625,850.3011474609375,648.4072265625,642.618896484375,True,1867,460,2204,1306
36,1.44,2,0.8393456935882568,28.592164861038327,0,0.0,IDLE,,,False,0,,,26.728678894042968,1.6942125549316405,,,8.352712154388428,2.5334687622070313,858.8988647460938,853.5531005859375,620.682373046875,619.30078125,False,1037,446,1572,1281
36,1.44,3,0.7744795083999634,28.592164861038327,0,0.0,IDLE,,,False,0,,,25.74578842163086,2.5293966796875,,,8.244066796875,2.748022265625,869.0306396484375,867.329345703125,635.9797973632812,634.1908569335938,False,370,477,693,1282
37,1.48,3,0.7725439071655273,28.203106950968504,0,0.0,IDLE,,,False,0,,,25.738244934082033,2.457863763427734,,,8.043201541900634,2.6435054809570313,869.0306396484375,866.6531982421875,635.9797973632812,633.268798828125,False,374,479,692,1283
37,1.48,2,0.8563651442527771,28.203106950968504,0,0.0,IDLE,,,False,0,,,27.018365020751954,1.6536274658203125,,,8.443239068984985,2.5334687622070313,858.8988647460938,851.0888061523438,620.682373046875,618.1455078125,False,1033,438,1576,1282
37,1.48,1,0.7610197067260742,28.203106950968504,0,0.0,IDLE,,,False,0,,,25.742769927978514,1.757782287597656,,,8.044615602493286,2.2412742187499997,877.986572265625,846.9168701171875,648.4072265625,643.4234619140625,True,1872,458,2204,1263
38,1.52,2,0.6015865802764893,28.126360150054097,0,0.0,IDLE,,,False,0,,,27.53071243286133,1.7237577758789062,,,8.603347635269165,2.5513859252929687,858.8988647460938,851.6279296875,620.7132568359375,620.5435791015625,False,1031,441,1577,1301
38,1.52,3,0.7930709719657898,28.126360150054097,0,0.0,IDLE,,,False,0,,,25.8280224609375,2.45772802734375,,,8.071257019042969,2.4113967773437497,869.0306396484375,865.514892578125,635.9797973632812,632.4498901367188,False,379,480,687,1287
38,1.52,1,0.7483364343643188,28.126360150054097,0,0.0,IDLE,,,False,0,,,24.527281036376955,2.1650810302734373,,,7.664775323867798,2.1821837768554686,877.8020629882812,843.8502197265625,648.4072265625,644.845703125,True,1868,463,2205,1229
39,1.56,2,0.8677014708518982,28.064276091754436,0,0.0,IDLE,,,False,0,,,27.370447998046874,1.72945869140625,,,8.553264999389649,2.654726330566406,858.8140258789062,852.5594482421875,621.0670776367188,621.7515869140625,False,1028,441,1578,1296
39,1.56,3,0.8019890189170837,28.064276091754436,0,0.0,IDLE,,,False,0,,,25.807705993652345,2.45772802734375,,,8.064908123016357,2.248061022949219,869.0306396484375,865.0467529296875,635.9797973632812,629.9302978515625,False,384,481,685,1287
39,1.56,1,0.8028810024261475,28.064276091754436,0,0.0,IDLE,,,False,0,,,26.304222106933594,2.0101609130859375,,,8.220069408416748,2.4319381713867188,877.8020629882812,849.0859375,648.4072265625,646.192626953125,True,1853,467,2204,1289
40,1.6,2,0.8044504523277283,27.72899204865098,0,0.0,IDLE,,,False,0,,,27.492631072998048,1.6293759521484374,,,8.59144721031189,2.4156498413085936,858.8140258789062,854.185791015625,621.4207763671875,622.4376220703125,False,1030,441,1583,1300
