frame_idx,timestamp,best_conf,infer_ms,jump_count,jump_type,spm,state,cycle_ok,dt,expected_dt,hip_amp,shoulder_amp,amp_ewma,lift_th,lift_noise_sigma,ground_y,hip_y,shoulder_ground_y,shoulder_y,is_airborne
0,0.0,0.914583146572113,16.977085964754224,0,unknown,0.0,IDLE,False,,,,,,,,,,,,False
1,0.03333333333333333,0.9081146121025085,11.599552002735436,0,unknown,0.0,IDLE,False,,,,,,,,,,,,False
2,0.06666666666666667,0.8970480561256409,12.066315044648945,0,unknown,0.0,IDLE,False,,,,,,,,,233.99435424804688,,149.69223022460938,False
3,0.1,0.8990851640701294,10.988886002451181,0,unknown,0.0,IDLE,False,,,,,,,,,233.88809204101562,,148.7471160888672,False
4,0.13333333333333333,0.8986493349075317,12.12890399619937,0,unknown,0.0,IDLE,False,,,,,,,,,234.14044189453125,,149.34991455078125,False
5,0.16666666666666666,0.8966993093490601,11.34979899507016,0,unknown,0.0,IDLE,False,,,,,,,,,234.73480224609375,,149.33010864257812,False
6,0.2,0.887138843536377,12.033967999741435,0,unknown,0.0,IDLE,False,,,,,,,,,234.41439819335938,,148.963623046875,False
7,0.23333333333333334,0.8908750414848328,11.08405995182693,0,unknown,0.0,IDLE,False,,,,,,,,,234.5994873046875,,149.04461669921875,False
8,0.26666666666666666,0.9000740051269531,12.245101970620453,0,unknown,0.0,IDLE,False,,,,,,,,,234.635986328125,,149.27346801757812,False
9,0.3,0.9115887880325317,10.814466048032045,0,unknown,0.0,IDLE,False,,,,,,,,,234.933349609375,,149.5623779296875,False
10,0.3333333333333333,0.9140745401382446,11.76961394958198,0,unknown,0.0,IDLE,False,,,,,,,,,234.93162536621094,,149.54257202148438,False
11,0.36666666666666664,0.9210764169692993,10.929708019830287,0,unknown,0.0,IDLE,False,,,,,,4.0,0.46664934539794917,235.00962829589844,235.69610595703125,149.69422912597656,149.71226501464844,False
12,0.4,0.9259681701660156,12.063765898346901,0,unknown,0.0,IDLE,False,,,,,,4.0,0.44087080078124996,235.69610595703125,236.8020477294922,149.69223022460938,149.63079833984375,False
13,0.43333333333333335,0.9093152284622192,11.003146995790303,0,unknown,0.0,IDLE,False,,,,,,4.0,0.6048626129150391,236.6914520263672,237.26983642578125,149.690185546875,149.6717987060547,False
14,0.4666666666666667,0.9126079678535461,12.031907914206386,0,unknown,0.0,IDLE,False,,,,,,4.0,0.8811986572265624,237.17628479003906,238.16578674316406,149.708251953125,149.77439880371094,False
15,0.5,0.9316578507423401,10.957213002257049,0,unknown,0.0,IDLE,False,,,,,,4.0,1.1354097198486328,237.22109985351562,237.1073760986328,149.7062530517578,148.872314453125,False
16,0.5333333333333333,0.9131327867507935,11.976290959864855,0,unknown,0.0,IDLE,False,,,,,,4.0,1.1730086151123047,237.38804626464844,237.46685791015625,149.70425415039062,148.43873596191406,False
17,0.5666666666666667,0.622368574142456,10.955063975416124,0,unknown,0.0,IDLE,False,,,,,,4.0,1.2825928802490234,237.54013061523438,237.61341857910156,149.70223999023438,148.13320922851562,False
18,0.6,0.9082009792327881,12.358892010524869,0,unknown,0.0,IDLE,False,,,,,,4.176463568115234,1.392154522705078,237.7344207763672,237.91592407226562,149.7002410888672,148.09417724609375,False
19,0.6333333333333333,0.9006698131561279,10.991222923621535,0,unknown,0.0,IDLE,False,,,,,,6.109073931884765,2.0363579772949216,237.99087524414062,238.250244140625,149.6982421875,148.3767852783203,False
20,0.6666666666666666,0.905678927898407,11.989235994406044,0,unknown,0.0,IDLE,False,,,,,,6.919282617187499,2.3064275390624998,238.18267822265625,238.56640625,149.6962432861328,148.33547973632812,False
