frame_idx,timestamp,best_conf,infer_ms,jump_count,jump_type,spm,state,cycle_ok,dt,expected_dt,hip_amp,shoulder_amp,amp_ewma,lift_th,lift_noise_sigma,ground_y,hip_y,shoulder_ground_y,shoulder_y,is_airborne
0,0.0,0.7679501175880432,33.431655960157514,0,unknown,0.0,IDLE,False,,,,,,,,,227.63800048828125,,133.98355102539062,False
1,0.03333333333333333,0.768412172794342,28.947518090717494,0,unknown,0.0,IDLE,False,,,,,,,,,231.59095764160156,,137.10809326171875,False
2,0.06666666666666667,0.767616331577301,27.126075932756066,0,unknown,0.0,IDLE,False,,,,,,,,,257.8110656738281,,150.66281127929688,False
3,0.1,0.8063645958900452,26.8682959722355,0,unknown,0.0,IDLE,False,,,,,,,,,261.95672607421875,,153.13323974609375,False
4,0.13333333333333333,0.7499744892120361,26.29630092997104,0,unknown,0.0,IDLE,False,,,,,,,,,268.2923583984375,,160.0269775390625,False
5,0.16666666666666666,0.7595128417015076,26.364260003902018,0,unknown,0.0,IDLE,False,,,,,,,,,268.29351806640625,,163.96176147460938,False
6,0.2,0.7775826454162598,26.3242149958387,0,unknown,0.0,IDLE,False,,,,,,,,,263.4852294921875,,161.24208068847656,False
7,0.23333333333333334,0.7917828559875488,26.3285810360685,0,unknown,0.0,IDLE,False,,,,,,,,,259.44720458984375,,159.2633056640625,False
8,0.26666666666666666,0.7961267232894897,26.251076022163033,0,unknown,0.0,IDLE,False,,,,,,,,,256.7015075683594,,157.81344604492188,False
9,0.3,0.8050734400749207,26.35675307828933,0,unknown,0.0,IDLE,False,,,,,,26.555447933077815,8.90462644958496,268.29248046875,251.47305297851562,161.51405334472656,152.00987243652344,False
10,0.3333333333333333,0.8305237889289856,26.438628905452788,0,unknown,0.0,IDLE,False,,,,,,26.956515575945378,9.396737622070312,268.2923583984375,241.04766845703125,161.24208068847656,144.236328125,True
11,0.36666666666666664,0.819585919380188,26.553491945378482,0,unknown,0.0,IDLE,False,,,,,,27.000849013030532,12.798555358886718,267.8116455078125,233.349365234375,161.12057495117188,138.25469970703125,True
12,0.4,0.7757343053817749,26.239903992973268,0,unknown,0.0,IDLE,False,,,,,,27.027552916109563,17.184595440673828,267.3309326171875,230.65765380859375,160.99905395507812,134.51364135742188,True
13,0.43333333333333335,0.7647398710250854,26.282210019417107,0,unknown,0.0,IDLE,False,,,,,,26.912692299485208,20.19648865356445,266.8502197265625,229.99795532226562,160.87754821777344,133.0084686279297,True
14,0.4666666666666667,0.7454210519790649,26.251418981701136,0,unknown,0.0,IDLE,False,,,,,,27.116082541644577,24.93630221557617,266.3695068359375,229.12364196777344,160.75604248046875,133.61492919921875,True
15,0.5,0.7450361251831055,26.36280399747193,0,unknown,0.0,IDLE,False,,,,,,26.964567495882513,22.44071513214111,265.8887939453125,233.01419067382812,160.634521484375,136.59347534179688,True
16,0.5333333333333333,0.7857790589332581,26.528932969085872,1,unknown,0.0,JUMPING,True,,,36.28443908691406,27.504547119140625,36.28443908691406,26.095370292663578,17.678561672973633,265.4080810546875,239.97518920898438,160.5130157470703,142.4228057861328,False
17,0.5666666666666667,0.7879218459129333,26.282327948138118,1,unknown,0.0,JUMPING,False,,,,,36.28443908691406,18.199697744750974,6.066565914916992,264.9273681640625,248.97726440429688,160.39151000976562,151.05319213867188,False
18,0.6,0.7435331344604492,26.283027953468263,1,unknown,0.0,JUMPING,False,,,,,36.28443908691406,18.199697744750974,6.066565914916992,264.4466552734375,254.58920288085938,160.27000427246094,157.08233642578125,False
19,0.6333333333333333,0.8136152029037476,26.409236947074533,1,unknown,0.0,JUMPING,False,,,,,36.28443908691406,18.43906832885742,6.14635610961914,263.9659423828125,254.51803588867188,160.1484832763672,156.70648193359375,False
20,0.6666666666666666,0.7916663289070129,26.299774996005,1,unknown,0.0,JUMPING,False,,,,,36.28443908691406,18.43906832885742,6.14635610961914,263.4852294921875,252.65771484375,160.0269775390625,156.11581420898438,False
21,0.7,0.765451967716217,26.586334919556975,1,unknown,0.0,JUMPING,False,,,,,36.28443908691406,18.43906832885742,6.14635610961914,263.3323669433594,247.82351684570312,159.9506072998047,151.33511352539062,False
22,0.7333333333333333,0.838764488697052,26.73425094690174,1,unknown,0.0,JUMPING,False,,,,,36.28443908691406,18.43906832885742,6.14635610961914,263.1795349121094,239.39280700683594,159.87423706054688,144.17323303222656,True
23,0.7666666666666667,0.7524296045303345,26.80983697064221,1,unknown,0.0,JUMPING,False,,,,,36.28443908691406,18.43906832885742,6.14635610961914,263.02667236328125,233.37203979492188,159.79788208007812,138.43453979492188,True
24,0.8,0.7448017001152039,26.62453695666045,1,unknown,0.0,JUMPING,False,,,,,36.28443908691406,18.43906832885742,6.14635610961914,262.87384033203125,230.5477752685547,159.7215118408203,136.70086669921875,True
25,0.8333333333333334,0.736695408821106,26.283193030394614,1,unknown,0.0,JUMPING,False,,,,,36.28443908691406,18.43906832885742,6.14635610961914,262.7209777832031,228.98251342773438,159.6451416015625,135.9128875732422,True
26,0.8666666666666667,0.7112530469894409,26.380988070741296,1,unknown,0.0,JUMPING,False,,,,,36.28443908691406,18.43906832885742,6.14635610961914,262.568115234375,227.9318084716797,159.5687713623047,135.98703002929688,True
27,0.9,0.7874559164047241,26.23405703343451,1,unknown,0.0,JUMPING,False,,,,,36.28443908691406,18.43906832885742,6.14635610961914,262.415283203125,238.94345092773438,159.49240112304688,143.8658447265625,True
28,0.9333333333333333,0.7505395412445068,26.24090702738613,2,unknown,150.00000894069726,JUMPING,True,0.4,0.4,34.33061218261719,23.503158569335938,35.795982360839844,18.43906832885742,6.14635610961914,262.2624206542969,253.88165283203125,159.41604614257812,151.94058227539062,False
29,0.9666666666666667,0.7382792234420776,26.25051699578762,2,unknown,150.00000894069726,JUMPING,False,,0.4,,,35.795982360839844,16.72153179016113,5.573843930053711,262.88702392578125,262.820556640625,159.3396759033203,157.0533447265625,False
