frame_idx,timestamp,best_conf,infer_ms,jump_count,jump_type,spm,state,cycle_ok,dt,expected_dt,hip_amp,shoulder_amp,amp_ewma,lift_th,lift_noise_sigma,ground_y,hip_y,shoulder_ground_y,shoulder_y,is_airborne
0,0.0,0.8156266808509827,33.70167803950608,0,unknown,0.0,IDLE,False,,,,,,,,,231.08453369140625,,141.55694580078125,False
1,0.03333333333333333,0.7803401947021484,27.895605890080333,0,unknown,0.0,IDLE,False,,,,,,,,,230.75967407226562,,141.05322265625,False
2,0.06666666666666667,0.8079692125320435,27.22985902801156,0,unknown,0.0,IDLE,False,,,,,,,,,231.84832763671875,,140.81845092773438,False
3,0.1,0.8167315721511841,26.77548793144524,0,unknown,0.0,IDLE,False,,,,,,,,,232.6404266357422,,141.15164184570312,False
4,0.13333333333333333,0.7830228805541992,27.167659951373935,0,unknown,0.0,IDLE,False,,,,,,,,,233.92123413085938,,140.91983032226562,False
5,0.16666666666666666,0.7924356460571289,27.485407190397382,0,unknown,0.0,IDLE,False,,,,,,,,,234.20883178710938,,140.58448791503906,False
6,0.2,0.7837110161781311,27.05422299914062,0,unknown,0.0,IDLE,False,,,,,,,,,235.1735382080078,,141.4328155517578,False
7,0.23333333333333334,0.7797143459320068,27.14881906285882,0,unknown,0.0,IDLE,False,,,,,,,,,235.10203552246094,,141.49862670898438,False
8,0.26666666666666666,0.8042296171188354,26.960469083860517,0,unknown,0.0,IDLE,False,,,,,,,,,236.23422241210938,,142.4325408935547,False
9,0.3,0.8172243237495422,31.70787892304361,0,unknown,0.0,IDLE,False,,,,,,7.992242427062987,2.6640808090209958,236.54505920410156,239.3425750732422,142.6973419189453,145.08059692382812,False
10,0.3333333333333333,0.775790810585022,27.373329969123006,0,unknown,0.0,IDLE,False,,,,,,4.71771120300293,1.5725704010009764,239.3425750732422,241.3596649169922,145.08059692382812,148.52914428710938,False
11,0.36666666666666664,0.8105988502502441,26.791229145601392,0,unknown,0.0,IDLE,False,,,,,,10.723863249206541,3.5746210830688474,241.157958984375,241.95223999023438,148.18429565429688,151.53851318359375,False
12,0.4,0.7970783710479736,27.046862058341503,0,unknown,0.0,IDLE,False,,,,,,14.471841934204102,4.823947311401367,241.83372497558594,242.80711364746094,150.93663024902344,153.10818481445312,False
13,0.43333333333333335,0.8077358603477478,27.487308019772172,0,unknown,0.0,IDLE,False,,,,,,16.329458111572265,5.443152703857422,242.55064392089844,243.1414337158203,152.6372833251953,153.86566162109375,False
14,0.4666666666666667,0.828450083732605,26.916952105239034,0,unknown,0.0,IDLE,False,,,,,,4.0,1.1334528579711913,242.4651641845703,241.27810668945312,152.5443572998047,151.6986083984375,False
15,0.5,0.8452520966529846,27.178677963092923,0,unknown,0.0,IDLE,False,,,,,,4.0,1.1334528579711913,242.37966918945312,236.36880493164062,152.4033966064453,145.39334106445312,True
16,0.5333333333333333,0.8029127717018127,26.980225928127766,0,unknown,0.0,IDLE,False,,,,,,6.437962463378906,2.1459874877929686,242.294189453125,228.87911987304688,152.26243591308594,137.49542236328125,True
