frame_idx,timestamp,hip_y,head_y,head_move_px,head_drop_event,ankle_distance,is_airborne,jump_count,single_count,double_count,jump_type,freq_hz,spm,state
0,0.0,194.17013549804688,88.77581024169922,0.0,False,17.641870498657227,False,0,0,0,unknown,0.0,0.0,IDLE
1,0.04,198.0528106689453,91.85823822021484,3.2796378135681152,False,20.89630126953125,False,0,0,0,unknown,0.0,0.0,IDLE
2,0.08,201.2763214111328,96.3359375,4.548817157745361,False,23.282848358154297,False,0,0,0,unknown,0.0,0.0,IDLE
3,0.12,204.84092712402344,99.46807861328125,3.282668113708496,False,22.29384422302246,False,0,0,0,unknown,0.0,0.0,IDLE
4,0.16,207.41696166992188,101.19979095458984,1.7701592445373535,False,22.44037628173828,False,0,0,0,single,0.0,0.0,IDLE
5,0.2,207.09176635742188,100.66051483154297,0.5549476146697998,False,23.393157958984375,False,0,0,0,single,0.0,0.0,IDLE
6,0.24,204.8799591064453,97.54061126708984,3.1261703968048096,False,24.781829833984375,False,0,0,0,single,0.0,0.0,IDLE
7,0.28,201.3417205810547,93.39093017578125,4.167374610900879,False,25.491559982299805,False,0,0,0,single,0.0,0.0,IDLE
8,0.32,197.4185333251953,89.695556640625,3.7417991161346436,False,24.350114822387695,True,0,0,0,single,0.0,0.0,IDLE
9,0.36,194.20823669433594,87.34044647216797,2.505326747894287,False,22.76099395751953,True,0,0,0,single,0.0,0.0,IDLE
10,0.4,193.125732421875,86.4795913696289,1.2073975801467896,False,24.79479217529297,True,0,0,0,single,0.0,0.0,IDLE
11,0.44,193.84902954101562,86.80300903320312,1.0880721807479858,False,26.537240982055664,True,0,0,0,single,0.0,0.0,IDLE
12,0.48,195.78369140625,89.5328369140625,2.858084201812744,False,28.231775283813477,True,0,0,0,single,0.0,0.0,IDLE
13,0.52,198.63204956054688,93.3344497680664,3.9158434867858887,False,26.329471588134766,True,0,0,0,single,0.0,0.0,IDLE
14,0.56,202.74200439453125,96.77902221679688,3.5089006423950195,False,24.4317569732666,True,0,0,0,single,0.0,0.0,IDLE
15,0.6,205.35235595703125,98.36083984375,1.605582356452942,False,24.812685012817383,True,0,0,0,single,0.0,0.0,IDLE
16,0.64,205.2671356201172,97.35590362548828,1.0149370431900024,False,25.672819137573242,True,0,0,0,single,0.0,0.0,IDLE
17,0.68,202.9459228515625,94.06646728515625,3.2948801517486572,False,27.079397201538086,True,0,0,0,single,0.0,0.0,IDLE
18,0.72,199.2220458984375,89.69900512695312,4.3682169914245605,False,27.63153648376465,True,0,0,0,single,0.0,0.0,IDLE
19,0.76,195.55816650390625,85.85066986083984,3.8564698696136475,False,25.373109817504883,True,0,0,0,single,0.0,0.0,IDLE
20,0.8,193.42279052734375,83.68417358398438,2.1693570613861084,False,23.0255069732666,True,0,0,0,single,0.0,0.0,IDLE
21,0.84,193.06246948242188,83.21239471435547,0.6083711385726929,False,21.56368637084961,True,0,0,0,single,0.0,0.0,IDLE
