frame_idx,timestamp,best_conf,infer_ms,jump_count,single_count,double_count,jump_type,spm,state,cycle_ok,dt,expected_dt,hip_amp,shoulder_amp,amp_ewma,lift_th,lift_noise_sigma,ground_y,hip_y,shoulder_ground_y,shoulder_y,ankle_distance,is_airborne
0,0.0,0.9172816276550293,17.206694930791855,0,0,0,unknown,0.0,IDLE,False,,,,,,,,,218.43960571289062,,130.7106475830078,25.12032699584961,False
1,0.03333333333333333,0.9187779426574707,12.015252839773893,0,0,0,unknown,0.0,IDLE,False,,,,,,,,,218.254638671875,,130.80125427246094,25.911314010620117,False
2,0.06666666666666667,0.9135807752609253,11.975761968642473,0,0,0,unknown,0.0,IDLE,False,,,,,,,,,209.92428588867188,,123.68653869628906,21.221904754638672,False
3,0.1,0.879816472530365,11.14733424037695,0,0,0,unknown,0.0,IDLE,False,,,,,,,,,208.78778076171875,,119.7393798828125,16.021869659423828,False
4,0.13333333333333333,0.885755717754364,12.011325918138027,0,0,0,double,0.0,IDLE,False,,,,,,,,,210.56924438476562,,118.27000427246094,21.03144073486328,False
5,0.16666666666666666,0.9013954401016235,11.09320204705,0,0,0,double,0.0,IDLE,False,,,,,,,,,211.16238403320312,,118.48660278320312,18.90520477294922,False
6,0.2,0.8683118224143982,11.891694273799658,0,0,0,double,0.0,IDLE,False,,,,,,,,,215.0601806640625,,121.40408325195312,21.500181198120117,False
7,0.23333333333333334,0.8815066814422607,12.594442814588547,0,0,0,double,0.0,IDLE,False,,,,,,,,,217.07362365722656,,123.40231323242188,20.87871742248535,False
8,0.26666666666666666,0.8803913593292236,13.934825081378222,0,0,0,double,0.0,IDLE,False,,,,,,,,,219.8860626220703,,129.08531188964844,17.113317489624023,False
9,0.3,0.8929528594017029,11.261689011007547,0,0,0,double,0.0,IDLE,False,,,,,,6.254583013916015,2.0848610046386717,220.4499053955078,225.52455139160156,131.4465789794922,137.25457763671875,14.58679485321045,False
10,0.3333333333333333,0.8996178507804871,12.01567379757762,0,0,0,double,0.0,IDLE,False,,,,,,23.984562561511996,8.764003866577148,225.52455139160156,234.34744262695312,137.25457763671875,145.01914978027344,11.131943702697754,False
11,0.36666666666666664,0.8732594847679138,10.984983760863543,0,0,0,double,0.0,IDLE,False,,,,,,23.97328075408936,10.079173406982422,233.46514892578125,237.93740844726562,144.24269104003906,147.84725952148438,13.535496711730957,False
12,0.4,0.8890072703361511,12.32303399592638,0,0,0,double,0.0,IDLE,False,,,,,,24.929522364139558,10.778372598266602,234.2995147705078,234.1077880859375,144.89187622070312,144.38275146484375,14.710546493530273,False
13,0.43333333333333335,0.8989089727401733,11.164100840687752,0,0,0,double,0.0,IDLE,False,,,,,,25.18210672736168,11.091787216186523,234.27554321289062,231.25949096679688,144.82823181152344,141.44454956054688,14.082160949707031,False
14,0.4666666666666667,0.9113757610321045,12.018768582493067,0,0,0,double,0.0,IDLE,False,,,,,,25.44076821088791,10.789208862304687,234.2515869140625,222.16964721679688,144.76458740234375,134.92379760742188,15.805948257446289,False
15,0.5,0.9208346009254456,11.09588472172618,0,0,0,double,0.0,IDLE,False,,,,,,25.90647886157036,10.646674662780761,234.2276153564453,213.83641052246094,144.70095825195312,128.030029296875,15.895259857177734,False
16,0.5333333333333333,0.915130615234375,11.938061099499464,0,0,0,double,0.0,IDLE,False,,,,,,25.77964369416237,10.778372598266602,234.20364379882812,208.25192260742188,144.63731384277344,122.84197998046875,14.442740440368652,True
17,0.5666666666666667,0.9065113067626953,13.785948976874352,0,0,0,double,0.0,IDLE,False,,,,,,26.126856315135957,10.996975561523437,234.1796875,206.46359252929688,144.57366943359375,120.03952026367188,12.730371475219727,True
18,0.6,0.9163789749145508,12.923023663461208,0,0,0,double,0.0,IDLE,False,,,,,,25.989544471502306,10.59960817565918,234.1557159423828,206.78713989257812,144.51002502441406,120.56999206542969,11.852602005004883,True
