frame_idx,timestamp,hip_y,head_y,head_move_px,head_drop_event,ankle_distance,is_airborne,jump_count,single_count,double_count,jump_type,freq_hz,spm,state
0,0.0,182.67333984375,111.47421264648438,0.0,False,17.531475067138672,False,0,0,0,unknown,0.0,0.0,IDLE
1,0.04,182.41738891601562,111.29785919189453,0.3229164183139801,False,17.855941772460938,False,0,0,0,unknown,0.0,0.0,IDLE
2,0.08,182.40237426757812,111.45821380615234,0.506217360496521,False,18.138547897338867,False,0,0,0,unknown,0.0,0.0,IDLE
3,0.12,182.50582885742188,111.36843872070312,0.18797671794891357,False,17.8385009765625,False,0,0,0,unknown,0.0,0.0,IDLE
4,0.16,182.6773681640625,111.43305206298828,0.11096890270709991,False,17.570110321044922,False,0,0,0,double,0.0,0.0,IDLE
5,0.2,182.61056518554688,111.4192123413086,0.15764449536800385,False,17.820932388305664,False,0,0,0,double,0.0,0.0,IDLE
6,0.24,182.56002807617188,111.49500274658203,0.08134129643440247,False,17.921403884887695,False,0,0,0,double,0.0,0.0,IDLE
7,0.28,182.55471801757812,111.3075180053711,0.19060228765010834,False,17.96381187438965,False,0,0,0,double,0.0,0.0,IDLE
8,0.32,182.82228088378906,111.66219329833984,0.36731868982315063,False,17.85148811340332,False,0,0,0,double,0.0,0.0,IDLE
9,0.36,182.73440551757812,111.64342498779297,0.05343073979020119,False,17.465824127197266,False,0,0,0,double,0.0,0.0,IDLE
10,0.4,182.7493896484375,111.6048812866211,0.04381496086716652,False,17.328025817871094,False,0,0,0,double,0.0,0.0,IDLE
11,0.44,182.87252807617188,111.73336791992188,0.20114128291606903,False,17.42544937133789,False,0,0,0,double,0.0,0.0,IDLE
12,0.48,183.01858520507812,111.85639190673828,0.14057782292366028,False,17.5007381439209,False,0,0,0,double,0.0,0.0,IDLE
13,0.52,182.81483459472656,112.15618133544922,0.3311038911342621,False,17.317733764648438,False,0,0,0,double,0.0,0.0,IDLE
14,0.56,182.3270263671875,112.30191802978516,0.1634155958890915,False,17.211772918701172,False,0,0,0,double,0.0,0.0,IDLE
15,0.6,182.16946411132812,112.42755126953125,0.13479940593242645,False,17.641414642333984,False,0,0,0,double,0.0,0.0,IDLE
16,0.64,183.10035705566406,112.17144012451172,0.397754967212677,False,17.421098709106445,False,0,0,0,double,0.0,0.0,IDLE
17,0.68,182.70468139648438,112.02986907958984,0.20791840553283691,False,17.20154571533203,False,0,0,0,double,0.0,0.0,IDLE
18,0.72,182.84310913085938,111.81612396240234,0.22162069380283356,False,17.55393409729004,False,0,0,0,double,0.0,0.0,IDLE
19,0.76,182.76321411132812,111.5157470703125,0.3294956684112549,False,17.609663009643555,False,0,0,0,double,0.0,0.0,IDLE
20,0.8,182.78958129882812,110.5386962890625,0.9780130386352539,False,17.949569702148438,False,0,0,0,double,0.0,0.0,IDLE
21,0.84,182.28741455078125,109.35726165771484,1.182084560394287,False,18.0555362701416,False,0,0,0,double,0.0,0.0,IDLE
22,0.88,181.40237426757812,108.04861450195312,1.319810390472412,False,18.256019592285156,False,0,0,0,double,0.0,0.0,IDLE
23,0.92,180.72323608398438,106.85137176513672,1.2176191806793213,False,17.953989028930664,False,0,0,0,double,0.0,0.0,IDLE
24,0.96,180.517822265625,106.12030029296875,0.8108136653900146,False,17.90264320373535,False,0,0,0,double,0.0,0.0,IDLE
25,1.0,179.36465454101562,105.65689849853516,0.4691506028175354,False,17.800443649291992,False,0,0,0,double,0.0,0.0,IDLE
26,1.04,178.64678955078125,105.06603240966797,0.7372823357582092,False,17.982364654541016,False,0,0,0,double,0.0,0.0,IDLE
27,1.08,178.0984344482422,104.49724578857422,0.6326143741607666,False,18.498241424560547,False,0,0,0,double,0.0,0.0,IDLE
28,1.12,176.894287109375,103.7864761352539,0.7174688577651978,False,19.021839141845703,False,0,0,0,double,0.0,0.0,IDLE
29,1.16,176.30148315429688,103.6103286743164,0.21082258224487305,False,19.610462188720703,False,0,0,0,double,0.0,0.0,IDLE
30,1.2,176.60501098632812,104.10070037841797,0.5324206948280334,False,19.577468872070312,False,0,0,0,double,0.0,0.0,IDLE
